Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
P2RY13	Not-coupled	Coupled	-	-	P2Y receptors	classA	-0.7379493725643146	-0.5301752363712374	0.06385449059774947	0.039380472632985594	-0.021521862595038826	-0.11634758972374903	-0.019021748757183564	-0.02201057721843217
P2RY14	Not-coupled	Not-coupled	-	-	P2Y receptors	classA	-0.34335032126329834	0.24164824775762936	-0.09253577137680702	-0.06599083615745004	0.0779052816758784	0.36832067916445926	-0.1856551268577005	-0.08791322723965898
PRLHR	-	Not-coupled	-	-	NA	classA	-0.6754184733620567	-0.34592797791977975	0.054989106520772	0.07790774616131632	0.1837281696250558	0.008039960215531801	-0.11568578994991069	-0.1222495951681067
PTAFR	Not-coupled	Coupled	-	-	Platelet-activating factor receptor	classA	-0.4148939420435813	0.23154073157747873	0.02863820820022696	-0.015592975790619856	-0.2725097126941246	-0.05484297053705856	-0.07950610848745487	-0.10923675022875765
PTGDR	Not-coupled	Not-coupled	-	-	Prostanoid receptors	classA	0.32350143301022816	0.8673589687082276	-0.07715798911102974	-0.03615450035555317	-0.12331547173589898	0.0017447911940714057	0.14177646864835391	0.09448044387807474
PTGER1	Not-coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	-0.3390828560713435	0.24570882580343997	0.008467256976471554	0.12152772802508444	-0.2531915142347508	-0.1332544644040353	-0.04118771034393527	0.02407825074426504
PTGER2	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	0.07285636907785673	0.15682705199071267	-0.21524026869409532	0.11656183995832757	-0.2010980215849875	-0.1346569606387159	0.06984435221712729	0.02154074014216109
PTGER3	Not-coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	0.9958263746706414	-0.10022048717454744	0.22266930121505865	-0.09779236878290101	-0.21545832248658506	-0.021962566854497618	0.044347558548062674	0.08733497882869334
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-0.46774778679011725	-0.13737560937516607	-0.0590357726344904	0.0410644208076902	-0.17271635367107888	0.02610205401824472	0.025361487640896144	0.08133704209566843
PTGFR	Not-coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	0.06026060079837826	0.6200614931113709	-0.08071710385686069	0.041755766101554515	-0.07448515270738891	-0.00862063581396704	0.14980169843507815	-0.02280833196174622
PTGIR	Not-coupled	Not-coupled	-	-	Prostanoid receptors	classA	1.1488972225968617	-0.1715267755406342	0.8659498879154147	0.3571757723277251	-0.12619063591329546	0.25570403316670887	0.04747443490024741	-0.08977779278792512
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	1.0863805324081455	-0.38469816762883663	0.6238405780776647	0.14347394744448339	-0.07362998932538856	0.27545909282827924	0.10963660312383687	-0.16764993956910712
PTH2R	-	Coupled	-	-	NA	classB	-0.17612601546033627	-0.23728488626404315	-0.2607367108010382	0.046935478322668846	-0.22703296769193707	-0.017104051107840905	0.10539929064972865	0.0965088748380408
S1PR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (S1P) receptors	classA	-0.5066032215498253	0.11475257799556339	0.03549142787358018	-0.00493311254534327	-0.08014101633356341	0.13012959231201676	-0.05862488614531731	0.024897076795742618
S1PR2	Coupled	Coupled	-	-	Lysophospholipid (S1P) receptors	classA	-0.1968296720378306	-0.05617008784904884	-0.20627125513504915	0.06296103389779645	-0.06812726125017653	0.044394156200509106	-0.015315518613578643	0.11200141428097743
S1PR3	Coupled	Coupled	-	-	Lysophospholipid (S1P) receptors	classA	0.2068480072701141	0.7261783432092036	-0.08934396331777303	-0.08099425707039981	-0.15351351413964362	0.08502757344061265	0.017938269549637287	0.13609259796296178
S1PR5	Coupled	Not-coupled	-	-	Lysophospholipid (S1P) receptors	classA	0.02323698010847354	0.09182707231906301	-0.22014842304061216	0.0768334442711167	0.08577498305249416	0.0850194791511004	0.16427799700514029	-0.07825126780522629
SSTR1	Not-coupled	Coupled	-	-	Somatostatin receptors	classA	-0.32645804235130954	-0.2914564968893174	-0.19573533484442424	0.19719907079875854	0.06005801410493487	-0.009287508382287238	0.08267191529635057	-0.04435221819270641
SSTR2	Not-coupled	Not-coupled	Coupled	-	Somatostatin receptors	classA	0.47236671899001614	0.20565717291648022	-0.2157039320769936	0.014540823042418839	0.17156583730681788	-0.0030817058503805925	0.003166433653790443	-0.1120317681577087
SSTR3	Not-coupled	Not-coupled	-	-	Somatostatin receptors	classA	-0.021304074448407324	0.3795222775407666	-0.1454198619728198	-0.011376048248541085	0.12602492341229787	0.2242126361551266	-0.0008953994752508849	-0.0013613251841095178
SSTR4	Not-coupled	Coupled	-	-	Somatostatin receptors	classA	-0.2876827000664578	0.3957499218012539	-0.004572737363561434	0.1561778698646769	0.2059073830149267	0.12605862098716572	-0.030494214327456685	-0.045224458381264765
SSTR5	Not-coupled	Not-coupled	-	-	Somatostatin receptors	classA	0.18322881037573435	-0.2741710379059733	-0.3316688057880786	0.04924434857408236	0.17850712138495883	0.0905927922825279	0.12590410794874973	-0.024793678740477096
TACR1	Not-coupled	Coupled	-	-	Tachykinin receptors	classA	0.06980585628430237	0.032624880827098586	-0.25172010430809955	0.024557192391299852	0.11549423808114705	0.11627622626248446	0.11923593065205984	0.039200141924041566
TACR2	Not-coupled	Not-coupled	-	-	Tachykinin receptors	classA	0.8084823078920396	-0.2512832073830702	0.01126837845370865	-0.09432541913944592	0.13265812926070214	-0.043240912714865416	0.07270894316721153	0.08392264661783908
TACR3	Not-coupled	Coupled	-	-	Tachykinin receptors	classA	-0.5154282897535418	0.43928378065377555	0.21880779554733987	-0.009122115729299463	-0.1265154770154603	-0.07046391950563469	-0.09271540527512608	-0.10172771631407583
TBXA2R	Not-coupled	Not-coupled	-	-	Prostanoid receptors	classA	0.13092170828886215	0.5576433481847473	-0.14505309317627357	0.10603650755107816	-0.12668089160668905	-0.10994659365763026	-0.0760427504866551	0.009970237373808075
