Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
P2RY1	Coupled	-	-	-	P2Y receptors	classA	78.47195902236689	19.59080805252793	6.19696139790474	-8.058155918055656	7.004448530333414	-10.121418004272893	0.16916446821964867	2.9669700309313067	-6.633023017083355	-0.2171580446493656
P2RY2	Coupled	-	Coupled	-	P2Y receptors	classA	87.63027458846102	16.66257785675437	5.523002568096098	-2.1567243416519686	4.358429536035824	-5.923281541844534	2.3952981852558444	3.994710859270698	-6.448646676949955	-0.4528158962662355
P2RY4	Coupled	-	-	-	P2Y receptors	classA	121.39949021064957	10.411953417572809	-1.1861480348860591	1.163831276377166	-3.269194201150792	11.078162766780876	-0.5937316165032288	2.9204341298663854	-2.5952878960954564	-0.5906323796523669
P2RY6	Coupled	-	-	-	P2Y receptors	classA	97.1373413019906	41.4249246112082	1.4355656537323835	-7.932276325686683	-0.6823175877672428	10.361808292918955	-1.0304948496887147	-8.356689715989804	-5.198018689979042	-5.041133152855099
P2RY10	-	-	-	-	NA	classA	32.63878660841647	15.080031838469303	6.550677193624584	8.840425158703042	9.03549664961018	-17.571767522126176	-19.821803188487078	0.957601297346581	-2.873531095475627	13.56609798762562
P2RY11	Coupled	-	-	-	P2Y receptors	classA	44.79583966428481	44.49964833587836	-11.396528332600125	-6.539009418689538	-2.0940074183977093	5.797389799377249	-2.5570494981832046	-13.147823922383097	-4.662157754802451	0.670133124307773
P2RY12	Not-coupled	-	-	-	P2Y receptors	classA	25.11546101821795	56.97263426611007	-10.994708345471617	-9.42214417985449	1.166775372574599	-1.0287455452387393	-4.2004794851482545	-12.731862280465018	1.8572650974814189	-2.3955216907025028
P2RY13	Not-coupled	-	-	-	P2Y receptors	classA	53.995998800993796	44.66956943225394	-14.420813585890262	-4.116961142896727	3.9916010392284376	6.553759403673633	-3.1891606383821824	-12.801026854756929	-5.438553229790023	2.2234689446607345
P2RY14	Not-coupled	-	-	-	P2Y receptors	classA	29.780325410016985	-47.25102342877215	1.1499148996652475	20.95444091719591	1.1242960540983018	0.3394531921507912	-6.785853117382673	-0.14005848337897472	7.921289200970134	-7.816285550517944
PRLHR	-	-	-	-	NA	classA	71.71649675996875	45.45333705699666	-5.407414937386321	-12.145918772692243	-5.883155999541598	7.019669833863293	2.3621462260909367	-11.36993413117675	-6.574626312318906	5.46677430196408
PTAFR	Coupled	-	-	-	Platelet-activating factor receptor	classA	-54.765241991963215	77.71807172704109	11.460217326009023	23.035256549440472	-22.941460694339238	5.231256135195969	-14.026471570182036	-2.4008350351101555	9.192509187465449	13.577917110267766
PTGDR	Not-coupled	-	-	-	Prostanoid receptors	classA	-39.68872190236457	73.26589453206424	18.641701152136704	4.660330430047681	-18.883816226357776	4.257706021756423	-14.424210728667951	15.491753347856383	11.212964645945796	7.193737957114265
PTGER1	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	-49.84897573845109	76.33812127404899	9.73542297754655	16.792800901014665	-21.52924572179992	8.944754550327026	-14.003019166083558	1.6249102071439874	9.781617832045129	7.281866370279081
PTGER2	Not-coupled	-	Coupled	-	Prostanoid receptors	classA	-37.63764592817339	75.16804206897173	12.432742650579396	12.155002817615356	-21.06049286266581	1.263656392378163	-11.923970268145931	-0.17363364032626757	12.069281337810821	3.758744817474915
PTGER3	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	-73.40480477539836	77.62623178970722	35.66606627088685	-1.1506330298047567	-14.027478301877052	-8.90467375875717	-10.703776174442046	3.1686465110496966	3.4863812458851204	-0.22548938267821148
PTGER4	Not-coupled	-	Coupled	-	Prostanoid receptors	classA	-21.363393748911854	77.03607272975715	1.1144237110263293	11.136791275978261	-22.226013789692903	8.49407591388897	-0.8073681049190482	5.531117451996515	-0.13260036416486223	5.825752015457694
PTGFR	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	-53.56445414120913	78.09001879702528	18.964639698763893	14.09188147444252	-18.668767903205136	1.1077605526115828	-9.27164821601186	10.079663098241754	11.555892942399494	4.7856850060728435
PTGIR	Coupled	-	-	-	Prostanoid receptors	classA	-44.82949660842683	47.10230188547285	58.82468917851165	12.698555751890495	47.259985361184796	3.9713994316651133	40.80540082334172	-0.9979962024089161	11.313328130527372	8.404503113773732
PTH1R	Coupled	-	Coupled	-	Parathyroid hormone receptors	classB	-31.630600358717874	41.33525751417593	53.69014871896292	18.521047508598624	49.67571169262354	11.686716303540015	45.528206156136534	-2.0769878596747198	5.3827836400766405	9.375344378256452
PTH2R	-	-	-	-	NA	classB	-71.61845461711735	13.682371323167594	-27.240745070486565	8.961334433756047	7.610858643082647	-17.0330946664855	5.637577334919252	-8.393334007217623	-6.336630469273575	-4.812673969176945
S1PR1	Not-coupled	-	Coupled	-	Lysophospholipid (S1P) receptors	classA	-61.09514892210543	11.876592506286991	-39.81416190943505	9.833413576140092	15.270494341917182	-10.927712893915464	4.878295091574105	1.6604080775653882	-3.9311979273897073	-4.879328592055248
S1PR2	Coupled	-	-	-	Lysophospholipid (S1P) receptors	classA	-69.78602164924104	19.947380824866816	-26.422747515851547	6.009050572207992	8.95423707239029	-18.575398881182767	4.243800186300906	-3.404411535084764	-6.4974549961144765	-4.088483882330892
S1PR3	Coupled	-	-	-	Lysophospholipid (S1P) receptors	classA	-75.74977633247039	22.972942157287385	-20.120067906946	2.6731243185233184	7.4786628465682545	-22.843331285924517	-1.2450767970221635	4.381045535750102	-1.536133660207254	-2.4263671421589432
S1PR5	Not-coupled	-	-	-	Lysophospholipid (S1P) receptors	classA	42.3724803360845	-40.72217906897855	-0.28052969484608403	-8.998259543479175	4.152123688314965	-10.936990546660507	2.5797117912960355	2.477620050687069	11.488204427834525	-5.014054851082162
SSTR1	Not-coupled	-	-	-	Somatostatin receptors	classA	60.09596750494872	-50.29101615354718	-4.772326084184767	-3.823814114846587	2.4975831281939653	-2.681032549008265	3.2858484235340457	-1.6511887700133372	4.092675477435471	-1.225467530188309
SSTR2	Coupled	-	Coupled	-	Somatostatin receptors	classA	32.28789575923219	-29.761196522862846	7.893099778052419	-13.060982663696265	2.879540022734745	-16.929155000564403	2.2380942846013965	7.081213739352135	7.03925650641474	-0.493426056268036
SSTR3	Coupled	-	-	-	Somatostatin receptors	classA	46.41609429096072	-41.9718829886047	0.8389796423739058	-6.158872343854269	2.754750351394559	-8.416337402108658	0.49847246941671114	6.195433773511529	8.19584169509649	-2.4145158555015995
SSTR4	Not-coupled	-	-	-	Somatostatin receptors	classA	67.8504616631639	-49.037976139620554	-6.74570488132934	-9.478005724725447	3.1625603343025044	-9.237816503439348	3.340288698501465	7.252616882388607	7.865298117062461	0.5068808178333856
SSTR5	Coupled	-	-	-	Somatostatin receptors	classA	1.8282603076617547	-33.517343848940165	14.09531965885046	13.46493026917447	-14.789481282148083	-4.777232497897931	10.19615657097	0.9350133116464715	-10.38201393609791	-7.7912920129503
TACR1	Coupled	-	-	-	Tachykinin receptors	classA	1.821693587314991	-34.439043253525476	8.091923356927136	15.09739992688734	-13.59070240764803	-2.319162226740815	7.027320586507612	5.449152890366515	-8.223441128883882	-5.762134303847828
TACR2	Coupled	-	-	-	Tachykinin receptors	classA	-14.61013874538931	-23.78155759450034	27.434152724366076	7.328650020215029	-10.109970909753969	-13.491081684429373	8.208741521301372	-0.21781758835720658	-0.19914123591428656	-13.764649833153705
TACR3	Coupled	-	-	-	Tachykinin receptors	classA	-16.637723716978016	73.06454467561046	4.528933216849146	15.957991190739396	-23.464818001224156	14.233086425714767	-5.038525297511172	7.86195572562597	8.047354550733248	9.496169318109285
TBXA2R	Coupled	-	-	-	Prostanoid receptors	classA	32.93482737152337	-19.04867350004269	6.8934376020698656	-9.980020684918914	4.3607244507925795	-18.010289201001676	-2.390208997792616	7.633477232091221	4.089113751106022	2.5976178281639
