DimR	Assay	G-protein	Layer	Score
UMAP	Shedding	GNAL	19	0.02
UMAP	Shedding	GNAL	21	0.02
UMAP	Shedding	GNAL	15	0.015
UMAP	Shedding	GNAL	16	0.015
UMAP	Shedding	GNAL	18	0.015
UMAP	Shedding	GNAL	20	0.015
UMAP	Shedding	GNAL	22	0.015
UMAP	Shedding	GNAL	7	0.014
UMAP	Shedding	GNAL	8	0.014
UMAP	Shedding	GNAL	10	0.012
UMAP	Shedding	GNAL	11	0.012
UMAP	Shedding	GNAL	12	0.012
UMAP	Shedding	GNAL	3	0.008
UMAP	Shedding	GNAL	9	0.008
UMAP	Shedding	GNAL	28	0.007
UMAP	Shedding	GNAL	0	0.006
UMAP	Shedding	GNAL	4	0.006
UMAP	Shedding	GNAL	1	0.004
UMAP	Shedding	GNAL	2	0.003
UMAP	Shedding	GNAL	5	0.001
UMAP	Shedding	GNAL	6	0.001
UMAP	Shedding	GNAL	29	0.001
UMAP	Shedding	GNAL	33	0.001
UMAP	Shedding	GNAL	25	0.0
UMAP	Shedding	GNAL	26	0.0
UMAP	Shedding	GNAL	27	0.0
UMAP	Shedding	GNAL	30	0.0
UMAP	Shedding	GNAL	31	0.0
UMAP	Shedding	GNAL	32	0.0
UMAP	Shedding	GNAI3	15	0.041
UMAP	Shedding	GNAI3	16	0.041
UMAP	Shedding	GNAI3	18	0.041
UMAP	Shedding	GNAI3	20	0.041
UMAP	Shedding	GNAI3	22	0.041
UMAP	Shedding	GNAI3	13	0.035
UMAP	Shedding	GNAI3	14	0.035
UMAP	Shedding	GNAI3	17	0.035
UMAP	Shedding	GNAI3	19	0.035
UMAP	Shedding	GNAI3	21	0.035
UMAP	Shedding	GNAI3	10	0.034
UMAP	Shedding	GNAI3	11	0.034
UMAP	Shedding	GNAI3	12	0.034
UMAP	Shedding	GNAI3	7	0.03
UMAP	Shedding	GNAI3	8	0.03
UMAP	Shedding	GNAI3	6	0.019
UMAP	Shedding	GNAI3	28	0.01
UMAP	Shedding	GNAI3	23	0.008
UMAP	Shedding	GNAI3	5	0.007
UMAP	Shedding	GNAI3	24	0.007
UMAP	Shedding	GNAI3	29	0.006
UMAP	Shedding	GNAI3	30	0.006
UMAP	Shedding	GNAI3	31	0.006
UMAP	Shedding	GNAI3	0	0.005
UMAP	Shedding	GNAI3	27	0.005
UMAP	Shedding	GNAI3	32	0.005
UMAP	Shedding	GNAI3	26	0.004
UMAP	Shedding	GNAI3	4	0.003
UMAP	Shedding	GNAI3	9	0.003
UMAP	Shedding	GNAI3	25	0.002
UMAP	Shedding	GNAI3	1	0.001
UMAP	Shedding	GNAI3	2	0.001
UMAP	Shedding	GNAI3	3	0.001
UMAP	Shedding	GNAI3	33	0.001
UMAP	Shedding	GNAI1	15	0.045
UMAP	Shedding	GNAI1	16	0.045
UMAP	Shedding	GNAI1	18	0.045
UMAP	Shedding	GNAI1	20	0.045
UMAP	Shedding	GNAI1	22	0.045
UMAP	Shedding	GNAI1	13	0.038
UMAP	Shedding	GNAI1	14	0.038
UMAP	Shedding	GNAI1	17	0.038
UMAP	Shedding	GNAI1	19	0.038
UMAP	Shedding	GNAI1	21	0.038
UMAP	Shedding	GNAI1	7	0.033
UMAP	Shedding	GNAI1	8	0.033
UMAP	Shedding	GNAI1	10	0.016
UMAP	Shedding	GNAI1	11	0.016
UMAP	Shedding	GNAI1	12	0.016
UMAP	Shedding	GNAI1	6	0.014
UMAP	Shedding	GNAI1	28	0.013
UMAP	Shedding	GNAI1	4	0.011
UMAP	Shedding	GNAI1	23	0.01
UMAP	Shedding	GNAI1	29	0.01
UMAP	Shedding	GNAI1	24	0.009
UMAP	Shedding	GNAI1	25	0.009
UMAP	Shedding	GNAI1	27	0.009
UMAP	Shedding	GNAI1	26	0.007
UMAP	Shedding	GNAI1	3	0.006
UMAP	Shedding	GNAI1	2	0.005
UMAP	Shedding	GNAI1	5	0.005
UMAP	Shedding	GNAI1	30	0.004
UMAP	Shedding	GNAI1	31	0.004
UMAP	Shedding	GNAI1	32	0.003
UMAP	Shedding	GNAI1	9	0.001
UMAP	Shedding	GNAI1	0	0.0
UMAP	Shedding	GNAI1	1	0.0
UMAP	Shedding	GNAI1	33	0.0
UMAP	Shedding	GNA15	2	0.025
UMAP	Shedding	GNA15	23	0.005
UMAP	Shedding	GNA15	10	0.004
UMAP	Shedding	GNA15	11	0.004
UMAP	Shedding	GNA15	12	0.004
UMAP	Shedding	GNA15	7	0.002
UMAP	Shedding	GNA15	8	0.002
UMAP	Shedding	GNA15	9	0.002
UMAP	Shedding	GNA15	0	0.001
UMAP	Shedding	GNA15	13	0.001
UMAP	Shedding	GNA15	14	0.001
UMAP	Shedding	GNA15	17	0.001
UMAP	Shedding	GNA15	19	0.001
UMAP	Shedding	GNA15	21	0.001
UMAP	Shedding	GNA15	25	0.001
UMAP	Shedding	GNA15	27	0.001
UMAP	Shedding	GNA15	29	0.001
UMAP	Shedding	GNA15	33	0.001
UMAP	Shedding	GNA15	1	0.0
UMAP	Shedding	GNA15	3	0.0
UMAP	Shedding	GNA15	4	0.0
UMAP	Shedding	GNA15	5	0.0
UMAP	Shedding	GNA15	6	0.0
UMAP	Shedding	GNA15	15	0.0
UMAP	Shedding	GNA15	16	0.0
UMAP	Shedding	GNA15	18	0.0
UMAP	Shedding	GNA15	20	0.0
UMAP	Shedding	GNA15	22	0.0
UMAP	Shedding	GNA15	24	0.0
UMAP	Shedding	GNA15	26	0.0
UMAP	Shedding	GNA15	28	0.0
UMAP	Shedding	GNA15	30	0.0
UMAP	Shedding	GNA15	31	0.0
UMAP	Shedding	GNA15	32	0.0
UMAP	Shedding	GNA14	24	0.021
UMAP	Shedding	GNA14	1	0.008
UMAP	Shedding	GNA14	23	0.006
UMAP	Shedding	GNA14	10	0.005
UMAP	Shedding	GNA14	11	0.005
UMAP	Shedding	GNA14	12	0.005
UMAP	Shedding	GNA14	13	0.005
UMAP	Shedding	GNA14	14	0.005
UMAP	Shedding	GNA14	17	0.005
UMAP	Shedding	GNA14	19	0.005
UMAP	Shedding	GNA14	21	0.005
UMAP	Shedding	GNA14	25	0.005
UMAP	Shedding	GNA14	2	0.004
UMAP	Shedding	GNA14	28	0.004
UMAP	Shedding	GNA14	0	0.003
UMAP	Shedding	GNA14	4	0.003
UMAP	Shedding	GNA14	9	0.003
UMAP	Shedding	GNA14	15	0.003
UMAP	Shedding	GNA14	16	0.003
UMAP	Shedding	GNA14	18	0.003
UMAP	Shedding	GNA14	20	0.003
UMAP	Shedding	GNA14	22	0.003
UMAP	Shedding	GNA14	7	0.002
UMAP	Shedding	GNA14	8	0.002
UMAP	Shedding	GNA14	30	0.002
UMAP	Shedding	GNA14	31	0.002
UMAP	Shedding	GNA14	33	0.002
UMAP	Shedding	GNA14	3	0.001
UMAP	Shedding	GNA14	5	0.001
UMAP	Shedding	GNA14	32	0.001
UMAP	Shedding	GNA14	6	0.0
UMAP	Shedding	GNA14	26	0.0
UMAP	Shedding	GNA14	27	0.0
UMAP	Shedding	GNA14	29	0.0
UMAP	Shedding	GNA13	2	0.026
UMAP	Shedding	GNA13	28	0.013
UMAP	Shedding	GNA13	24	0.012
UMAP	Shedding	GNA13	0	0.005
UMAP	Shedding	GNA13	23	0.005
UMAP	Shedding	GNA13	3	0.002
UMAP	Shedding	GNA13	4	0.002
UMAP	Shedding	GNA13	5	0.001
UMAP	Shedding	GNA13	6	0.001
UMAP	Shedding	GNA13	7	0.001
UMAP	Shedding	GNA13	8	0.001
UMAP	Shedding	GNA13	15	0.001
UMAP	Shedding	GNA13	16	0.001
UMAP	Shedding	GNA13	18	0.001
UMAP	Shedding	GNA13	20	0.001
UMAP	Shedding	GNA13	22	0.001
UMAP	Shedding	GNA13	25	0.001
UMAP	Shedding	GNA13	29	0.001
UMAP	Shedding	GNA13	30	0.001
UMAP	Shedding	GNA13	31	0.001
UMAP	Shedding	GNA13	1	0.0
UMAP	Shedding	GNA13	9	0.0
UMAP	Shedding	GNA13	10	0.0
UMAP	Shedding	GNA13	11	0.0
UMAP	Shedding	GNA13	12	0.0
UMAP	Shedding	GNA13	13	0.0
UMAP	Shedding	GNA13	14	0.0
UMAP	Shedding	GNA13	17	0.0
UMAP	Shedding	GNA13	19	0.0
UMAP	Shedding	GNA13	21	0.0
UMAP	Shedding	GNA13	26	0.0
UMAP	Shedding	GNA13	27	0.0
UMAP	Shedding	GNA13	32	0.0
UMAP	Shedding	GNA13	33	0.0
UMAP	Shedding	GNA12	15	0.027
UMAP	Shedding	GNA12	16	0.027
UMAP	Shedding	GNA12	18	0.027
UMAP	Shedding	GNA12	20	0.027
UMAP	Shedding	GNA12	22	0.027
UMAP	Shedding	GNA12	2	0.023
UMAP	Shedding	GNA12	10	0.021
UMAP	Shedding	GNA12	11	0.021
UMAP	Shedding	GNA12	12	0.021
UMAP	Shedding	GNA12	0	0.018
UMAP	Shedding	GNA12	13	0.017
UMAP	Shedding	GNA12	14	0.017
UMAP	Shedding	GNA12	17	0.017
UMAP	Shedding	GNA12	19	0.017
UMAP	Shedding	GNA12	21	0.017
UMAP	Shedding	GNA12	4	0.014
UMAP	Shedding	GNA12	7	0.01
UMAP	Shedding	GNA12	8	0.01
UMAP	Shedding	GNA12	28	0.009
UMAP	Shedding	GNA12	1	0.005
UMAP	Shedding	GNA12	25	0.003
UMAP	Shedding	GNA12	29	0.003
UMAP	Shedding	GNA12	24	0.002
UMAP	Shedding	GNA12	27	0.002
UMAP	Shedding	GNA12	3	0.001
UMAP	Shedding	GNA12	9	0.001
UMAP	Shedding	GNA12	23	0.001
UMAP	Shedding	GNA12	26	0.001
UMAP	Shedding	GNA12	5	0.0
UMAP	Shedding	GNA12	6	0.0
UMAP	Shedding	GNA12	30	0.0
UMAP	Shedding	GNA12	31	0.0
UMAP	Shedding	GNA12	32	0.0
UMAP	Shedding	GNA12	33	0.0
UMAP	STRING	Barr2-GRK2	7	0.073
UMAP	STRING	Barr2-GRK2	30	0.066
UMAP	STRING	Barr2-GRK2	31	0.059
UMAP	STRING	Barr2-GRK2	32	0.059
UMAP	STRING	Barr2-GRK2	28	0.05
UMAP	STRING	Barr2-GRK2	27	0.045
UMAP	STRING	Barr2-GRK2	29	0.045
UMAP	STRING	Barr2-GRK2	8	0.04
UMAP	STRING	Barr2-GRK2	13	0.04
UMAP	STRING	Barr2-GRK2	14	0.04
UMAP	STRING	Barr2-GRK2	17	0.04
UMAP	STRING	Barr2-GRK2	19	0.04
UMAP	STRING	Barr2-GRK2	21	0.04
UMAP	STRING	Barr2-GRK2	25	0.037
UMAP	STRING	Barr2-GRK2	26	0.032
UMAP	STRING	Barr2-GRK2	15	0.024
UMAP	STRING	Barr2-GRK2	16	0.024
UMAP	STRING	Barr2-GRK2	18	0.024
UMAP	STRING	Barr2-GRK2	20	0.024
UMAP	STRING	Barr2-GRK2	22	0.024
UMAP	STRING	Barr2-GRK2	33	0.023
UMAP	STRING	Barr2-GRK2	5	0.012
UMAP	STRING	Barr2-GRK2	10	0.011
UMAP	STRING	Barr2-GRK2	11	0.011
UMAP	STRING	Barr2-GRK2	12	0.011
UMAP	STRING	Barr2-GRK2	24	0.011
UMAP	STRING	Barr2-GRK2	6	0.01
UMAP	STRING	Barr2-GRK2	3	0.004
UMAP	STRING	Barr2-GRK2	9	0.003
UMAP	STRING	Barr2-GRK2	1	0.001
UMAP	STRING	Barr2-GRK2	2	0.001
UMAP	STRING	Barr2-GRK2	0	0.0
UMAP	STRING	Barr2-GRK2	4	0.0
UMAP	STRING	Barr2-GRK2	23	0.0
UMAP	STRING	Barr2	7	0.073
UMAP	STRING	Barr2	30	0.066
UMAP	STRING	Barr2	31	0.059
UMAP	STRING	Barr2	32	0.059
UMAP	STRING	Barr2	28	0.05
UMAP	STRING	Barr2	27	0.045
UMAP	STRING	Barr2	29	0.045
UMAP	STRING	Barr2	8	0.04
UMAP	STRING	Barr2	13	0.04
UMAP	STRING	Barr2	14	0.04
UMAP	STRING	Barr2	17	0.04
UMAP	STRING	Barr2	19	0.04
UMAP	STRING	Barr2	21	0.04
UMAP	STRING	Barr2	25	0.037
UMAP	STRING	Barr2	26	0.032
UMAP	STRING	Barr2	15	0.024
UMAP	STRING	Barr2	16	0.024
UMAP	STRING	Barr2	18	0.024
UMAP	STRING	Barr2	20	0.024
UMAP	STRING	Barr2	22	0.024
UMAP	STRING	Barr2	33	0.023
UMAP	STRING	Barr2	5	0.012
UMAP	STRING	Barr2	10	0.011
UMAP	STRING	Barr2	11	0.011
UMAP	STRING	Barr2	12	0.011
UMAP	STRING	Barr2	24	0.011
UMAP	STRING	Barr2	6	0.01
UMAP	STRING	Barr2	3	0.004
UMAP	STRING	Barr2	9	0.003
UMAP	STRING	Barr2	1	0.001
UMAP	STRING	Barr2	2	0.001
UMAP	STRING	Barr2	0	0.0
UMAP	STRING	Barr2	4	0.0
UMAP	STRING	Barr2	23	0.0
UMAP	STRING	Barr1-GRK2	7	0.037
UMAP	STRING	Barr1-GRK2	28	0.032
UMAP	STRING	Barr1-GRK2	27	0.022
UMAP	STRING	Barr1-GRK2	29	0.022
UMAP	STRING	Barr1-GRK2	30	0.021
UMAP	STRING	Barr1-GRK2	3	0.012
UMAP	STRING	Barr1-GRK2	31	0.012
UMAP	STRING	Barr1-GRK2	32	0.012
UMAP	STRING	Barr1-GRK2	33	0.012
UMAP	STRING	Barr1-GRK2	0	0.01
UMAP	STRING	Barr1-GRK2	26	0.01
UMAP	STRING	Barr1-GRK2	4	0.008
UMAP	STRING	Barr1-GRK2	8	0.005
UMAP	STRING	Barr1-GRK2	13	0.005
UMAP	STRING	Barr1-GRK2	14	0.005
UMAP	STRING	Barr1-GRK2	17	0.005
UMAP	STRING	Barr1-GRK2	19	0.005
UMAP	STRING	Barr1-GRK2	21	0.005
UMAP	STRING	Barr1-GRK2	6	0.004
UMAP	STRING	Barr1-GRK2	2	0.003
UMAP	STRING	Barr1-GRK2	10	0.003
UMAP	STRING	Barr1-GRK2	11	0.003
UMAP	STRING	Barr1-GRK2	12	0.003
UMAP	STRING	Barr1-GRK2	24	0.003
UMAP	STRING	Barr1-GRK2	25	0.003
UMAP	STRING	Barr1-GRK2	1	0.001
UMAP	STRING	Barr1-GRK2	5	0.001
UMAP	STRING	Barr1-GRK2	9	0.001
UMAP	STRING	Barr1-GRK2	15	0.0
UMAP	STRING	Barr1-GRK2	16	0.0
UMAP	STRING	Barr1-GRK2	18	0.0
UMAP	STRING	Barr1-GRK2	20	0.0
UMAP	STRING	Barr1-GRK2	22	0.0
UMAP	STRING	Barr1-GRK2	23	0.0
UMAP	IUPHAR	GoB	0	0.025
UMAP	IUPHAR	GoB	28	0.025
UMAP	IUPHAR	GoB	1	0.024
UMAP	IUPHAR	GoB	5	0.023
UMAP	IUPHAR	GoB	9	0.023
UMAP	IUPHAR	GoB	3	0.02
UMAP	IUPHAR	GoB	8	0.02
UMAP	IUPHAR	GoB	24	0.019
UMAP	IUPHAR	GoB	7	0.018
UMAP	IUPHAR	GoB	10	0.018
UMAP	IUPHAR	GoB	11	0.018
UMAP	IUPHAR	GoB	12	0.018
UMAP	IUPHAR	GoB	13	0.018
UMAP	IUPHAR	GoB	17	0.018
UMAP	IUPHAR	GoB	19	0.018
UMAP	IUPHAR	GoB	21	0.018
UMAP	IUPHAR	GoB	2	0.016
UMAP	IUPHAR	GoB	16	0.015
UMAP	IUPHAR	GoB	18	0.015
UMAP	IUPHAR	GoB	20	0.015
UMAP	IUPHAR	GoB	26	0.015
UMAP	IUPHAR	GoB	4	0.012
UMAP	IUPHAR	GoB	14	0.012
UMAP	IUPHAR	GoB	29	0.011
UMAP	IUPHAR	GoB	15	0.01
UMAP	IUPHAR	GoB	22	0.01
UMAP	IUPHAR	GoB	23	0.01
UMAP	IUPHAR	GoB	27	0.01
UMAP	IUPHAR	GoB	32	0.01
UMAP	IUPHAR	GoB	31	0.009
UMAP	IUPHAR	GoB	25	0.007
UMAP	IUPHAR	GoB	30	0.005
UMAP	IUPHAR	GoB	33	0.005
UMAP	IUPHAR	GoB	6	0.004
UMAP	IUPHAR	GoA	0	0.025
UMAP	IUPHAR	GoA	28	0.025
UMAP	IUPHAR	GoA	1	0.024
UMAP	IUPHAR	GoA	5	0.023
UMAP	IUPHAR	GoA	9	0.023
UMAP	IUPHAR	GoA	3	0.02
UMAP	IUPHAR	GoA	8	0.02
UMAP	IUPHAR	GoA	24	0.019
UMAP	IUPHAR	GoA	7	0.018
UMAP	IUPHAR	GoA	10	0.018
UMAP	IUPHAR	GoA	11	0.018
UMAP	IUPHAR	GoA	12	0.018
UMAP	IUPHAR	GoA	13	0.018
UMAP	IUPHAR	GoA	17	0.018
UMAP	IUPHAR	GoA	19	0.018
UMAP	IUPHAR	GoA	21	0.018
UMAP	IUPHAR	GoA	2	0.016
UMAP	IUPHAR	GoA	16	0.015
UMAP	IUPHAR	GoA	18	0.015
UMAP	IUPHAR	GoA	20	0.015
UMAP	IUPHAR	GoA	26	0.015
UMAP	IUPHAR	GoA	4	0.012
UMAP	IUPHAR	GoA	14	0.012
UMAP	IUPHAR	GoA	29	0.011
UMAP	IUPHAR	GoA	15	0.01
UMAP	IUPHAR	GoA	22	0.01
UMAP	IUPHAR	GoA	23	0.01
UMAP	IUPHAR	GoA	27	0.01
UMAP	IUPHAR	GoA	32	0.01
UMAP	IUPHAR	GoA	31	0.009
UMAP	IUPHAR	GoA	25	0.007
UMAP	IUPHAR	GoA	30	0.005
UMAP	IUPHAR	GoA	33	0.005
UMAP	IUPHAR	GoA	6	0.004
UMAP	IUPHAR	GNAZ	0	0.025
UMAP	IUPHAR	GNAZ	28	0.025
UMAP	IUPHAR	GNAZ	1	0.024
UMAP	IUPHAR	GNAZ	5	0.023
UMAP	IUPHAR	GNAZ	9	0.023
UMAP	IUPHAR	GNAZ	3	0.02
UMAP	IUPHAR	GNAZ	8	0.02
UMAP	IUPHAR	GNAZ	24	0.019
UMAP	IUPHAR	GNAZ	7	0.018
UMAP	IUPHAR	GNAZ	10	0.018
UMAP	IUPHAR	GNAZ	11	0.018
UMAP	IUPHAR	GNAZ	12	0.018
UMAP	IUPHAR	GNAZ	13	0.018
UMAP	IUPHAR	GNAZ	17	0.018
UMAP	IUPHAR	GNAZ	19	0.018
UMAP	IUPHAR	GNAZ	21	0.018
UMAP	IUPHAR	GNAZ	2	0.016
UMAP	IUPHAR	GNAZ	16	0.015
UMAP	IUPHAR	GNAZ	18	0.015
UMAP	IUPHAR	GNAZ	20	0.015
UMAP	IUPHAR	GNAZ	26	0.015
UMAP	IUPHAR	GNAZ	4	0.012
UMAP	IUPHAR	GNAZ	14	0.012
UMAP	IUPHAR	GNAZ	29	0.011
UMAP	IUPHAR	GNAZ	15	0.01
UMAP	IUPHAR	GNAZ	22	0.01
UMAP	IUPHAR	GNAZ	23	0.01
UMAP	IUPHAR	GNAZ	27	0.01
UMAP	IUPHAR	GNAZ	32	0.01
UMAP	IUPHAR	GNAZ	31	0.009
UMAP	IUPHAR	GNAZ	25	0.007
UMAP	IUPHAR	GNAZ	30	0.005
UMAP	IUPHAR	GNAZ	33	0.005
UMAP	IUPHAR	GNAZ	6	0.004
UMAP	IUPHAR	GNAS	5	0.016
UMAP	IUPHAR	GNAS	0	0.012
UMAP	IUPHAR	GNAS	9	0.01
UMAP	IUPHAR	GNAS	14	0.01
UMAP	IUPHAR	GNAS	24	0.01
UMAP	IUPHAR	GNAS	29	0.008
UMAP	IUPHAR	GNAS	15	0.007
UMAP	IUPHAR	GNAS	22	0.007
UMAP	IUPHAR	GNAS	27	0.007
UMAP	IUPHAR	GNAS	6	0.006
UMAP	IUPHAR	GNAS	7	0.006
UMAP	IUPHAR	GNAS	8	0.006
UMAP	IUPHAR	GNAS	13	0.004
UMAP	IUPHAR	GNAS	17	0.004
UMAP	IUPHAR	GNAS	19	0.004
UMAP	IUPHAR	GNAS	21	0.004
UMAP	IUPHAR	GNAS	30	0.004
UMAP	IUPHAR	GNAS	32	0.004
UMAP	IUPHAR	GNAS	1	0.003
UMAP	IUPHAR	GNAS	23	0.003
UMAP	IUPHAR	GNAS	26	0.003
UMAP	IUPHAR	GNAS	10	0.002
UMAP	IUPHAR	GNAS	11	0.002
UMAP	IUPHAR	GNAS	12	0.002
UMAP	IUPHAR	GNAS	16	0.002
UMAP	IUPHAR	GNAS	18	0.002
UMAP	IUPHAR	GNAS	20	0.002
UMAP	IUPHAR	GNAS	28	0.002
UMAP	IUPHAR	GNAS	31	0.002
UMAP	IUPHAR	GNAS	33	0.002
UMAP	IUPHAR	GNAS	3	0.001
UMAP	IUPHAR	GNAS	25	0.001
UMAP	IUPHAR	GNAS	2	0.0
UMAP	IUPHAR	GNAS	4	0.0
UMAP	IUPHAR	GNAQ	3	0.013
UMAP	IUPHAR	GNAQ	23	0.007
UMAP	IUPHAR	GNAQ	1	0.005
UMAP	IUPHAR	GNAQ	2	0.005
UMAP	IUPHAR	GNAQ	24	0.005
UMAP	IUPHAR	GNAQ	0	0.004
UMAP	IUPHAR	GNAQ	10	0.003
UMAP	IUPHAR	GNAQ	11	0.003
UMAP	IUPHAR	GNAQ	12	0.003
UMAP	IUPHAR	GNAQ	9	0.002
UMAP	IUPHAR	GNAQ	4	0.001
UMAP	IUPHAR	GNAQ	5	0.001
UMAP	IUPHAR	GNAQ	6	0.001
UMAP	IUPHAR	GNAQ	7	0.001
UMAP	IUPHAR	GNAQ	14	0.001
UMAP	IUPHAR	GNAQ	16	0.001
UMAP	IUPHAR	GNAQ	18	0.001
UMAP	IUPHAR	GNAQ	20	0.001
UMAP	IUPHAR	GNAQ	25	0.001
UMAP	IUPHAR	GNAQ	29	0.001
UMAP	IUPHAR	GNAQ	31	0.001
UMAP	IUPHAR	GNAQ	8	0.0
UMAP	IUPHAR	GNAQ	13	0.0
UMAP	IUPHAR	GNAQ	15	0.0
UMAP	IUPHAR	GNAQ	17	0.0
UMAP	IUPHAR	GNAQ	19	0.0
UMAP	IUPHAR	GNAQ	21	0.0
UMAP	IUPHAR	GNAQ	22	0.0
UMAP	IUPHAR	GNAQ	26	0.0
UMAP	IUPHAR	GNAQ	27	0.0
UMAP	IUPHAR	GNAQ	28	0.0
UMAP	IUPHAR	GNAQ	30	0.0
UMAP	IUPHAR	GNAQ	32	0.0
UMAP	IUPHAR	GNAQ	33	0.0
UMAP	IUPHAR	GNAL	5	0.016
UMAP	IUPHAR	GNAL	0	0.012
UMAP	IUPHAR	GNAL	9	0.01
UMAP	IUPHAR	GNAL	14	0.01
UMAP	IUPHAR	GNAL	24	0.01
UMAP	IUPHAR	GNAL	29	0.008
UMAP	IUPHAR	GNAL	15	0.007
UMAP	IUPHAR	GNAL	22	0.007
UMAP	IUPHAR	GNAL	27	0.007
UMAP	IUPHAR	GNAL	6	0.006
UMAP	IUPHAR	GNAL	7	0.006
UMAP	IUPHAR	GNAL	8	0.006
UMAP	IUPHAR	GNAL	13	0.004
UMAP	IUPHAR	GNAL	17	0.004
UMAP	IUPHAR	GNAL	19	0.004
UMAP	IUPHAR	GNAL	21	0.004
UMAP	IUPHAR	GNAL	30	0.004
UMAP	IUPHAR	GNAL	32	0.004
UMAP	IUPHAR	GNAL	1	0.003
UMAP	IUPHAR	GNAL	23	0.003
UMAP	IUPHAR	GNAL	26	0.003
UMAP	IUPHAR	GNAL	10	0.002
UMAP	IUPHAR	GNAL	11	0.002
UMAP	IUPHAR	GNAL	12	0.002
UMAP	IUPHAR	GNAL	16	0.002
UMAP	IUPHAR	GNAL	18	0.002
UMAP	IUPHAR	GNAL	20	0.002
UMAP	IUPHAR	GNAL	28	0.002
UMAP	IUPHAR	GNAL	31	0.002
UMAP	IUPHAR	GNAL	33	0.002
UMAP	IUPHAR	GNAL	3	0.001
UMAP	IUPHAR	GNAL	25	0.001
UMAP	IUPHAR	GNAL	2	0.0
UMAP	IUPHAR	GNAL	4	0.0
UMAP	IUPHAR	GNAI3	0	0.025
UMAP	IUPHAR	GNAI3	28	0.025
UMAP	IUPHAR	GNAI3	1	0.024
UMAP	IUPHAR	GNAI3	5	0.023
UMAP	IUPHAR	GNAI3	9	0.023
UMAP	IUPHAR	GNAI3	3	0.02
UMAP	IUPHAR	GNAI3	8	0.02
UMAP	IUPHAR	GNAI3	24	0.019
UMAP	IUPHAR	GNAI3	7	0.018
UMAP	IUPHAR	GNAI3	10	0.018
UMAP	IUPHAR	GNAI3	11	0.018
UMAP	IUPHAR	GNAI3	12	0.018
UMAP	IUPHAR	GNAI3	13	0.018
UMAP	IUPHAR	GNAI3	17	0.018
UMAP	IUPHAR	GNAI3	19	0.018
UMAP	IUPHAR	GNAI3	21	0.018
UMAP	IUPHAR	GNAI3	2	0.016
UMAP	IUPHAR	GNAI3	16	0.015
UMAP	IUPHAR	GNAI3	18	0.015
UMAP	IUPHAR	GNAI3	20	0.015
UMAP	IUPHAR	GNAI3	26	0.015
UMAP	IUPHAR	GNAI3	4	0.012
UMAP	IUPHAR	GNAI3	14	0.012
UMAP	IUPHAR	GNAI3	29	0.011
UMAP	IUPHAR	GNAI3	15	0.01
UMAP	IUPHAR	GNAI3	22	0.01
UMAP	IUPHAR	GNAI3	23	0.01
UMAP	IUPHAR	GNAI3	27	0.01
UMAP	IUPHAR	GNAI3	32	0.01
UMAP	IUPHAR	GNAI3	31	0.009
UMAP	IUPHAR	GNAI3	25	0.007
UMAP	IUPHAR	GNAI3	30	0.005
UMAP	IUPHAR	GNAI3	33	0.005
UMAP	IUPHAR	GNAI3	6	0.004
UMAP	IUPHAR	GNAI2	0	0.025
UMAP	IUPHAR	GNAI2	28	0.025
UMAP	IUPHAR	GNAI2	1	0.024
UMAP	IUPHAR	GNAI2	5	0.023
UMAP	IUPHAR	GNAI2	9	0.023
UMAP	IUPHAR	GNAI2	3	0.02
UMAP	IUPHAR	GNAI2	8	0.02
UMAP	IUPHAR	GNAI2	24	0.019
UMAP	IUPHAR	GNAI2	7	0.018
UMAP	IUPHAR	GNAI2	10	0.018
UMAP	IUPHAR	GNAI2	11	0.018
UMAP	IUPHAR	GNAI2	12	0.018
UMAP	IUPHAR	GNAI2	13	0.018
UMAP	IUPHAR	GNAI2	17	0.018
UMAP	IUPHAR	GNAI2	19	0.018
UMAP	IUPHAR	GNAI2	21	0.018
UMAP	IUPHAR	GNAI2	2	0.016
UMAP	IUPHAR	GNAI2	16	0.015
UMAP	IUPHAR	GNAI2	18	0.015
UMAP	IUPHAR	GNAI2	20	0.015
UMAP	IUPHAR	GNAI2	26	0.015
UMAP	IUPHAR	GNAI2	4	0.012
UMAP	IUPHAR	GNAI2	14	0.012
UMAP	IUPHAR	GNAI2	29	0.011
UMAP	IUPHAR	GNAI2	15	0.01
UMAP	IUPHAR	GNAI2	22	0.01
UMAP	IUPHAR	GNAI2	23	0.01
UMAP	IUPHAR	GNAI2	27	0.01
UMAP	IUPHAR	GNAI2	32	0.01
UMAP	IUPHAR	GNAI2	31	0.009
UMAP	IUPHAR	GNAI2	25	0.007
UMAP	IUPHAR	GNAI2	30	0.005
UMAP	IUPHAR	GNAI2	33	0.005
UMAP	IUPHAR	GNAI2	6	0.004
UMAP	IUPHAR	GNAI1	0	0.025
UMAP	IUPHAR	GNAI1	28	0.025
UMAP	IUPHAR	GNAI1	1	0.024
UMAP	IUPHAR	GNAI1	5	0.023
UMAP	IUPHAR	GNAI1	9	0.023
UMAP	IUPHAR	GNAI1	3	0.02
UMAP	IUPHAR	GNAI1	8	0.02
UMAP	IUPHAR	GNAI1	24	0.019
UMAP	IUPHAR	GNAI1	7	0.018
UMAP	IUPHAR	GNAI1	10	0.018
UMAP	IUPHAR	GNAI1	11	0.018
UMAP	IUPHAR	GNAI1	12	0.018
UMAP	IUPHAR	GNAI1	13	0.018
