DimR	Assay	G-protein	Layer	Score
tSNE	Shedding	GNAL	22	0.005
tSNE	Shedding	GNAL	0	0.004
tSNE	Shedding	GNAL	4	0.004
tSNE	Shedding	GNAL	23	0.004
tSNE	Shedding	GNAL	26	0.004
tSNE	Shedding	GNAL	2	0.003
tSNE	Shedding	GNAL	16	0.003
tSNE	Shedding	GNAL	21	0.003
tSNE	Shedding	GNAL	30	0.003
tSNE	Shedding	GNAL	7	0.002
tSNE	Shedding	GNAL	9	0.002
tSNE	Shedding	GNAL	28	0.002
tSNE	Shedding	GNAL	31	0.002
tSNE	Shedding	GNAL	1	0.001
tSNE	Shedding	GNAL	6	0.001
tSNE	Shedding	GNAL	13	0.001
tSNE	Shedding	GNAL	17	0.001
tSNE	Shedding	GNAL	20	0.001
tSNE	Shedding	GNAL	24	0.001
tSNE	Shedding	GNAL	27	0.001
tSNE	Shedding	GNAL	5	0.0
tSNE	Shedding	GNAL	10	0.0
tSNE	Shedding	GNAL	12	0.0
tSNE	Shedding	GNAL	14	0.0
tSNE	Shedding	GNAL	15	0.0
tSNE	Shedding	GNAL	25	0.0
tSNE	Shedding	GNAL	29	0.0
tSNE	Shedding	GNAL	32	0.0
tSNE	Shedding	GNAL	33	0.0
tSNE	Shedding	GNAI3	17	0.017
tSNE	Shedding	GNAI3	3	0.015
tSNE	Shedding	GNAI3	4	0.009
tSNE	Shedding	GNAI3	28	0.008
tSNE	Shedding	GNAI3	0	0.006
tSNE	Shedding	GNAI3	10	0.005
tSNE	Shedding	GNAI3	11	0.005
tSNE	Shedding	GNAI3	18	0.005
tSNE	Shedding	GNAI3	2	0.004
tSNE	Shedding	GNAI3	6	0.004
tSNE	Shedding	GNAI3	7	0.004
tSNE	Shedding	GNAI3	9	0.003
tSNE	Shedding	GNAI3	15	0.003
tSNE	Shedding	GNAI3	16	0.003
tSNE	Shedding	GNAI3	20	0.002
tSNE	Shedding	GNAI3	21	0.002
tSNE	Shedding	GNAI3	32	0.002
tSNE	Shedding	GNAI3	1	0.001
tSNE	Shedding	GNAI3	8	0.001
tSNE	Shedding	GNAI3	14	0.001
tSNE	Shedding	GNAI3	27	0.001
tSNE	Shedding	GNAI3	33	0.001
tSNE	Shedding	GNAI3	5	0.0
tSNE	Shedding	GNAI3	12	0.0
tSNE	Shedding	GNAI3	13	0.0
tSNE	Shedding	GNAI3	19	0.0
tSNE	Shedding	GNAI3	22	0.0
tSNE	Shedding	GNAI3	23	0.0
tSNE	Shedding	GNAI3	24	0.0
tSNE	Shedding	GNAI3	25	0.0
tSNE	Shedding	GNAI3	26	0.0
tSNE	Shedding	GNAI3	29	0.0
tSNE	Shedding	GNAI3	30	0.0
tSNE	Shedding	GNAI3	31	0.0
tSNE	Shedding	GNAI1	17	0.022
tSNE	Shedding	GNAI1	11	0.014
tSNE	Shedding	GNAI1	3	0.012
tSNE	Shedding	GNAI1	10	0.007
tSNE	Shedding	GNAI1	18	0.007
tSNE	Shedding	GNAI1	9	0.005
tSNE	Shedding	GNAI1	16	0.005
tSNE	Shedding	GNAI1	28	0.005
tSNE	Shedding	GNAI1	5	0.004
tSNE	Shedding	GNAI1	32	0.004
tSNE	Shedding	GNAI1	4	0.002
tSNE	Shedding	GNAI1	6	0.002
tSNE	Shedding	GNAI1	7	0.002
tSNE	Shedding	GNAI1	27	0.002
tSNE	Shedding	GNAI1	29	0.002
tSNE	Shedding	GNAI1	33	0.002
tSNE	Shedding	GNAI1	0	0.001
tSNE	Shedding	GNAI1	8	0.001
tSNE	Shedding	GNAI1	13	0.001
tSNE	Shedding	GNAI1	19	0.001
tSNE	Shedding	GNAI1	20	0.001
tSNE	Shedding	GNAI1	22	0.001
tSNE	Shedding	GNAI1	24	0.001
tSNE	Shedding	GNAI1	26	0.001
tSNE	Shedding	GNAI1	1	0.0
tSNE	Shedding	GNAI1	2	0.0
tSNE	Shedding	GNAI1	12	0.0
tSNE	Shedding	GNAI1	14	0.0
tSNE	Shedding	GNAI1	15	0.0
tSNE	Shedding	GNAI1	21	0.0
tSNE	Shedding	GNAI1	23	0.0
tSNE	Shedding	GNAI1	25	0.0
tSNE	Shedding	GNAI1	30	0.0
tSNE	Shedding	GNAI1	31	0.0
tSNE	Shedding	GNA15	8	0.011
tSNE	Shedding	GNA15	30	0.011
tSNE	Shedding	GNA15	31	0.01
tSNE	Shedding	GNA15	2	0.007
tSNE	Shedding	GNA15	24	0.007
tSNE	Shedding	GNA15	16	0.006
tSNE	Shedding	GNA15	1	0.005
tSNE	Shedding	GNA15	3	0.005
tSNE	Shedding	GNA15	14	0.005
tSNE	Shedding	GNA15	11	0.004
tSNE	Shedding	GNA15	27	0.004
tSNE	Shedding	GNA15	33	0.004
tSNE	Shedding	GNA15	7	0.003
tSNE	Shedding	GNA15	15	0.003
tSNE	Shedding	GNA15	19	0.003
tSNE	Shedding	GNA15	28	0.002
tSNE	Shedding	GNA15	32	0.002
tSNE	Shedding	GNA15	6	0.001
tSNE	Shedding	GNA15	12	0.001
tSNE	Shedding	GNA15	20	0.001
tSNE	Shedding	GNA15	21	0.001
tSNE	Shedding	GNA15	23	0.001
tSNE	Shedding	GNA15	26	0.001
tSNE	Shedding	GNA15	0	0.0
tSNE	Shedding	GNA15	4	0.0
tSNE	Shedding	GNA15	5	0.0
tSNE	Shedding	GNA15	9	0.0
tSNE	Shedding	GNA15	10	0.0
tSNE	Shedding	GNA15	13	0.0
tSNE	Shedding	GNA15	17	0.0
tSNE	Shedding	GNA15	18	0.0
tSNE	Shedding	GNA15	22	0.0
tSNE	Shedding	GNA15	25	0.0
tSNE	Shedding	GNA15	29	0.0
tSNE	Shedding	GNA14	23	0.02
tSNE	Shedding	GNA14	8	0.018
tSNE	Shedding	GNA14	32	0.013
tSNE	Shedding	GNA14	28	0.012
tSNE	Shedding	GNA14	9	0.011
tSNE	Shedding	GNA14	26	0.009
tSNE	Shedding	GNA14	30	0.008
tSNE	Shedding	GNA14	1	0.007
tSNE	Shedding	GNA14	17	0.007
tSNE	Shedding	GNA14	27	0.007
tSNE	Shedding	GNA14	13	0.005
tSNE	Shedding	GNA14	16	0.004
tSNE	Shedding	GNA14	2	0.003
tSNE	Shedding	GNA14	20	0.003
tSNE	Shedding	GNA14	21	0.003
tSNE	Shedding	GNA14	33	0.003
tSNE	Shedding	GNA14	5	0.002
tSNE	Shedding	GNA14	15	0.002
tSNE	Shedding	GNA14	19	0.002
tSNE	Shedding	GNA14	31	0.002
tSNE	Shedding	GNA14	0	0.001
tSNE	Shedding	GNA14	6	0.001
tSNE	Shedding	GNA14	7	0.001
tSNE	Shedding	GNA14	14	0.001
tSNE	Shedding	GNA14	18	0.001
tSNE	Shedding	GNA14	24	0.001
tSNE	Shedding	GNA14	25	0.001
tSNE	Shedding	GNA14	3	0.0
tSNE	Shedding	GNA14	4	0.0
tSNE	Shedding	GNA14	10	0.0
tSNE	Shedding	GNA14	11	0.0
tSNE	Shedding	GNA14	12	0.0
tSNE	Shedding	GNA14	22	0.0
tSNE	Shedding	GNA14	29	0.0
tSNE	Shedding	GNA13	7	0.054
tSNE	Shedding	GNA13	2	0.029
tSNE	Shedding	GNA13	3	0.027
tSNE	Shedding	GNA13	31	0.027
tSNE	Shedding	GNA13	19	0.018
tSNE	Shedding	GNA13	16	0.015
tSNE	Shedding	GNA13	0	0.013
tSNE	Shedding	GNA13	24	0.012
tSNE	Shedding	GNA13	8	0.01
tSNE	Shedding	GNA13	10	0.009
tSNE	Shedding	GNA13	18	0.009
tSNE	Shedding	GNA13	23	0.009
tSNE	Shedding	GNA13	5	0.008
tSNE	Shedding	GNA13	12	0.008
tSNE	Shedding	GNA13	14	0.008
tSNE	Shedding	GNA13	30	0.008
tSNE	Shedding	GNA13	13	0.007
tSNE	Shedding	GNA13	26	0.007
tSNE	Shedding	GNA13	29	0.007
tSNE	Shedding	GNA13	9	0.005
tSNE	Shedding	GNA13	21	0.004
tSNE	Shedding	GNA13	32	0.004
tSNE	Shedding	GNA13	1	0.002
tSNE	Shedding	GNA13	17	0.002
tSNE	Shedding	GNA13	20	0.002
tSNE	Shedding	GNA13	6	0.001
tSNE	Shedding	GNA13	15	0.001
tSNE	Shedding	GNA13	25	0.001
tSNE	Shedding	GNA13	28	0.001
tSNE	Shedding	GNA13	4	0.0
tSNE	Shedding	GNA13	11	0.0
tSNE	Shedding	GNA13	22	0.0
tSNE	Shedding	GNA13	27	0.0
tSNE	Shedding	GNA13	33	0.0
tSNE	Shedding	GNA12	7	0.04
tSNE	Shedding	GNA12	31	0.031
tSNE	Shedding	GNA12	27	0.027
tSNE	Shedding	GNA12	3	0.023
tSNE	Shedding	GNA12	14	0.023
tSNE	Shedding	GNA12	2	0.019
tSNE	Shedding	GNA12	0	0.018
tSNE	Shedding	GNA12	25	0.014
tSNE	Shedding	GNA12	24	0.01
tSNE	Shedding	GNA12	12	0.009
tSNE	Shedding	GNA12	19	0.008
tSNE	Shedding	GNA12	33	0.008
tSNE	Shedding	GNA12	29	0.006
tSNE	Shedding	GNA12	16	0.004
tSNE	Shedding	GNA12	20	0.004
tSNE	Shedding	GNA12	15	0.003
tSNE	Shedding	GNA12	28	0.003
tSNE	Shedding	GNA12	22	0.002
tSNE	Shedding	GNA12	1	0.001
tSNE	Shedding	GNA12	4	0.001
tSNE	Shedding	GNA12	5	0.001
tSNE	Shedding	GNA12	6	0.001
tSNE	Shedding	GNA12	8	0.001
tSNE	Shedding	GNA12	9	0.001
tSNE	Shedding	GNA12	17	0.001
tSNE	Shedding	GNA12	32	0.001
tSNE	Shedding	GNA12	10	0.0
tSNE	Shedding	GNA12	11	0.0
tSNE	Shedding	GNA12	13	0.0
tSNE	Shedding	GNA12	18	0.0
tSNE	Shedding	GNA12	21	0.0
tSNE	Shedding	GNA12	23	0.0
tSNE	Shedding	GNA12	26	0.0
tSNE	Shedding	GNA12	30	0.0
tSNE	STRING	Barr2-GRK2	25	0.095
tSNE	STRING	Barr2-GRK2	33	0.066
tSNE	STRING	Barr2-GRK2	13	0.061
tSNE	STRING	Barr2-GRK2	3	0.059
tSNE	STRING	Barr2-GRK2	9	0.059
tSNE	STRING	Barr2-GRK2	10	0.057
tSNE	STRING	Barr2-GRK2	18	0.057
tSNE	STRING	Barr2-GRK2	6	0.043
tSNE	STRING	Barr2-GRK2	5	0.037
tSNE	STRING	Barr2-GRK2	24	0.034
tSNE	STRING	Barr2-GRK2	26	0.03
tSNE	STRING	Barr2-GRK2	12	0.026
tSNE	STRING	Barr2-GRK2	30	0.025
tSNE	STRING	Barr2-GRK2	27	0.021
tSNE	STRING	Barr2-GRK2	16	0.012
tSNE	STRING	Barr2-GRK2	22	0.009
tSNE	STRING	Barr2-GRK2	23	0.009
tSNE	STRING	Barr2-GRK2	17	0.006
tSNE	STRING	Barr2-GRK2	19	0.006
tSNE	STRING	Barr2-GRK2	20	0.006
tSNE	STRING	Barr2-GRK2	2	0.004
tSNE	STRING	Barr2-GRK2	8	0.004
tSNE	STRING	Barr2-GRK2	21	0.004
tSNE	STRING	Barr2-GRK2	15	0.003
tSNE	STRING	Barr2-GRK2	4	0.002
tSNE	STRING	Barr2-GRK2	11	0.002
tSNE	STRING	Barr2-GRK2	14	0.002
tSNE	STRING	Barr2-GRK2	32	0.001
tSNE	STRING	Barr2-GRK2	0	0.0
tSNE	STRING	Barr2-GRK2	1	0.0
tSNE	STRING	Barr2-GRK2	7	0.0
tSNE	STRING	Barr2-GRK2	28	0.0
tSNE	STRING	Barr2-GRK2	29	0.0
tSNE	STRING	Barr2-GRK2	31	0.0
tSNE	STRING	Barr2	25	0.095
tSNE	STRING	Barr2	33	0.066
tSNE	STRING	Barr2	13	0.061
tSNE	STRING	Barr2	3	0.059
tSNE	STRING	Barr2	9	0.059
tSNE	STRING	Barr2	10	0.057
tSNE	STRING	Barr2	18	0.057
tSNE	STRING	Barr2	6	0.043
tSNE	STRING	Barr2	5	0.037
tSNE	STRING	Barr2	24	0.034
tSNE	STRING	Barr2	26	0.03
tSNE	STRING	Barr2	12	0.026
tSNE	STRING	Barr2	30	0.025
tSNE	STRING	Barr2	27	0.021
tSNE	STRING	Barr2	16	0.012
tSNE	STRING	Barr2	22	0.009
tSNE	STRING	Barr2	23	0.009
tSNE	STRING	Barr2	17	0.006
tSNE	STRING	Barr2	19	0.006
tSNE	STRING	Barr2	20	0.006
tSNE	STRING	Barr2	2	0.004
tSNE	STRING	Barr2	8	0.004
tSNE	STRING	Barr2	21	0.004
tSNE	STRING	Barr2	15	0.003
tSNE	STRING	Barr2	4	0.002
tSNE	STRING	Barr2	11	0.002
tSNE	STRING	Barr2	14	0.002
tSNE	STRING	Barr2	32	0.001
tSNE	STRING	Barr2	0	0.0
tSNE	STRING	Barr2	1	0.0
tSNE	STRING	Barr2	7	0.0
tSNE	STRING	Barr2	28	0.0
tSNE	STRING	Barr2	29	0.0
tSNE	STRING	Barr2	31	0.0
tSNE	STRING	Barr1-GRK2	5	0.087
tSNE	STRING	Barr1-GRK2	3	0.075
tSNE	STRING	Barr1-GRK2	33	0.05
tSNE	STRING	Barr1-GRK2	4	0.037
tSNE	STRING	Barr1-GRK2	6	0.037
tSNE	STRING	Barr1-GRK2	12	0.028
tSNE	STRING	Barr1-GRK2	13	0.028
tSNE	STRING	Barr1-GRK2	32	0.023
tSNE	STRING	Barr1-GRK2	1	0.021
tSNE	STRING	Barr1-GRK2	9	0.012
tSNE	STRING	Barr1-GRK2	0	0.009
tSNE	STRING	Barr1-GRK2	7	0.009
tSNE	STRING	Barr1-GRK2	22	0.009
tSNE	STRING	Barr1-GRK2	23	0.009
tSNE	STRING	Barr1-GRK2	28	0.009
tSNE	STRING	Barr1-GRK2	18	0.006
tSNE	STRING	Barr1-GRK2	19	0.006
tSNE	STRING	Barr1-GRK2	2	0.004
tSNE	STRING	Barr1-GRK2	8	0.004
tSNE	STRING	Barr1-GRK2	26	0.004
tSNE	STRING	Barr1-GRK2	29	0.004
tSNE	STRING	Barr1-GRK2	15	0.003
tSNE	STRING	Barr1-GRK2	11	0.002
tSNE	STRING	Barr1-GRK2	14	0.002
tSNE	STRING	Barr1-GRK2	16	0.001
tSNE	STRING	Barr1-GRK2	10	0.0
tSNE	STRING	Barr1-GRK2	17	0.0
tSNE	STRING	Barr1-GRK2	20	0.0
tSNE	STRING	Barr1-GRK2	21	0.0
tSNE	STRING	Barr1-GRK2	24	0.0
tSNE	STRING	Barr1-GRK2	25	0.0
tSNE	STRING	Barr1-GRK2	27	0.0
tSNE	STRING	Barr1-GRK2	30	0.0
tSNE	STRING	Barr1-GRK2	31	0.0
tSNE	IUPHAR	GoB	6	0.03
tSNE	IUPHAR	GoB	3	0.028
tSNE	IUPHAR	GoB	4	0.028
tSNE	IUPHAR	GoB	0	0.025
tSNE	IUPHAR	GoB	1	0.023
tSNE	IUPHAR	GoB	5	0.018
tSNE	IUPHAR	GoB	14	0.011
tSNE	IUPHAR	GoB	2	0.01
tSNE	IUPHAR	GoB	12	0.008
tSNE	IUPHAR	GoB	24	0.008
tSNE	IUPHAR	GoB	13	0.007
tSNE	IUPHAR	GoB	15	0.005
tSNE	IUPHAR	GoB	16	0.004
tSNE	IUPHAR	GoB	8	0.003
tSNE	IUPHAR	GoB	10	0.003
tSNE	IUPHAR	GoB	17	0.003
tSNE	IUPHAR	GoB	30	0.003
tSNE	IUPHAR	GoB	19	0.002
tSNE	IUPHAR	GoB	31	0.002
tSNE	IUPHAR	GoB	7	0.001
tSNE	IUPHAR	GoB	9	0.001
tSNE	IUPHAR	GoB	11	0.001
tSNE	IUPHAR	GoB	21	0.001
tSNE	IUPHAR	GoB	25	0.001
tSNE	IUPHAR	GoB	26	0.001
tSNE	IUPHAR	GoB	27	0.001
tSNE	IUPHAR	GoB	28	0.001
tSNE	IUPHAR	GoB	33	0.001
tSNE	IUPHAR	GoB	18	0.0
tSNE	IUPHAR	GoB	20	0.0
tSNE	IUPHAR	GoB	22	0.0
tSNE	IUPHAR	GoB	23	0.0
tSNE	IUPHAR	GoB	29	0.0
tSNE	IUPHAR	GoB	32	0.0
tSNE	IUPHAR	GoA	6	0.03
tSNE	IUPHAR	GoA	3	0.028
tSNE	IUPHAR	GoA	4	0.028
tSNE	IUPHAR	GoA	0	0.025
tSNE	IUPHAR	GoA	1	0.023
tSNE	IUPHAR	GoA	5	0.018
tSNE	IUPHAR	GoA	14	0.011
tSNE	IUPHAR	GoA	2	0.01
tSNE	IUPHAR	GoA	12	0.008
tSNE	IUPHAR	GoA	24	0.008
tSNE	IUPHAR	GoA	13	0.007
tSNE	IUPHAR	GoA	15	0.005
tSNE	IUPHAR	GoA	16	0.004
tSNE	IUPHAR	GoA	8	0.003
tSNE	IUPHAR	GoA	10	0.003
tSNE	IUPHAR	GoA	17	0.003
tSNE	IUPHAR	GoA	30	0.003
tSNE	IUPHAR	GoA	19	0.002
tSNE	IUPHAR	GoA	31	0.002
tSNE	IUPHAR	GoA	7	0.001
tSNE	IUPHAR	GoA	9	0.001
tSNE	IUPHAR	GoA	11	0.001
tSNE	IUPHAR	GoA	21	0.001
tSNE	IUPHAR	GoA	25	0.001
tSNE	IUPHAR	GoA	26	0.001
tSNE	IUPHAR	GoA	27	0.001
tSNE	IUPHAR	GoA	28	0.001
tSNE	IUPHAR	GoA	33	0.001
tSNE	IUPHAR	GoA	18	0.0
tSNE	IUPHAR	GoA	20	0.0
tSNE	IUPHAR	GoA	22	0.0
tSNE	IUPHAR	GoA	23	0.0
tSNE	IUPHAR	GoA	29	0.0
tSNE	IUPHAR	GoA	32	0.0
tSNE	IUPHAR	GNAZ	6	0.03
tSNE	IUPHAR	GNAZ	3	0.028
tSNE	IUPHAR	GNAZ	4	0.028
tSNE	IUPHAR	GNAZ	0	0.025
tSNE	IUPHAR	GNAZ	1	0.023
tSNE	IUPHAR	GNAZ	5	0.018
tSNE	IUPHAR	GNAZ	14	0.011
tSNE	IUPHAR	GNAZ	2	0.01
tSNE	IUPHAR	GNAZ	12	0.008
tSNE	IUPHAR	GNAZ	24	0.008
tSNE	IUPHAR	GNAZ	13	0.007
tSNE	IUPHAR	GNAZ	15	0.005
tSNE	IUPHAR	GNAZ	16	0.004
tSNE	IUPHAR	GNAZ	8	0.003
tSNE	IUPHAR	GNAZ	10	0.003
tSNE	IUPHAR	GNAZ	17	0.003
tSNE	IUPHAR	GNAZ	30	0.003
tSNE	IUPHAR	GNAZ	19	0.002
tSNE	IUPHAR	GNAZ	31	0.002
tSNE	IUPHAR	GNAZ	7	0.001
tSNE	IUPHAR	GNAZ	9	0.001
tSNE	IUPHAR	GNAZ	11	0.001
tSNE	IUPHAR	GNAZ	21	0.001
tSNE	IUPHAR	GNAZ	25	0.001
tSNE	IUPHAR	GNAZ	26	0.001
tSNE	IUPHAR	GNAZ	27	0.001
tSNE	IUPHAR	GNAZ	28	0.001
tSNE	IUPHAR	GNAZ	33	0.001
tSNE	IUPHAR	GNAZ	18	0.0
tSNE	IUPHAR	GNAZ	20	0.0
tSNE	IUPHAR	GNAZ	22	0.0
tSNE	IUPHAR	GNAZ	23	0.0
tSNE	IUPHAR	GNAZ	29	0.0
tSNE	IUPHAR	GNAZ	32	0.0
tSNE	IUPHAR	GNAS	0	0.024
tSNE	IUPHAR	GNAS	1	0.018
tSNE	IUPHAR	GNAS	26	0.01
tSNE	IUPHAR	GNAS	33	0.01
tSNE	IUPHAR	GNAS	22	0.008
tSNE	IUPHAR	GNAS	32	0.007
tSNE	IUPHAR	GNAS	21	0.006
tSNE	IUPHAR	GNAS	15	0.005
tSNE	IUPHAR	GNAS	19	0.004
tSNE	IUPHAR	GNAS	20	0.004
tSNE	IUPHAR	GNAS	23	0.004
tSNE	IUPHAR	GNAS	5	0.003
tSNE	IUPHAR	GNAS	13	0.003
tSNE	IUPHAR	GNAS	17	0.003
tSNE	IUPHAR	GNAS	3	0.002
tSNE	IUPHAR	GNAS	24	0.002
tSNE	IUPHAR	GNAS	27	0.002
tSNE	IUPHAR	GNAS	4	0.001
tSNE	IUPHAR	GNAS	6	0.001
tSNE	IUPHAR	GNAS	7	0.001
tSNE	IUPHAR	GNAS	10	0.001
tSNE	IUPHAR	GNAS	14	0.001
tSNE	IUPHAR	GNAS	25	0.001
tSNE	IUPHAR	GNAS	28	0.001
tSNE	IUPHAR	GNAS	29	0.001
tSNE	IUPHAR	GNAS	30	0.001
tSNE	IUPHAR	GNAS	2	0.0
tSNE	IUPHAR	GNAS	8	0.0
tSNE	IUPHAR	GNAS	9	0.0
tSNE	IUPHAR	GNAS	11	0.0
tSNE	IUPHAR	GNAS	12	0.0
tSNE	IUPHAR	GNAS	16	0.0
tSNE	IUPHAR	GNAS	18	0.0
tSNE	IUPHAR	GNAS	31	0.0
tSNE	IUPHAR	GNAQ	10	0.009
tSNE	IUPHAR	GNAQ	16	0.009
tSNE	IUPHAR	GNAQ	17	0.008
tSNE	IUPHAR	GNAQ	5	0.006
tSNE	IUPHAR	GNAQ	28	0.003
tSNE	IUPHAR	GNAQ	8	0.002
tSNE	IUPHAR	GNAQ	32	0.002
tSNE	IUPHAR	GNAQ	0	0.001
tSNE	IUPHAR	GNAQ	9	0.001
tSNE	IUPHAR	GNAQ	11	0.001
tSNE	IUPHAR	GNAQ	12	0.001
tSNE	IUPHAR	GNAQ	18	0.001
tSNE	IUPHAR	GNAQ	20	0.001
tSNE	IUPHAR	GNAQ	23	0.001
tSNE	IUPHAR	GNAQ	25	0.001
tSNE	IUPHAR	GNAQ	26	0.001
tSNE	IUPHAR	GNAQ	1	0.0
tSNE	IUPHAR	GNAQ	2	0.0
tSNE	IUPHAR	GNAQ	3	0.0
tSNE	IUPHAR	GNAQ	4	0.0
tSNE	IUPHAR	GNAQ	6	0.0
tSNE	IUPHAR	GNAQ	7	0.0
tSNE	IUPHAR	GNAQ	13	0.0
tSNE	IUPHAR	GNAQ	14	0.0
tSNE	IUPHAR	GNAQ	15	0.0
tSNE	IUPHAR	GNAQ	19	0.0
tSNE	IUPHAR	GNAQ	21	0.0
tSNE	IUPHAR	GNAQ	22	0.0
tSNE	IUPHAR	GNAQ	24	0.0
tSNE	IUPHAR	GNAQ	27	0.0
tSNE	IUPHAR	GNAQ	29	0.0
tSNE	IUPHAR	GNAQ	30	0.0
tSNE	IUPHAR	GNAQ	31	0.0
tSNE	IUPHAR	GNAQ	33	0.0
tSNE	IUPHAR	GNAL	0	0.024
tSNE	IUPHAR	GNAL	1	0.018
tSNE	IUPHAR	GNAL	26	0.01
tSNE	IUPHAR	GNAL	33	0.01
tSNE	IUPHAR	GNAL	22	0.008
tSNE	IUPHAR	GNAL	32	0.007
tSNE	IUPHAR	GNAL	21	0.006
tSNE	IUPHAR	GNAL	15	0.005
tSNE	IUPHAR	GNAL	19	0.004
tSNE	IUPHAR	GNAL	20	0.004
tSNE	IUPHAR	GNAL	23	0.004
tSNE	IUPHAR	GNAL	5	0.003
tSNE	IUPHAR	GNAL	13	0.003
tSNE	IUPHAR	GNAL	17	0.003
tSNE	IUPHAR	GNAL	3	0.002
tSNE	IUPHAR	GNAL	24	0.002
tSNE	IUPHAR	GNAL	27	0.002
tSNE	IUPHAR	GNAL	4	0.001
tSNE	IUPHAR	GNAL	6	0.001
tSNE	IUPHAR	GNAL	7	0.001
tSNE	IUPHAR	GNAL	10	0.001
tSNE	IUPHAR	GNAL	14	0.001
tSNE	IUPHAR	GNAL	25	0.001
tSNE	IUPHAR	GNAL	28	0.001
tSNE	IUPHAR	GNAL	29	0.001
tSNE	IUPHAR	GNAL	30	0.001
tSNE	IUPHAR	GNAL	2	0.0
tSNE	IUPHAR	GNAL	8	0.0
tSNE	IUPHAR	GNAL	9	0.0
tSNE	IUPHAR	GNAL	11	0.0
tSNE	IUPHAR	GNAL	12	0.0
tSNE	IUPHAR	GNAL	16	0.0
tSNE	IUPHAR	GNAL	18	0.0
tSNE	IUPHAR	GNAL	31	0.0
tSNE	IUPHAR	GNAI3	6	0.03
tSNE	IUPHAR	GNAI3	3	0.028
tSNE	IUPHAR	GNAI3	4	0.028
tSNE	IUPHAR	GNAI3	0	0.025
tSNE	IUPHAR	GNAI3	1	0.023
tSNE	IUPHAR	GNAI3	5	0.018
tSNE	IUPHAR	GNAI3	14	0.011
tSNE	IUPHAR	GNAI3	2	0.01
tSNE	IUPHAR	GNAI3	12	0.008
tSNE	IUPHAR	GNAI3	24	0.008
tSNE	IUPHAR	GNAI3	13	0.007
tSNE	IUPHAR	GNAI3	15	0.005
tSNE	IUPHAR	GNAI3	16	0.004
tSNE	IUPHAR	GNAI3	8	0.003
tSNE	IUPHAR	GNAI3	10	0.003
tSNE	IUPHAR	GNAI3	17	0.003
tSNE	IUPHAR	GNAI3	30	0.003
tSNE	IUPHAR	GNAI3	19	0.002
tSNE	IUPHAR	GNAI3	31	0.002
tSNE	IUPHAR	GNAI3	7	0.001
tSNE	IUPHAR	GNAI3	9	0.001
tSNE	IUPHAR	GNAI3	11	0.001
tSNE	IUPHAR	GNAI3	21	0.001
tSNE	IUPHAR	GNAI3	25	0.001
tSNE	IUPHAR	GNAI3	26	0.001
tSNE	IUPHAR	GNAI3	27	0.001
tSNE	IUPHAR	GNAI3	28	0.001
tSNE	IUPHAR	GNAI3	33	0.001
tSNE	IUPHAR	GNAI3	18	0.0
tSNE	IUPHAR	GNAI3	20	0.0
tSNE	IUPHAR	GNAI3	22	0.0
tSNE	IUPHAR	GNAI3	23	0.0
tSNE	IUPHAR	GNAI3	29	0.0
tSNE	IUPHAR	GNAI3	32	0.0
tSNE	IUPHAR	GNAI2	6	0.03
tSNE	IUPHAR	GNAI2	3	0.028
tSNE	IUPHAR	GNAI2	4	0.028
tSNE	IUPHAR	GNAI2	0	0.025
tSNE	IUPHAR	GNAI2	1	0.023
tSNE	IUPHAR	GNAI2	5	0.018
tSNE	IUPHAR	GNAI2	14	0.011
tSNE	IUPHAR	GNAI2	2	0.01
tSNE	IUPHAR	GNAI2	12	0.008
tSNE	IUPHAR	GNAI2	24	0.008
tSNE	IUPHAR	GNAI2	13	0.007
tSNE	IUPHAR	GNAI2	15	0.005
tSNE	IUPHAR	GNAI2	16	0.004
tSNE	IUPHAR	GNAI2	8	0.003
tSNE	IUPHAR	GNAI2	10	0.003
tSNE	IUPHAR	GNAI2	17	0.003
tSNE	IUPHAR	GNAI2	30	0.003
tSNE	IUPHAR	GNAI2	19	0.002
tSNE	IUPHAR	GNAI2	31	0.002
tSNE	IUPHAR	GNAI2	7	0.001
tSNE	IUPHAR	GNAI2	9	0.001
tSNE	IUPHAR	GNAI2	11	0.001
tSNE	IUPHAR	GNAI2	21	0.001
tSNE	IUPHAR	GNAI2	25	0.001
tSNE	IUPHAR	GNAI2	26	0.001
tSNE	IUPHAR	GNAI2	27	0.001
tSNE	IUPHAR	GNAI2	28	0.001
tSNE	IUPHAR	GNAI2	33	0.001
tSNE	IUPHAR	GNAI2	18	0.0
tSNE	IUPHAR	GNAI2	20	0.0
tSNE	IUPHAR	GNAI2	22	0.0
tSNE	IUPHAR	GNAI2	23	0.0
tSNE	IUPHAR	GNAI2	29	0.0
tSNE	IUPHAR	GNAI2	32	0.0
tSNE	IUPHAR	GNAI1	6	0.03
tSNE	IUPHAR	GNAI1	3	0.028
tSNE	IUPHAR	GNAI1	4	0.028
tSNE	IUPHAR	GNAI1	0	0.025
tSNE	IUPHAR	GNAI1	1	0.023
tSNE	IUPHAR	GNAI1	5	0.018
tSNE	IUPHAR	GNAI1	14	0.011
tSNE	IUPHAR	GNAI1	2	0.01
tSNE	IUPHAR	GNAI1	12	0.008
tSNE	IUPHAR	GNAI1	24	0.008
tSNE	IUPHAR	GNAI1	13	0.007
tSNE	IUPHAR	GNAI1	15	0.005
tSNE	IUPHAR	GNAI1	16	0.004
