DimR	Assay	G-protein	Layer	Score
PCA	Shedding	GNAI3	7	0.033
PCA	Shedding	GNAI3	6	0.031
PCA	Shedding	GNAI3	12	0.031
PCA	Shedding	GNAI3	11	0.027
PCA	Shedding	GNAI3	15	0.027
PCA	Shedding	GNAI3	20	0.027
PCA	Shedding	GNAI3	8	0.02
PCA	Shedding	GNAI3	21	0.019
PCA	Shedding	GNAI3	18	0.017
PCA	Shedding	GNAI3	16	0.015
PCA	Shedding	GNAI3	10	0.013
PCA	Shedding	GNAI3	17	0.013
PCA	Shedding	GNAI3	9	0.008
PCA	Shedding	GNAI3	23	0.007
PCA	Shedding	GNAI3	0	0.006
PCA	Shedding	GNAI3	29	0.006
PCA	Shedding	GNAI3	31	0.005
PCA	Shedding	GNAI3	24	0.004
PCA	Shedding	GNAI3	25	0.003
PCA	Shedding	GNAI3	28	0.003
PCA	Shedding	GNAI3	32	0.003
PCA	Shedding	GNAI3	5	0.002
PCA	Shedding	GNAI3	19	0.002
PCA	Shedding	GNAI3	2	0.001
PCA	Shedding	GNAI3	4	0.001
PCA	Shedding	GNAI3	26	0.001
PCA	Shedding	GNAI3	27	0.001
PCA	Shedding	GNAI3	30	0.001
PCA	Shedding	GNAI3	1	0.0
PCA	Shedding	GNAI3	3	0.0
PCA	Shedding	GNAI3	22	0.0
PCA	Shedding	GNAI3	33	0.0
PCA	Shedding	GNAI1	15	0.054
PCA	Shedding	GNAI1	20	0.054
PCA	Shedding	GNAI1	21	0.05
PCA	Shedding	GNAI1	13	0.046
PCA	Shedding	GNAI1	14	0.04
PCA	Shedding	GNAI1	10	0.038
PCA	Shedding	GNAI1	7	0.037
PCA	Shedding	GNAI1	18	0.037
PCA	Shedding	GNAI1	12	0.035
PCA	Shedding	GNAI1	17	0.031
PCA	Shedding	GNAI1	11	0.03
PCA	Shedding	GNAI1	9	0.029
PCA	Shedding	GNAI1	3	0.026
PCA	Shedding	GNAI1	6	0.025
PCA	Shedding	GNAI1	8	0.022
PCA	Shedding	GNAI1	16	0.017
PCA	Shedding	GNAI1	4	0.013
PCA	Shedding	GNAI1	2	0.011
PCA	Shedding	GNAI1	23	0.011
PCA	Shedding	GNAI1	29	0.01
PCA	Shedding	GNAI1	24	0.006
PCA	Shedding	GNAI1	28	0.006
PCA	Shedding	GNAI1	25	0.005
PCA	Shedding	GNAI1	19	0.004
PCA	Shedding	GNAI1	31	0.004
PCA	Shedding	GNAI1	27	0.003
PCA	Shedding	GNAI1	26	0.002
PCA	Shedding	GNAI1	30	0.002
PCA	Shedding	GNAI1	32	0.002
PCA	Shedding	GNAI1	0	0.001
PCA	Shedding	GNAI1	5	0.001
PCA	Shedding	GNAI1	33	0.001
PCA	Shedding	GNAI1	1	0.0
PCA	Shedding	GNAI1	22	0.0
PCA	Shedding	GNA15	2	0.024
PCA	Shedding	GNA15	1	0.009
PCA	Shedding	GNA15	33	0.006
PCA	Shedding	GNA15	3	0.005
PCA	Shedding	GNA15	22	0.005
PCA	Shedding	GNA15	8	0.004
PCA	Shedding	GNA15	10	0.004
PCA	Shedding	GNA15	18	0.004
PCA	Shedding	GNA15	5	0.003
PCA	Shedding	GNA15	23	0.003
PCA	Shedding	GNA15	9	0.002
PCA	Shedding	GNA15	11	0.002
PCA	Shedding	GNA15	15	0.002
PCA	Shedding	GNA15	17	0.002
PCA	Shedding	GNA15	20	0.002
PCA	Shedding	GNA15	31	0.002
PCA	Shedding	GNA15	0	0.001
PCA	Shedding	GNA15	4	0.001
PCA	Shedding	GNA15	12	0.001
PCA	Shedding	GNA15	24	0.001
PCA	Shedding	GNA15	27	0.001
PCA	Shedding	GNA15	28	0.001
PCA	Shedding	GNA15	29	0.001
PCA	Shedding	GNA15	6	0.0
PCA	Shedding	GNA15	7	0.0
PCA	Shedding	GNA15	13	0.0
PCA	Shedding	GNA15	14	0.0
PCA	Shedding	GNA15	16	0.0
PCA	Shedding	GNA15	19	0.0
PCA	Shedding	GNA15	21	0.0
PCA	Shedding	GNA15	25	0.0
PCA	Shedding	GNA15	26	0.0
PCA	Shedding	GNA15	30	0.0
PCA	Shedding	GNA15	32	0.0
PCA	Shedding	GNA14	12	0.016
PCA	Shedding	GNA14	18	0.015
PCA	Shedding	GNA14	14	0.013
PCA	Shedding	GNA14	22	0.011
PCA	Shedding	GNA14	11	0.01
PCA	Shedding	GNA14	13	0.01
PCA	Shedding	GNA14	3	0.009
PCA	Shedding	GNA14	1	0.008
PCA	Shedding	GNA14	15	0.008
PCA	Shedding	GNA14	17	0.008
PCA	Shedding	GNA14	20	0.008
PCA	Shedding	GNA14	2	0.006
PCA	Shedding	GNA14	10	0.006
PCA	Shedding	GNA14	5	0.005
PCA	Shedding	GNA14	4	0.004
PCA	Shedding	GNA14	19	0.004
PCA	Shedding	GNA14	27	0.004
PCA	Shedding	GNA14	7	0.003
PCA	Shedding	GNA14	8	0.003
PCA	Shedding	GNA14	25	0.003
PCA	Shedding	GNA14	28	0.003
PCA	Shedding	GNA14	30	0.003
PCA	Shedding	GNA14	16	0.002
PCA	Shedding	GNA14	32	0.002
PCA	Shedding	GNA14	0	0.001
PCA	Shedding	GNA14	6	0.001
PCA	Shedding	GNA14	9	0.001
PCA	Shedding	GNA14	26	0.001
PCA	Shedding	GNA14	21	0.0
PCA	Shedding	GNA14	23	0.0
PCA	Shedding	GNA14	24	0.0
PCA	Shedding	GNA14	29	0.0
PCA	Shedding	GNA14	31	0.0
PCA	Shedding	GNA14	33	0.0
PCA	Shedding	GNA13	2	0.016
PCA	Shedding	GNA13	3	0.011
PCA	Shedding	GNA13	18	0.01
PCA	Shedding	GNA13	0	0.009
PCA	Shedding	GNA13	24	0.007
PCA	Shedding	GNA13	15	0.005
PCA	Shedding	GNA13	20	0.005
PCA	Shedding	GNA13	22	0.005
PCA	Shedding	GNA13	23	0.005
PCA	Shedding	GNA13	10	0.004
PCA	Shedding	GNA13	12	0.004
PCA	Shedding	GNA13	16	0.004
PCA	Shedding	GNA13	17	0.004
PCA	Shedding	GNA13	1	0.003
PCA	Shedding	GNA13	4	0.003
PCA	Shedding	GNA13	8	0.003
PCA	Shedding	GNA13	25	0.003
PCA	Shedding	GNA13	14	0.002
PCA	Shedding	GNA13	11	0.001
PCA	Shedding	GNA13	13	0.001
PCA	Shedding	GNA13	21	0.001
PCA	Shedding	GNA13	30	0.001
PCA	Shedding	GNA13	33	0.001
PCA	Shedding	GNA13	5	0.0
PCA	Shedding	GNA13	6	0.0
PCA	Shedding	GNA13	7	0.0
PCA	Shedding	GNA13	9	0.0
PCA	Shedding	GNA13	19	0.0
PCA	Shedding	GNA13	26	0.0
PCA	Shedding	GNA13	27	0.0
PCA	Shedding	GNA13	28	0.0
PCA	Shedding	GNA13	29	0.0
PCA	Shedding	GNA13	31	0.0
PCA	Shedding	GNA13	32	0.0
PCA	Shedding	GNA12	12	0.034
PCA	Shedding	GNA12	8	0.032
PCA	Shedding	GNA12	14	0.029
PCA	Shedding	GNA12	13	0.025
PCA	Shedding	GNA12	11	0.024
PCA	Shedding	GNA12	2	0.021
PCA	Shedding	GNA12	7	0.02
PCA	Shedding	GNA12	0	0.019
PCA	Shedding	GNA12	18	0.018
PCA	Shedding	GNA12	15	0.011
PCA	Shedding	GNA12	20	0.011
PCA	Shedding	GNA12	24	0.011
PCA	Shedding	GNA12	16	0.01
PCA	Shedding	GNA12	17	0.01
PCA	Shedding	GNA12	10	0.007
PCA	Shedding	GNA12	1	0.005
PCA	Shedding	GNA12	3	0.005
PCA	Shedding	GNA12	23	0.005
PCA	Shedding	GNA12	19	0.004
PCA	Shedding	GNA12	21	0.004
PCA	Shedding	GNA12	33	0.004
PCA	Shedding	GNA12	4	0.002
PCA	Shedding	GNA12	9	0.002
PCA	Shedding	GNA12	25	0.002
PCA	Shedding	GNA12	27	0.002
PCA	Shedding	GNA12	30	0.002
PCA	Shedding	GNA12	6	0.001
PCA	Shedding	GNA12	26	0.001
PCA	Shedding	GNA12	28	0.001
PCA	Shedding	GNA12	32	0.001
PCA	Shedding	GNA12	5	0.0
PCA	Shedding	GNA12	22	0.0
PCA	Shedding	GNA12	29	0.0
PCA	Shedding	GNA12	31	0.0
PCA	STRING	Barr2-GRK2	29	0.05
PCA	STRING	Barr2-GRK2	31	0.05
PCA	STRING	Barr2-GRK2	32	0.05
PCA	STRING	Barr2-GRK2	7	0.04
PCA	STRING	Barr2-GRK2	30	0.037
PCA	STRING	Barr2-GRK2	26	0.034
PCA	STRING	Barr2-GRK2	27	0.034
PCA	STRING	Barr2-GRK2	28	0.034
PCA	STRING	Barr2-GRK2	5	0.032
PCA	STRING	Barr2-GRK2	4	0.031
PCA	STRING	Barr2-GRK2	25	0.025
PCA	STRING	Barr2-GRK2	2	0.02
PCA	STRING	Barr2-GRK2	23	0.006
PCA	STRING	Barr2-GRK2	8	0.005
PCA	STRING	Barr2-GRK2	15	0.004
PCA	STRING	Barr2-GRK2	16	0.004
PCA	STRING	Barr2-GRK2	17	0.004
PCA	STRING	Barr2-GRK2	18	0.004
PCA	STRING	Barr2-GRK2	19	0.004
PCA	STRING	Barr2-GRK2	20	0.004
PCA	STRING	Barr2-GRK2	21	0.004
PCA	STRING	Barr2-GRK2	22	0.004
PCA	STRING	Barr2-GRK2	1	0.002
PCA	STRING	Barr2-GRK2	9	0.002
PCA	STRING	Barr2-GRK2	24	0.002
PCA	STRING	Barr2-GRK2	3	0.001
PCA	STRING	Barr2-GRK2	11	0.001
PCA	STRING	Barr2-GRK2	12	0.001
PCA	STRING	Barr2-GRK2	13	0.001
PCA	STRING	Barr2-GRK2	14	0.001
PCA	STRING	Barr2-GRK2	33	0.001
PCA	STRING	Barr2-GRK2	0	0.0
PCA	STRING	Barr2-GRK2	6	0.0
PCA	STRING	Barr2-GRK2	10	0.0
PCA	STRING	Barr2	29	0.05
PCA	STRING	Barr2	31	0.05
PCA	STRING	Barr2	32	0.05
PCA	STRING	Barr2	7	0.04
PCA	STRING	Barr2	30	0.037
PCA	STRING	Barr2	26	0.034
PCA	STRING	Barr2	27	0.034
PCA	STRING	Barr2	28	0.034
PCA	STRING	Barr2	5	0.032
PCA	STRING	Barr2	4	0.031
PCA	STRING	Barr2	25	0.025
PCA	STRING	Barr2	2	0.02
PCA	STRING	Barr2	23	0.006
PCA	STRING	Barr2	8	0.005
PCA	STRING	Barr2	15	0.004
PCA	STRING	Barr2	16	0.004
PCA	STRING	Barr2	17	0.004
PCA	STRING	Barr2	18	0.004
PCA	STRING	Barr2	19	0.004
PCA	STRING	Barr2	20	0.004
PCA	STRING	Barr2	21	0.004
PCA	STRING	Barr2	22	0.004
PCA	STRING	Barr2	1	0.002
PCA	STRING	Barr2	9	0.002
PCA	STRING	Barr2	24	0.002
PCA	STRING	Barr2	3	0.001
PCA	STRING	Barr2	11	0.001
PCA	STRING	Barr2	12	0.001
PCA	STRING	Barr2	13	0.001
PCA	STRING	Barr2	14	0.001
PCA	STRING	Barr2	33	0.001
PCA	STRING	Barr2	0	0.0
PCA	STRING	Barr2	6	0.0
PCA	STRING	Barr2	10	0.0
PCA	STRING	Barr1-GRK2	4	0.053
PCA	STRING	Barr1-GRK2	7	0.04
PCA	STRING	Barr1-GRK2	29	0.032
PCA	STRING	Barr1-GRK2	31	0.032
PCA	STRING	Barr1-GRK2	32	0.032
PCA	STRING	Barr1-GRK2	30	0.017
PCA	STRING	Barr1-GRK2	33	0.012
PCA	STRING	Barr1-GRK2	0	0.01
PCA	STRING	Barr1-GRK2	5	0.01
PCA	STRING	Barr1-GRK2	22	0.009
PCA	STRING	Barr1-GRK2	23	0.006
PCA	STRING	Barr1-GRK2	25	0.006
PCA	STRING	Barr1-GRK2	15	0.005
PCA	STRING	Barr1-GRK2	16	0.005
PCA	STRING	Barr1-GRK2	17	0.005
PCA	STRING	Barr1-GRK2	18	0.005
PCA	STRING	Barr1-GRK2	19	0.005
PCA	STRING	Barr1-GRK2	20	0.005
PCA	STRING	Barr1-GRK2	21	0.005
PCA	STRING	Barr1-GRK2	26	0.005
PCA	STRING	Barr1-GRK2	27	0.005
PCA	STRING	Barr1-GRK2	28	0.005
PCA	STRING	Barr1-GRK2	3	0.004
PCA	STRING	Barr1-GRK2	1	0.002
PCA	STRING	Barr1-GRK2	9	0.002
PCA	STRING	Barr1-GRK2	8	0.001
PCA	STRING	Barr1-GRK2	11	0.001
PCA	STRING	Barr1-GRK2	12	0.001
PCA	STRING	Barr1-GRK2	13	0.001
PCA	STRING	Barr1-GRK2	14	0.001
PCA	STRING	Barr1-GRK2	24	0.001
PCA	STRING	Barr1-GRK2	2	0.0
PCA	STRING	Barr1-GRK2	6	0.0
PCA	STRING	Barr1-GRK2	10	0.0
PCA	IUPHAR	GoB	22	0.053
PCA	IUPHAR	GoB	16	0.038
PCA	IUPHAR	GoB	19	0.037
PCA	IUPHAR	GoB	21	0.036
PCA	IUPHAR	GoB	18	0.035
PCA	IUPHAR	GoB	2	0.033
PCA	IUPHAR	GoB	17	0.032
PCA	IUPHAR	GoB	20	0.032
PCA	IUPHAR	GoB	23	0.03
PCA	IUPHAR	GoB	25	0.03
PCA	IUPHAR	GoB	0	0.028
PCA	IUPHAR	GoB	11	0.026
PCA	IUPHAR	GoB	13	0.026
PCA	IUPHAR	GoB	15	0.026
PCA	IUPHAR	GoB	26	0.024
PCA	IUPHAR	GoB	12	0.023
PCA	IUPHAR	GoB	14	0.023
PCA	IUPHAR	GoB	27	0.022
PCA	IUPHAR	GoB	8	0.021
PCA	IUPHAR	GoB	30	0.021
PCA	IUPHAR	GoB	28	0.018
PCA	IUPHAR	GoB	7	0.017
PCA	IUPHAR	GoB	9	0.015
PCA	IUPHAR	GoB	29	0.013
PCA	IUPHAR	GoB	10	0.012
PCA	IUPHAR	GoB	24	0.012
PCA	IUPHAR	GoB	5	0.011
PCA	IUPHAR	GoB	6	0.011
PCA	IUPHAR	GoB	32	0.009
PCA	IUPHAR	GoB	31	0.007
PCA	IUPHAR	GoB	33	0.007
PCA	IUPHAR	GoB	3	0.003
PCA	IUPHAR	GoB	1	0.0
PCA	IUPHAR	GoB	4	0.0
PCA	IUPHAR	GoA	22	0.053
PCA	IUPHAR	GoA	16	0.038
PCA	IUPHAR	GoA	19	0.037
PCA	IUPHAR	GoA	21	0.036
PCA	IUPHAR	GoA	18	0.035
PCA	IUPHAR	GoA	2	0.033
PCA	IUPHAR	GoA	17	0.032
PCA	IUPHAR	GoA	20	0.032
PCA	IUPHAR	GoA	23	0.03
PCA	IUPHAR	GoA	25	0.03
PCA	IUPHAR	GoA	0	0.028
PCA	IUPHAR	GoA	11	0.026
PCA	IUPHAR	GoA	13	0.026
PCA	IUPHAR	GoA	15	0.026
PCA	IUPHAR	GoA	26	0.024
PCA	IUPHAR	GoA	12	0.023
PCA	IUPHAR	GoA	14	0.023
PCA	IUPHAR	GoA	27	0.022
PCA	IUPHAR	GoA	8	0.021
PCA	IUPHAR	GoA	30	0.021
PCA	IUPHAR	GoA	28	0.018
PCA	IUPHAR	GoA	7	0.017
PCA	IUPHAR	GoA	9	0.015
PCA	IUPHAR	GoA	29	0.013
PCA	IUPHAR	GoA	10	0.012
PCA	IUPHAR	GoA	24	0.012
PCA	IUPHAR	GoA	5	0.011
PCA	IUPHAR	GoA	6	0.011
PCA	IUPHAR	GoA	32	0.009
PCA	IUPHAR	GoA	31	0.007
PCA	IUPHAR	GoA	33	0.007
PCA	IUPHAR	GoA	3	0.003
PCA	IUPHAR	GoA	1	0.0
PCA	IUPHAR	GoA	4	0.0
PCA	IUPHAR	GNAZ	22	0.053
PCA	IUPHAR	GNAZ	16	0.038
PCA	IUPHAR	GNAZ	19	0.037
PCA	IUPHAR	GNAZ	21	0.036
PCA	IUPHAR	GNAZ	18	0.035
PCA	IUPHAR	GNAZ	2	0.033
PCA	IUPHAR	GNAZ	17	0.032
PCA	IUPHAR	GNAZ	20	0.032
PCA	IUPHAR	GNAZ	23	0.03
PCA	IUPHAR	GNAZ	25	0.03
PCA	IUPHAR	GNAZ	0	0.028
PCA	IUPHAR	GNAZ	11	0.026
PCA	IUPHAR	GNAZ	13	0.026
PCA	IUPHAR	GNAZ	15	0.026
PCA	IUPHAR	GNAZ	26	0.024
PCA	IUPHAR	GNAZ	12	0.023
PCA	IUPHAR	GNAZ	14	0.023
PCA	IUPHAR	GNAZ	27	0.022
PCA	IUPHAR	GNAZ	8	0.021
PCA	IUPHAR	GNAZ	30	0.021
PCA	IUPHAR	GNAZ	28	0.018
PCA	IUPHAR	GNAZ	7	0.017
PCA	IUPHAR	GNAZ	9	0.015
PCA	IUPHAR	GNAZ	29	0.013
PCA	IUPHAR	GNAZ	10	0.012
PCA	IUPHAR	GNAZ	24	0.012
PCA	IUPHAR	GNAZ	5	0.011
PCA	IUPHAR	GNAZ	6	0.011
PCA	IUPHAR	GNAZ	32	0.009
PCA	IUPHAR	GNAZ	31	0.007
PCA	IUPHAR	GNAZ	33	0.007
PCA	IUPHAR	GNAZ	3	0.003
PCA	IUPHAR	GNAZ	1	0.0
PCA	IUPHAR	GNAZ	4	0.0
PCA	IUPHAR	GNAS	0	0.015
PCA	IUPHAR	GNAS	1	0.01
PCA	IUPHAR	GNAS	2	0.006
PCA	IUPHAR	GNAS	8	0.006
PCA	IUPHAR	GNAS	12	0.006
PCA	IUPHAR	GNAS	14	0.006
PCA	IUPHAR	GNAS	13	0.005
PCA	IUPHAR	GNAS	20	0.005
PCA	IUPHAR	GNAS	27	0.005
PCA	IUPHAR	GNAS	7	0.004
PCA	IUPHAR	GNAS	10	0.004
PCA	IUPHAR	GNAS	11	0.004
PCA	IUPHAR	GNAS	19	0.004
PCA	IUPHAR	GNAS	26	0.004
PCA	IUPHAR	GNAS	29	0.004
PCA	IUPHAR	GNAS	30	0.004
PCA	IUPHAR	GNAS	5	0.003
PCA	IUPHAR	GNAS	9	0.003
PCA	IUPHAR	GNAS	18	0.003
PCA	IUPHAR	GNAS	22	0.003
PCA	IUPHAR	GNAS	28	0.003
PCA	IUPHAR	GNAS	32	0.003
PCA	IUPHAR	GNAS	31	0.002
PCA	IUPHAR	GNAS	23	0.001
PCA	IUPHAR	GNAS	24	0.001
PCA	IUPHAR	GNAS	25	0.001
PCA	IUPHAR	GNAS	3	0.0
PCA	IUPHAR	GNAS	4	0.0
PCA	IUPHAR	GNAS	6	0.0
PCA	IUPHAR	GNAS	15	0.0
PCA	IUPHAR	GNAS	16	0.0
PCA	IUPHAR	GNAS	17	0.0
PCA	IUPHAR	GNAS	21	0.0
PCA	IUPHAR	GNAS	33	0.0
PCA	IUPHAR	GNAQ	3	0.011
PCA	IUPHAR	GNAQ	18	0.007
PCA	IUPHAR	GNAQ	4	0.006
PCA	IUPHAR	GNAQ	2	0.005
PCA	IUPHAR	GNAQ	17	0.004
PCA	IUPHAR	GNAQ	19	0.004
PCA	IUPHAR	GNAQ	16	0.003
PCA	IUPHAR	GNAQ	5	0.002
PCA	IUPHAR	GNAQ	20	0.002
PCA	IUPHAR	GNAQ	31	0.002
PCA	IUPHAR	GNAQ	32	0.002
PCA	IUPHAR	GNAQ	0	0.001
PCA	IUPHAR	GNAQ	6	0.001
PCA	IUPHAR	GNAQ	8	0.001
PCA	IUPHAR	GNAQ	9	0.001
PCA	IUPHAR	GNAQ	15	0.001
PCA	IUPHAR	GNAQ	21	0.001
PCA	IUPHAR	GNAQ	22	0.001
PCA	IUPHAR	GNAQ	29	0.001
PCA	IUPHAR	GNAQ	1	0.0
PCA	IUPHAR	GNAQ	7	0.0
PCA	IUPHAR	GNAQ	10	0.0
PCA	IUPHAR	GNAQ	11	0.0
PCA	IUPHAR	GNAQ	12	0.0
PCA	IUPHAR	GNAQ	13	0.0
PCA	IUPHAR	GNAQ	14	0.0
PCA	IUPHAR	GNAQ	23	0.0
PCA	IUPHAR	GNAQ	24	0.0
PCA	IUPHAR	GNAQ	25	0.0
PCA	IUPHAR	GNAQ	26	0.0
PCA	IUPHAR	GNAQ	27	0.0
PCA	IUPHAR	GNAQ	28	0.0
PCA	IUPHAR	GNAQ	30	0.0
PCA	IUPHAR	GNAQ	33	0.0
PCA	IUPHAR	GNAL	0	0.015
PCA	IUPHAR	GNAL	1	0.01
PCA	IUPHAR	GNAL	2	0.006
PCA	IUPHAR	GNAL	8	0.006
PCA	IUPHAR	GNAL	12	0.006
PCA	IUPHAR	GNAL	14	0.006
PCA	IUPHAR	GNAL	13	0.005
PCA	IUPHAR	GNAL	20	0.005
PCA	IUPHAR	GNAL	27	0.005
PCA	IUPHAR	GNAL	7	0.004
PCA	IUPHAR	GNAL	10	0.004
PCA	IUPHAR	GNAL	11	0.004
PCA	IUPHAR	GNAL	19	0.004
PCA	IUPHAR	GNAL	26	0.004
PCA	IUPHAR	GNAL	29	0.004
PCA	IUPHAR	GNAL	30	0.004
PCA	IUPHAR	GNAL	5	0.003
PCA	IUPHAR	GNAL	9	0.003
PCA	IUPHAR	GNAL	18	0.003
PCA	IUPHAR	GNAL	22	0.003
PCA	IUPHAR	GNAL	28	0.003
PCA	IUPHAR	GNAL	32	0.003
PCA	IUPHAR	GNAL	31	0.002
PCA	IUPHAR	GNAL	23	0.001
PCA	IUPHAR	GNAL	24	0.001
PCA	IUPHAR	GNAL	25	0.001
PCA	IUPHAR	GNAL	3	0.0
PCA	IUPHAR	GNAL	4	0.0
PCA	IUPHAR	GNAL	6	0.0
PCA	IUPHAR	GNAL	15	0.0
PCA	IUPHAR	GNAL	16	0.0
PCA	IUPHAR	GNAL	17	0.0
PCA	IUPHAR	GNAL	21	0.0
PCA	IUPHAR	GNAL	33	0.0
PCA	IUPHAR	GNAI3	22	0.053
PCA	IUPHAR	GNAI3	16	0.038
PCA	IUPHAR	GNAI3	19	0.037
PCA	IUPHAR	GNAI3	21	0.036
PCA	IUPHAR	GNAI3	18	0.035
PCA	IUPHAR	GNAI3	2	0.033
PCA	IUPHAR	GNAI3	17	0.032
PCA	IUPHAR	GNAI3	20	0.032
PCA	IUPHAR	GNAI3	23	0.03
PCA	IUPHAR	GNAI3	25	0.03
PCA	IUPHAR	GNAI3	0	0.028
PCA	IUPHAR	GNAI3	11	0.026
PCA	IUPHAR	GNAI3	13	0.026
PCA	IUPHAR	GNAI3	15	0.026
PCA	IUPHAR	GNAI3	26	0.024
PCA	IUPHAR	GNAI3	12	0.023
PCA	IUPHAR	GNAI3	14	0.023
PCA	IUPHAR	GNAI3	27	0.022
PCA	IUPHAR	GNAI3	8	0.021
PCA	IUPHAR	GNAI3	30	0.021
PCA	IUPHAR	GNAI3	28	0.018
PCA	IUPHAR	GNAI3	7	0.017
PCA	IUPHAR	GNAI3	9	0.015
PCA	IUPHAR	GNAI3	29	0.013
PCA	IUPHAR	GNAI3	10	0.012
PCA	IUPHAR	GNAI3	24	0.012
PCA	IUPHAR	GNAI3	5	0.011
PCA	IUPHAR	GNAI3	6	0.011
PCA	IUPHAR	GNAI3	32	0.009
PCA	IUPHAR	GNAI3	31	0.007
PCA	IUPHAR	GNAI3	33	0.007
PCA	IUPHAR	GNAI3	3	0.003
PCA	IUPHAR	GNAI3	1	0.0
PCA	IUPHAR	GNAI3	4	0.0
PCA	IUPHAR	GNAI2	22	0.053
PCA	IUPHAR	GNAI2	16	0.038
PCA	IUPHAR	GNAI2	19	0.037
PCA	IUPHAR	GNAI2	21	0.036
PCA	IUPHAR	GNAI2	18	0.035
PCA	IUPHAR	GNAI2	2	0.033
PCA	IUPHAR	GNAI2	17	0.032
PCA	IUPHAR	GNAI2	20	0.032
PCA	IUPHAR	GNAI2	23	0.03
PCA	IUPHAR	GNAI2	25	0.03
PCA	IUPHAR	GNAI2	0	0.028
PCA	IUPHAR	GNAI2	11	0.026
PCA	IUPHAR	GNAI2	13	0.026
PCA	IUPHAR	GNAI2	15	0.026
PCA	IUPHAR	GNAI2	26	0.024
PCA	IUPHAR	GNAI2	12	0.023
PCA	IUPHAR	GNAI2	14	0.023
PCA	IUPHAR	GNAI2	27	0.022
PCA	IUPHAR	GNAI2	8	0.021
PCA	IUPHAR	GNAI2	30	0.021
PCA	IUPHAR	GNAI2	28	0.018
PCA	IUPHAR	GNAI2	7	0.017
PCA	IUPHAR	GNAI2	9	0.015
PCA	IUPHAR	GNAI2	29	0.013
PCA	IUPHAR	GNAI2	10	0.012
PCA	IUPHAR	GNAI2	24	0.012
PCA	IUPHAR	GNAI2	5	0.011
PCA	IUPHAR	GNAI2	6	0.011
PCA	IUPHAR	GNAI2	32	0.009
PCA	IUPHAR	GNAI2	31	0.007
PCA	IUPHAR	GNAI2	33	0.007
PCA	IUPHAR	GNAI2	3	0.003
PCA	IUPHAR	GNAI2	1	0.0
PCA	IUPHAR	GNAI2	4	0.0
PCA	IUPHAR	GNAI1	22	0.053
PCA	IUPHAR	GNAI1	16	0.038
PCA	IUPHAR	GNAI1	19	0.037
PCA	IUPHAR	GNAI1	21	0.036
PCA	IUPHAR	GNAI1	18	0.035
PCA	IUPHAR	GNAI1	2	0.033
PCA	IUPHAR	GNAI1	17	0.032
PCA	IUPHAR	GNAI1	20	0.032
PCA	IUPHAR	GNAI1	23	0.03
PCA	IUPHAR	GNAI1	25	0.03
PCA	IUPHAR	GNAI1	0	0.028
PCA	IUPHAR	GNAI1	11	0.026
PCA	IUPHAR	GNAI1	13	0.026
PCA	IUPHAR	GNAI1	15	0.026
PCA	IUPHAR	GNAI1	26	0.024
PCA	IUPHAR	GNAI1	12	0.023
PCA	IUPHAR	GNAI1	14	0.023
PCA	IUPHAR	GNAI1	27	0.022
PCA	IUPHAR	GNAI1	8	0.021
PCA	IUPHAR	GNAI1	30	0.021
PCA	IUPHAR	GNAI1	28	0.018
PCA	IUPHAR	GNAI1	7	0.017
PCA	IUPHAR	GNAI1	9	0.015
PCA	IUPHAR	GNAI1	29	0.013
PCA	IUPHAR	GNAI1	10	0.012
PCA	IUPHAR	GNAI1	24	0.012
PCA	IUPHAR	GNAI1	5	0.011
PCA	IUPHAR	GNAI1	6	0.011
PCA	IUPHAR	GNAI1	32	0.009
PCA	IUPHAR	GNAI1	31	0.007
PCA	IUPHAR	GNAI1	33	0.007
PCA	IUPHAR	GNAI1	3	0.003
PCA	IUPHAR	GNAI1	1	0.0
PCA	IUPHAR	GNAI1	4	0.0
PCA	IUPHAR	GNA15	3	0.011
PCA	IUPHAR	GNA15	18	0.007
PCA	IUPHAR	GNA15	4	0.006
PCA	IUPHAR	GNA15	2	0.005
PCA	IUPHAR	GNA15	17	0.004
PCA	IUPHAR	GNA15	19	0.004
PCA	IUPHAR	GNA15	16	0.003
PCA	IUPHAR	GNA15	5	0.002
PCA	IUPHAR	GNA15	20	0.002
PCA	IUPHAR	GNA15	31	0.002
PCA	IUPHAR	GNA15	32	0.002
PCA	IUPHAR	GNA15	0	0.001
PCA	IUPHAR	GNA15	6	0.001
PCA	IUPHAR	GNA15	8	0.001
PCA	IUPHAR	GNA15	9	0.001
PCA	IUPHAR	GNA15	15	0.001
PCA	IUPHAR	GNA15	21	0.001
PCA	IUPHAR	GNA15	22	0.001
PCA	IUPHAR	GNA15	29	0.001
PCA	IUPHAR	GNA15	1	0.0
PCA	IUPHAR	GNA15	7	0.0
PCA	IUPHAR	GNA15	10	0.0
PCA	IUPHAR	GNA15	11	0.0
PCA	IUPHAR	GNA15	12	0.0
PCA	IUPHAR	GNA15	13	0.0
PCA	IUPHAR	GNA15	14	0.0
PCA	IUPHAR	GNA15	23	0.0
PCA	IUPHAR	GNA15	24	0.0
PCA	IUPHAR	GNA15	25	0.0
PCA	IUPHAR	GNA15	26	0.0
PCA	IUPHAR	GNA15	27	0.0
PCA	IUPHAR	GNA15	28	0.0
PCA	IUPHAR	GNA15	30	0.0
PCA	IUPHAR	GNA15	33	0.0
