Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49
CHRM5	-	-	-	-	Acetylcholine receptors (muscarinic)	classA	-0.21660012264279463	-0.10393473579321262	-0.4224912659301991	-0.5178573596574927	-0.06308559654351364	0.05197661610622701	-0.24896524510440646	-0.11236033923962536	-0.3236864109363846	-0.08526194397711843	0.17777499127505242	0.13226289285188703	-0.02332199697582851	0.17641286387542954	-0.10324429453847972	0.7557774845978743	-0.10939639977746227	0.01605917339332726	-0.43398826784563704	-0.19679521723684623	-0.05729179540789761	-0.0063151964939071725	-0.18097940882547886	0.051135336728576807	-0.4607234799249264	-0.35124888168785207	0.07914657441428995	0.04609027469584751	-0.18201547639243684	-0.05136687553900027	-0.13667831762241966	0.15156213367146518	-0.21319981793846843	-0.024308471875373255	-0.17451549347225176	0.1624681738467572	0.11127938150248998	0.042855790814645835	0.08641408239475891	-0.0777086189623873	0.14542853741733555	0.014330910511327843	0.17286925278296883	0.16076566074271956	-0.3928117846566933	0.6378921367940057	0.15293938141546892	0.15222105451806656	0.3559242792546143
CNR1	-	-	Coupled	Coupled	Cannabinoid receptors	classA	0.23243465678607284	0.14354041717337188	-0.2340797632492578	-0.23790229967509743	0.24053281126377973	0.07018059388279274	0.13067147471306825	-0.2848164985890679	0.27535008100203784	0.03092625731306398	0.09005906565253496	0.034538499518039986	-0.06767892305863314	0.05765637376730881	-0.14573448856425425	0.014774741470107622	0.04451642144502608	-0.07124095795893043	0.29163886842203113	-0.05474694495207466	0.039402588772303584	0.026446297331688143	-0.14934454019036442	-0.003499098328497712	-0.17395841290792616	-0.10160910624033558	0.05348921415829505	0.22508343446263057	0.16592882829437916	-0.10588444157890857	0.018633223220488937	0.18466290515797465	-0.24653024062969636	-0.22625124851538053	-0.18328332635274877	-0.08689782914777198	0.08619786421381381	0.20615414321848036	0.10643480447220552	0.08687500695144303	0.12953006986456997	0.06687622359676358	-0.005774216789039661	-0.17856153715664558	-0.03833771192221461	0.16520858204538735	0.2133818177269281	0.14623254852952708	0.2215093158540033
CNR2	-	-	Coupled	-	Cannabinoid receptors	classA	-0.2130116047503472	0.1922369775696164	0.08795202862877803	-0.03771177766013902	0.03445677849032725	-0.06982830360839953	0.10248322780639185	0.00537507626587033	0.4766594420274603	0.11208418135358647	0.01852743013133169	0.0586630664625902	0.25848506014528033	-0.09684739540486859	0.15417275645490003	-0.16073237000020454	-0.4150518452998714	0.15992665734823358	0.10649374968207	-0.10981369892801966	-0.011501943672198192	-0.422784458507303	-0.04719311945154136	-0.2012838171597969	0.24012303908995564	0.1539054136691348	0.18120541886503816	-0.022655504477328725	-0.124675440077308	-0.09802351655518174	0.0151620427128172	0.04481927053427186	0.24481805360460981	-0.22823652585823087	0.14438130975133287	-0.08407366122815949	0.08520063308653252	0.01669765210374204	0.4129375596584864	-0.00045299763382117557	0.3500871991602186	-0.07694626367724267	-0.047969657222382354	0.3006347466975817	-0.16122919313230238	-0.11155988656168996	0.18762395176625976	-0.07106982972868439	0.061963567290774936
CYSLTR1	-	-	Coupled	-	Leukotriene receptors	classA	-0.1318344048142839	-0.1970625020659524	-0.12781420372810867	-0.1963245380992102	0.03209823007581908	0.026553649644404764	-0.006418996886674468	0.026875754888921046	0.3109929309417882	0.11889331634579543	-0.31207089226312923	0.2716699193396855	0.1844495883778689	0.21478042125295901	-0.2638984859047947	-0.1975307252012428	-0.1662633453336583	-0.026843505139198247	0.304275484153397	-0.3617870049250898	0.10982194240462352	-0.24750714997096018	0.03277032263310719	0.20544779105607355	0.4527387293995585	0.18077837799778454	0.023175919636202164	-0.09437272924396621	0.11033915824320602	-0.06234883850731434	0.16788543421762614	-0.1476881677792881	0.10771873288077796	-0.3908694140224448	0.13761789520105577	0.2638192430483896	0.14338567233584376	0.1333343818407136	0.3534071253175216	-0.12270697214793072	0.01460264934482825	-0.04871944587182572	-0.0375354719348249	0.14144276499687283	-0.004669073231639484	-0.009998985393313045	-0.1651064031417496	-0.07858366004960532	-0.002717190000547705
CYSLTR2	-	-	Coupled	-	Leukotriene receptors	classA	-0.2965414521975898	0.0066877719301778	0.011965065377627988	-0.04941403189755692	0.29957910275540706	-0.188305257375437	-0.09950438409921762	0.31522755486845366	-0.3284932715147479	-0.0071642239310273905	-0.34805234460274737	0.42332194188190375	-0.15794533628298743	-0.0791186625388001	-0.19715716881794054	0.2555212003826735	0.13018354837261606	-0.1617024612818651	0.11681163288532799	0.1260432372652771	-0.3490505403033716	-0.36990346089240767	0.2969124043305359	-0.15503525060915743	-0.1649938547563546	0.09374699490460553	-0.05793508183337611	0.0005569540910940212	0.3412277443338771	0.09080295793840382	-0.054479518931710165	-0.02053212778903406	0.15913391710779706	0.17567957955658692	-0.1541965817099586	-0.08449859969906416	0.17487324456065206	-0.0227965862187379	-0.056923347394630536	-0.05409746623035878	-0.11635360741504557	-0.1424307953626232	0.07891359748060388	-0.060936240727377904	-0.06949930368530549	-0.18541882505825416	0.022640043420278526	-0.20057704319580322	0.042485158162507496
DRD1	-	-	Coupled	-	Dopamine receptors	classA	-0.3217587938073337	-0.44573694800524527	-0.27435557070730565	0.2431524795057879	0.07192142108568783	0.37535466728975025	0.03658050318884573	0.20982189160894382	0.14431709750506264	-0.10823449450127894	-0.13236732090897074	-0.2836271856341161	0.27884336417016836	0.42038422135641634	0.39205886719240446	0.12075905729621456	0.05846130337019313	0.0036654966449415796	0.41578607821247715	-0.17049353564335304	-0.21640268261343962	-0.03163258546520243	0.00023520991395027137	0.004332879663912198	-0.14323531783963275	0.11688651690110556	0.1506937805160361	-0.26214464674437943	-0.009473005407936393	-0.19767100924022205	-0.30768607282715676	-0.1004209640594084	0.30397625640602405	0.016789855180893213	-0.0294151575848171	-0.07192066003128501	-0.1628225724217446	0.048975506181838276	0.05884486844538145	0.10826383431171716	-0.04329238637531769	0.023593098335152947	0.06230890157569628	-0.022967770236770227	0.09446039217488458	0.20648150494660597	0.072044504266569	-0.037300169944374725	-0.3966013125085474
DRD2	-	-	Coupled	Not-coupled	Dopamine receptors	classA	-0.08898678205562494	-0.29395376052476774	0.1129865654954198	0.27332776555903227	0.42403074304833405	0.08789801560153021	0.1670456920454558	0.2711791950365202	0.11091069472891417	0.0274042882288402	-0.07274848385231474	-0.16246093719492394	0.24602235760787497	-0.12015272704687145	0.20371781165489958	0.16982748730665168	-0.01466763476219903	0.15381346656568062	0.31582250669193457	-0.05415900698706103	0.07310329262013068	-0.03303104913041558	-0.03372649044251672	0.24173979137294058	0.02630015282408645	-0.17209479945623662	0.043199262485969114	-0.3566941312148165	0.012897576261592207	-0.003122810163734548	-0.12594787701801727	-0.38250597993587676	0.27948407030394345	0.0652060094743804	-0.13341329313127312	-0.2027091883329696	-0.057220403831636096	0.10569769817469771	-0.04646653196182366	-0.04058101716602619	-0.14534990783718787	0.218307307881378	0.002580403347858286	-0.04057412696442972	-0.018386224264928218	0.13063102573863922	0.07774579140606043	-0.18529085453822947	-0.1475466015869654
DRD3	-	-	-	-	Dopamine receptors	classA	0.5033188771083953	-0.1299995321438519	0.016127705239248207	0.4746725623561283	0.36167990699154345	0.011872839447099458	0.3360615235312262	0.0826751009675905	-0.45362677500957566	-0.28326075800149	0.30585679202595495	0.010865129887620855	-0.11468142916124438	-0.1484211642599549	-0.03778177110271193	0.01856417146102832	0.00575494075706128	0.14048296613103445	0.06490908105582707	0.052334092914545716	0.012064331093763016	-0.1583688408588547	0.5094228824712004	0.09512483897653622	0.08887816607034735	-0.2483077785554862	-0.20388172716029773	0.13371259656038068	0.06113953302885763	-0.22483417037300002	0.21896028842330206	0.1763177725230423	0.08781113066875441	-0.04003580524977025	0.36064912257413745	0.6830399558220559	-0.19020795922855083	-0.010727087244884189	0.2266899442218652	0.459827288484152	0.03388904752038381	0.6928333912606882	0.5821698989674088	0.2785217537924044	0.15206285243764506	-0.03405865810869619	0.5821349234192975	0.3953355497154206	-0.5152954841335199
DRD4	-	-	-	Not-coupled	Dopamine receptors	classA	-0.24375256373509774	0.05595765719007424	0.040875795102763075	0.04036554586394086	0.05577358309672613	-0.24683630168169096	-0.06176521240332509	0.19301703406393944	-0.4137444213684369	-0.4903129712490772	-0.40318421814991845	-0.143979368465369	-0.293881073660345	-0.013885204926515661	-0.10879162930124728	0.40124222583499414	0.09076286867401896	-0.06161644724967244	0.27088836201301564	0.026773646697264487	-0.2524400535911326	-0.4299145629283358	0.10124743125542413	0.035180585759395346	-0.25720597440853477	-0.09189431053286153	-0.03452303567699638	0.2225561053120685	0.19667952103533803	0.27355399730702556	-0.038629048154914754	0.1901440399210267	0.08304662393076956	0.2742318627184203	-0.12083148524683066	-0.05755569137719594	0.14030799305639982	0.134400930596561	0.11216944945323455	0.330462540379254	-0.3015802697790955	-0.40382451228572763	0.16760026288612428	-0.04369157309199776	-0.22140506666438325	-0.1897097347520602	-0.12779145044644866	-0.12708567569110224	0.028718282898587265
DRD5	-	-	Coupled	-	Dopamine receptors	classA	-0.28009381043118114	-0.2079708834962579	-0.04403162890045854	-0.23371347104669085	-0.34017372651425243	0.17457571905560054	-0.2966734511431643	-0.008654746400599588	0.3717882688898509	0.03657026206581804	0.019893942008735916	0.1091124770750142	-0.22843099480389886	0.09425815251056019	0.06797081513657521	-0.05778053311222456	0.23059922282693374	0.0009842776338018734	0.03074761857788925	-0.18895753653469508	0.05156498728898533	0.19795823685570943	0.015790829875394884	0.05426810630003528	0.09502024442592928	-0.30144214043392586	-0.11989330651575447	0.1683426410695222	0.012202662642766957	0.113420702918984	-0.03995974246956851	-0.2826448658133098	-0.2518243492392497	0.3848688488691645	0.25841531507879834	-0.14572966162201195	-0.2611261599539588	-0.31781875077948524	-0.020342115678337054	-0.22942263889859796	0.09804074942313361	-0.11367771040864978	0.09061383452195011	-0.05154688256164098	-0.31396503563452527	-0.15932836384291374	0.34334511282399666	-0.007503376766545276	-0.1907881251534317
EDNRA	-	-	Coupled	Not-coupled	Endothelin receptors	classA	0.12233978910484755	0.0913823026445958	-0.11600147220848096	-0.1869508509545743	-0.08298027664121048	0.07722374738737034	-0.333570924569884	-0.3603148262819352	0.3955603322624243	0.3960788491982699	0.07697499265509802	0.1750382128899413	-0.21167143262467952	0.3148945801236827	0.13607253087589513	-0.08405639276690502	0.2665888063838362	0.08718505733203019	-0.10767753648487162	-0.3306528195601223	0.028703056277538056	0.04353689662574962	0.03531971203464455	0.3361487414616884	-0.0049604481370960655	-0.13897437670981028	-0.16841207680237244	0.040364027779102266	0.17790303744645902	0.23481793444947727	0.009123678968580974	-0.49721760655961744	-0.2024779123091919	0.17540927230026962	0.38622206232271045	-0.3209093131269973	-0.23394925778804615	-0.2750896041201401	0.10205264587773571	-0.025241712740489405	-0.03766122013605364	-0.27075404566609657	0.2123739186191326	-0.006471933254870726	-0.11374592713864995	-0.04123971731066557	0.31075137631753685	0.09824605328255963	-0.2621554464700966
EDNRB	-	-	-	-	Endothelin receptors	classA	0.00011105896898040696	0.3571761522677156	0.13080727780925416	-0.36696271490971283	-0.09411567392654274	-0.12634620327534696	-0.47888887803426766	0.03592801200579503	-0.2488465396781244	0.2257751633305585	-0.15089911379958565	-0.1998860332567393	0.24710812842345886	0.2012333774827748	-0.38304062336193634	0.08853535177357916	0.08508877040751121	0.1308340337783775	0.1698886190242142	0.34441086857081915	-0.06222881227252012	-0.35219351669127347	-0.18254954833832635	0.45623528586704926	-0.03229558515396299	0.20618368443146834	-0.006221728095595104	-0.09654713173809942	-0.23546217044951304	0.09478692021884072	0.05884604574266156	-0.2047371378847936	-0.032755308082129155	-0.12117747129096726	0.07599909380979664	0.1355655534256476	-0.3191440263403618	0.20537677429997694	-0.2610068178084346	-0.18473750372289982	0.09286386351664129	0.18508559454885298	0.028683459243205575	-0.10383032261243763	-0.12343443218713748	-0.007052273003390296	0.27080994231419075	-0.18521666770982573	-0.0004977083262242563
F2R	-	-	Coupled	-	NA	classA	-0.14766995390330054	0.28389218749925865	-0.023985448582033424	-0.24360202174530285	-0.1623016679104247	-0.006458546088662949	-0.1382733044404071	-0.2962889907920897	-0.25907943050544124	0.3639913557329793	-0.28741647625864286	-0.004657379460626966	-0.04733423350462221	-0.11337872853958257	0.4746863255090132	0.06515349078604085	-0.1285838964312033	-0.1401137991789217	0.20458822552686987	0.19066365896166346	0.006180125975432887	-0.17312084577522532	-0.10431844365630169	0.20869882857018784	0.21621353912385186	0.07988347263664464	-0.08561093005158185	-0.298496188175128	-0.35001933814572905	0.12079141029895092	0.1234227907788825	-0.05608726738608225	0.20351026151197185	0.24610143223910752	0.17451873025456408	-0.13007592806962492	-0.5052197954536916	0.11129709119719117	-0.11239337079215554	-0.09090018654090433	0.21722929345228842	0.1392124137589404	0.09082758244425847	-0.09007277726801387	-0.03682892490428878	-0.1871940233359493	0.05280995692240516	0.125256810049565	0.2056837212899053
F2RL1	-	-	Coupled	-	NA	classA	-0.1481263022197198	0.14647839698994583	0.022577532812523872	-0.29505243294183686	-0.3514221282986486	0.01122151116033615	-0.1311943196624446	-0.012952596112304317	-0.09378719863319292	-0.14864903215209346	-0.2208431672364526	0.25517074832008824	0.14235214822095643	-0.1330888230114314	0.2169660532056865	0.19487334964545952	-0.18394223984299907	0.25219833819239645	-0.3577805016336954	-0.19666478135018678	0.0043262712281334865	0.1800219967250625	-0.39484212057686796	0.4778401027752247	-0.1455353641274853	0.12321450093722197	-0.4421430864355091	0.002241410406467485	-0.0975625787255954	0.0863948593017751	-0.06473211135107984	0.06407361765793491	0.38726310865884944	-0.0368251596961035	0.18572773658592337	0.23343444693017878	-0.3400138049497469	0.11783137106478757	-0.15415616168076438	-0.0802772610539959	-0.062406420104087486	0.26102511034868753	-0.024782391475200772	0.1580396048084308	-0.06461041199883268	0.20201921260688888	-0.11580580357939828	0.12611252133658946	0.015994746406654683
F2RL2	-	-	-	-	NA	classA	0.5196815779615044	0.1395104006724757	0.028590283465376405	-0.12239391962664532	-0.16566542401830525	0.2704241566598504	-0.43751659275243193	0.3355287640681843	0.15506583952936448	-0.0929562813838503	-0.36721748887528577	-0.3173663693601098	0.12024749982830912	-0.3146767237378628	0.23816271433646485	-0.20766105650898678	0.043244733441023094	-0.23548080702700777	0.054774053828021016	-0.07565163871559663	0.19817842382648623	0.05111716287418998	-0.04161594016656657	0.3366766549934501	0.07996263811682594	0.33997301224446597	-0.2681534956879154	0.12575371641670016	0.025685451192059335	-0.0996921950384618	0.13359814293030933	0.15657252417080522	0.15081063349214208	0.12719286359021234	-0.007982773932807014	0.32963395864988115	-0.4416458544143045	0.058807776675567205	-0.20967625721184888	0.10776241998960874	0.08002705791342492	-0.21614148284188267	-0.15046818043847085	-0.29462143999902995	-0.15860535245936258	0.04835587839784242	0.18987550420206945	0.26962895557617605	0.16330627394741126
F2RL3	-	-	-	-	NA	classA	0.5612115259655106	0.048321291506157736	0.03496845834851602	-0.4471078241069303	0.1324198762552984	-0.22778071261701807	0.35745839015421765	-0.208194900022592	0.02656015153967415	-0.16324332570025174	0.5119110935917908	0.17809926281204738	0.2501954773607137	0.19909268561448443	0.7051718325971492	0.06492974212612561	-0.03834963637663794	-0.11945312428167124	-0.22921728644351863	-0.12024214829993185	-0.34326577374396855	-0.29833398427362223	-0.0052992119722497025	0.12394701498742482	-0.07075447550252578	0.13486550717554582	0.2559647727415598	0.3865320730895837	0.06258760795291281	0.2637300942654557	0.4411711994793716	-0.2526412914240412	-0.09544415682425786	0.3876446667025748	0.015524511633138524	0.34150909434659016	0.022830368670065316	-0.0912956393331821	0.48638029605158795	0.12996072862041247	-0.13114673821720788	0.37159653630301204	-0.5801586480786551	-0.06239686679237675	0.052625550225468616	-0.007673825403494884	-0.09246012851695373	-0.425745815647819	0.08477439666238544
FFAR1	-	-	-	-	Free fatty acid receptors	classA	0.0011650262864919408	-0.051458499893354055	0.49762068328442566	-0.29209719545767776	0.1108497274527455	-0.05774704643033375	0.11967557333122543	-0.24819385232457525	-0.2443589001998626	0.026170212726966468	-0.015175121950084818	-0.14482330532127	0.2527739712828124	0.26508967649810194	0.1678406072631876	-0.1706479808000412	0.047832027994187655	-0.26899303946116576	-0.3290142396460058	-0.3645907796137384	-0.12620664962201023	-0.11778635479301251	0.4040661235451226	-0.18373142996432518	-0.02305508110582902	0.010012160648720948	0.0541521217251595	-0.11962226482438315	-0.019400961275388918	0.32522172261115606	0.02080279329125523	0.12946435240515933	-0.2427715837509795	0.18419484482292436	-0.1101050121786238	0.18897310501718673	-0.13085521477400708	0.1737463522939963	-0.4376053475715884	0.1578475310421035	-0.15325180293383558	-0.13043975984791067	-0.016294174041157312	0.15337660471276193	0.25458046905215953	0.16938480179492352	0.12346206758993145	-0.06966970253208475	0.14828896304260583
FFAR2	-	-	Not-coupled	-	Free fatty acid receptors	classA	0.2435828361002213	0.023737311664478376	0.3512786935943442	-0.13170103095399704	0.015059813364993797	-0.05183939310875779	0.014049424281276446	-0.20871427256717043	0.008429297326346456	0.020701667735575534	-0.019203096431494145	-0.09390299529372567	0.3466776649824748	0.34793597094746526	0.09278524646736667	-0.06867521886859866	-0.13728413915866589	-0.11487551896747804	-0.2886500006505195	0.16874956629779042	0.13629072516583043	-0.3413668246477063	0.3288929070835896	-0.0794089863891422	0.04730407177135479	-0.02244396391540713	-0.40565364185722214	0.0243189070106764	0.0478381338256043	0.1670795266686628	-0.06463268003584473	0.02356758568535972	-0.06275641017676924	0.00043128046180590144	-0.23630103435728878	-0.015228431021080362	-0.175610182698394	0.05752698724309604	-0.4417655867083394	0.23721054621298207	0.09151349405007664	-0.11121154994834051	-0.1608284391910489	0.04503933000887647	0.25773792451455046	-0.08032388670433432	0.158477632933417	-0.02728934473801013	0.0589911580584325
FFAR3	-	-	Not-coupled	-	Free fatty acid receptors	classA	0.10106913491007827	0.29850582400186315	-0.18902863756917482	-0.20792553237892752	0.13804408223815695	0.16820458354395645	0.04315565078255559	-0.2812082766675702	-0.40506251357424555	0.35884936477049884	0.2882158777449097	-0.06615141162733668	-0.007668394057164301	-0.17935488078321354	-0.5012075813646608	-0.336221058571102	0.29558529723255367	0.03632162067697247	-0.010019447792364425	0.12390095174962067	0.08325964656193356	-0.21300800543271955	0.3481082472809331	0.23896034485785222	-0.18590029838034977	0.22344575919675883	0.11246449841181823	-0.07901130930686259	-0.42490535364415344	0.1573579208979087	0.02818263086073363	-0.012848256139015309	0.16681303621162782	-0.16744194270187449	0.009945214681143953	-0.2569965642410237	0.16990668166734108	0.007802590516187885	-0.06987445617262836	-0.18082546683531645	-0.04540189518066191	0.10944146744364161	-0.04369375528796416	-0.019368690704746165	0.1053389146519492	-0.06620237957171819	-0.027992607116002027	-0.07459802296561581	-0.05534589093658744
FFAR4	-	-	-	-	Free fatty acid receptors	classA	-0.08383573867222086	-0.04299284360735167	0.0286725730832565	-0.0752022134006189	0.05359962485329383	-0.5090117731791587	0.15892455325151644	-0.167214741182355	-0.19779907179717662	0.11809333071985006	-0.13448181077857987	-0.03949782544661349	0.14297317208249355	-0.15417939354747465	0.09114985759045846	-0.23152365080140408	-0.06612965072820855	-0.15210217177542262	-0.02082753279056682	0.1784388637429587	-0.01677240989858803	0.009518068387812065	0.10502341716998775	-0.10856501956075176	0.27636420238601794	-0.007563197952614279	0.14199339610512252	-0.05331689922723318	-0.03684284877480896	0.11681283074282428	-0.3539912253178051	-0.2408976426448349	-0.19278158110259938	0.11296334380156098	-0.06886259240075429	0.29192060865681796	0.07522230904931834	-0.057576675715764455	0.07927521475209304	-0.24457477620382437	-0.17304239260283985	0.18788144206945087	0.01610721470341877	-0.195838677269499	-0.4404280926600971	0.23551249194640028	-0.3745013804411516	0.33256350912355415	-0.1833779869245789
FPR1	-	-	-	Not-coupled	Formylpeptide receptors	classA	-0.14599715063427	-0.01711858390862612	-0.23673260821141273	0.015511776282227465	-0.04633023248340602	-0.3558025940647161	0.17019340820350848	-0.28772580616746957	-0.012514419986008527	-0.0843393932683122	-0.12913555510897298	-0.22877608379400702	0.1231509944928608	-0.061203669897488724	0.10680370291832186	-0.3878784326311119	-0.00281043040484467	-0.16410271552861094	0.022437631558233122	0.310545841739529	-0.13023128611468365	0.14808875765225216	0.17153331555187581	-0.10643436379298875	0.21596826822265008	0.0030985771951373546	-0.014459454349566548	0.08055122104050769	-0.022815451818976623	0.09543189744387211	-0.5331196208440512	-0.16094742693884123	-0.11593584426567692	0.12476853670788023	-0.0798691582768527	0.16285291679479907	-0.12778427005109275	-0.07412573018788421	0.212332477250739	-0.22842771245063725	-0.09572998963701175	0.33024513014185053	0.01637129166596995	-0.2067674452014395	-0.3021250529764897	0.22040934334682305	-0.4117868793222009	0.44254593446548507	-0.12556295479369414
FPR2	-	-	-	-	Leukotriene receptors	classA	0.09639786957071528	0.11131361659710437	-0.17130722436848728	0.43798159427196426	-0.05496412225891603	-0.1548788777946012	0.0254080482566712	-0.026331477560366946	0.07948502792765892	0.21606772840734537	0.19485410467085965	0.5010610174786825	0.0918612992177512	-0.15758006913562253	-0.3331937522545322	-0.15639449904416017	-0.43375482343078364	0.2284331187549205	-0.1317840140892574	0.22018179577152375	-0.24498384863805167	0.012879882798236215	-0.09530627190325683	0.047589209673344006	0.09835636711378512	0.03766485600283799	0.1568103288515522	-0.11952603998054838	0.012872069166019013	0.03421452178877256	-0.2161480679192428	-0.09062741445202083	-0.198825030425911	-0.14283956551341792	-0.11183557186881372	-0.1455408937561166	-0.24506338166386105	0.0025839940372061384	0.22614323985881107	0.27797655868288956	0.015100167010123646	-0.07913098553499925	-0.20837039453124143	-0.061129114475677176	0.00744917444271031	0.04852836613684564	0.24004199882622176	-0.09812289910845269	0.04396082616709017
GALR1	-	-	-	-	Galanin receptors	classA	0.34519317345423695	-0.08273599324358558	-0.03602274394138597	0.2461888509536631	-0.07918579991096684	-0.06151090902038563	-0.18295833681889542	0.018894332295052454	-0.1283346600424535	0.15715527178245517	-0.2609259078540502	0.33787301474450293	0.10979944488049151	-0.12932951310636973	-0.05669544481801486	0.008933319986486865	-0.22057322583284586	0.0015107238365742969	-0.19263125332037784	-0.07741952558923941	-0.1611223129749868	0.28291766303231863	-0.17235048359661612	-0.04466526256214916	0.08545142182491129	-0.25383429819898146	-0.052837286002304744	-0.27700462491344596	0.09850899839117737	0.07988351015562122	-0.06391902189211984	0.17604192245804484	-0.00951560929600545	-0.01232661743883656	-0.37333159679662736	0.05663602158643104	-0.18330540146708968	-0.12537287833567837	0.14130654019138233	-0.1567212921838108	-0.10561802892956536	-0.03486118958599243	0.0936161281514282	-0.016550507220022305	0.20022847203395114	-0.1436153179973365	-0.034294408508357424	-0.10035114141526269	-0.0834526007666771
GALR2	-	-	-	-	Galanin receptors	classA	0.46770563142723565	0.04503379911135569	-0.039414858173893626	0.22213953315021212	-0.44277713536910307	0.18446985982449812	-0.09466714437483095	-0.08744616214159541	-0.3944626007994317	0.17741523344571933	0.09536064039683924	0.13548386637439827	-0.03336288819455002	-0.06881955701182954	-0.36147593851769333	-0.205327863738588	0.06005291086325862	-0.06682595017136443	0.2510829572419844	0.052371560694971606	-0.276301472998773	-0.03439335909887031	-0.2307091626717301	-0.10516532558777106	-0.06122726386100379	-0.2201897123562051	-0.10371444062295328	-0.16230712866180624	0.28727607721374765	0.09219927419911633	-0.4016007901083823	0.21613877452363114	0.04506412333381089	0.17720433663730464	-0.2941490611882646	0.456147978394817	-0.21591799508784115	-0.3317810474249349	-0.013518555428464639	-0.15356720756107273	0.12793875237431118	-0.08928785776271603	0.000900745558948495	0.05779130662339941	0.10470496535148781	-0.13946559705149067	-0.09244974177028606	-0.2544210865246387	0.13543158957855778
GALR3	-	-	-	-	Galanin receptors	classA	-0.11828853492133154	-0.18206358182870197	0.31913322651839493	0.08054783730065677	8.92765035322497e-05	-0.0036256608278432897	-0.030860388424161053	0.04525750556506808	-0.14278170106156735	-0.3307919961102506	-0.08091062995972506	0.15113926834957647	-0.04503861195118418	0.01971260039751851	-0.028796582117547466	-0.3845351168314667	0.07547562726486007	-0.14366138648057347	-0.0038465273002417	-0.10324038344387339	0.22678910583727155	0.1117307079739075	0.22513304694575384	0.04340352996522163	-0.16257435100074885	-0.04232371007999122	-0.0662120838598564	0.15662321843364216	-0.36959050811078814	0.021691829379943572	-0.32002682476102856	0.18855617021404478	0.0615384171270731	0.04633421170418913	0.011288153977656246	-0.016762253846379013	-0.019615908585701673	0.22492024544165842	0.03255352319549051	0.04427877275402102	-0.003695009367018852	-0.08734539934933436	-0.10396836788398585	-0.12372418318360928	0.17432212838537384	0.09535424249371185	-0.04167900352278121	-0.013415733648382604	0.0937260039516472
GHSR	-	-	Coupled	-	Ghrelin receptor	classA	0.36110626354225883	-0.36202279263282744	-0.4902572333045751	-0.23104302543462837	0.08280934349749554	0.4177660374446927	0.10564782432174921	0.16794264183333227	-0.39672387883568516	0.20963118069293288	0.04085424311663233	-0.19925643112838004	-0.005612501932296558	0.024188354886030335	-0.01144004724175902	0.30440137535771816	0.20298923827098386	-0.24856753218139227	-0.3006371023086768	-0.10906871842012103	0.3360716088298053	0.28976249222845774	0.17184422747297406	0.07358076803032046	-0.11246557318207545	0.013636896164660857	0.4222054152066354	0.05819751951737472	0.12051958504074456	-0.14284937509213624	0.10928775948974621	-0.13217438798905032	0.015863924615792648	-0.15812854591680475	-0.0653897717405644	0.040708540280758494	-0.005586804853497154	-0.1984803164387113	0.0638810321626445	-0.0148675304767979	0.0791840542407865	-0.15253408936850002	-0.18307689889640233	0.09872585895463203	-0.08438994817488778	-0.3037880012406443	-0.055965942052325725	0.05310260675734948	-0.1447907273133318
GIPR	-	-	Coupled	-	Glucagon receptor family	classB	-0.020186878362241187	-0.3481213565241528	-0.36524670893732286	-0.025402197995969066	-0.28864781129501976	-0.18584328025756558	0.3579089703021602	0.4393132645449154	-0.20509757039066334	0.31285708409262636	0.021963141854387715	-0.07979717682860406	-0.07857193677750866	-0.24868168978099975	0.09331423183101391	0.31109977468815736	-0.2239756828064099	-0.03446534320982069	-0.05277095987468324	0.16325791920485	0.2726921247122231	0.2447144076775631	-0.10710801281900975	0.35393687906617516	0.16584630904743342	0.5774707564602244	-0.22816558669775588	0.25801579742279407	0.010657353570077613	0.5697194917965932	-0.16083220057742992	0.19179765742852634	0.09557547885945429	-0.017892076281816882	0.21050125314150417	-0.19436059881223344	0.3221828003597849	-0.2593768070473464	-0.09682498071937866	0.1841836731695385	0.027312408851035076	0.12650068791483612	-0.060624637737691646	-0.023935354675773176	0.47811974037210514	0.4061121639197844	0.15233333545165703	-0.08499794186805337	0.08487460694499932
