Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14
OPRM1	Coupled	-	Coupled	-	Opioid receptors	classA	36.081358748209794	-6.975841988723293	-11.212082058702816	-6.647691720052716	19.293767243255434	-8.971230590959657	22.22692803346151	2.745595589028662	-2.7433630684458064	0.5818426389399836	-8.933009229426103	-3.6383922339768686	4.165357436955107	-3.9302502704086284
OXTR	Coupled	-	Not-coupled	-	Vasopressin and oxytocin receptors	classA	19.194685751314378	-11.701511330870641	-4.766138544610114	14.04263886694348	7.53533229210409	8.428658095800968	-1.0321709627213087	5.2399079058957545	3.1126784664972784	-0.94580454619788	0.13869017056087082	-5.02431632545887	0.9307685463856477	3.4044398037286405
P2RY2	Coupled	-	Coupled	-	P2Y receptors	classA	-20.170784203207106	-5.487397839551749	0.4413864979020471	30.202290124347936	6.319483126914518	4.014217454812914	13.97587885012249	5.643700189115564	5.860792767916072	4.7390025854768085	16.505695715644816	7.4206778732111545	0.15887865548255783	-5.656275330562054
PTGER1	Coupled	-	Coupled	-	Prostanoid receptors	classA	-14.206943179064597	-11.48931922870193	8.342997268735317	29.63899325126873	0.8899314994956197	-4.096782255652434	11.168270405603796	4.717887359294381	-1.9531622454322775	-2.3007176820570834	9.778334935805438	0.07978786734273195	1.6087975333424354	-3.2394661947037164
PTGER2	Not-coupled	-	Not-coupled	-	Prostanoid receptors	classA	-15.282472934387142	-10.021969802673793	4.362358296766104	30.449355306877624	4.401698838594613	-2.274999071766149	4.653583630512889	10.065515662619264	-7.011556052940083	4.603320578856154	9.634422212591161	7.864077054116822	-1.040019981594235	-1.259480821503868
PTGER3	Coupled	-	Coupled	-	Prostanoid receptors	classA	-33.363030169326336	0.5724706092258127	-12.612432730743052	29.700052757743762	13.52515256432978	1.798294840030213	3.802982263658185	9.830113177215903	5.9326156386026305	-8.791274525551373	-2.5736370498398813	-1.912011598330752	1.4522964486663352	-8.77637243708458
PTGER4	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	-12.448423922698561	-7.886213675844582	13.379907294840585	31.445950706013278	-1.80471054835382	0.7332239849605309	5.592023362351764	4.698505849634698	-5.1074249387018416	-1.549321489417035	9.929159726099979	8.939243980846198	0.7594078245252289	-0.6942426663260489
PTGFR	Not-coupled	-	Coupled	-	Prostanoid receptors	classA	8.220432107199217	49.65346297792132	-27.240597811901708	11.66552885648427	-5.70470886238331	-0.003354770761356529	-3.9469751806658926	4.599358935233351	1.9162176885236608	2.453768317551958	-4.28921193104508	-2.4648616106183554	2.232954119468927	0.777863868352143
PTH1R	Not-coupled	-	Coupled	-	Parathyroid hormone receptors	classB	-30.598886923600013	-1.8778687425648086	5.5731284334989795	12.846368789270022	-9.531228259346214	-11.525918568174204	-4.063140149966357	-5.368065335850741	-1.3442379601955334	0.008170764815103806	-1.6824799614998087	-1.7135454914714519	3.6225818161565604	-3.207426285269721
S1PR1	Coupled	-	Coupled	-	Lysophospholipid (S1P) receptors	classA	14.00475369200231	-16.83484418010738	3.908016909360825	-18.575016623427825	-3.1678530775612965	3.098748283026354	-7.218162965983897	5.26304580355092	1.502213185842412	-0.5290616291521403	0.9741923384843384	0.8095410455872409	3.701377657912646	-2.324508454962388
SSTR2	Coupled	-	Coupled	-	Somatostatin receptors	classA	35.56529616083179	43.98380397171514	-12.456762475497465	1.1642306257362873	-16.262025587980254	-0.10845244444863582	0.7230344083044654	-0.034054742656188894	0.40938842800959835	3.2159678060683716	-1.082307895600726	-1.1042421454876241	0.649325033223943	0.32254399866060635
