Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15
NPY1R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-4.338994350154797	-0.6087438195791918	-21.535780071715088	3.2420163851641903	6.466794353532513	-7.783746003592498	6.724989396158373	8.243499757894188	-2.7469363290758753	2.3355081651597884	5.775321787741825	-1.4781619598282512	7.358688653793732	-5.885524342793512	4.493220908312173
NPY5R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	11.696181910482544	-15.96707910669532	4.13397157939784	-12.411699143552527	1.2623100450613116	-2.062476792113309	-4.103445811860244	-9.882842064901729	5.38847591207445	3.8169100971164984	0.26553458613177766	1.3377120433243999	-1.3762875153198255	1.508594947115682	-4.988272554724593
OPRD1	Coupled	-	Coupled	-	Opioid receptors	classA	10.141371909189742	-14.430934530208265	1.7042513860348263	-9.354850785013394	1.4122814099641503	-8.469790781030246	-0.8009597812626794	-11.506945095356006	5.566552456677889	0.5718941311591911	-1.3314629503896296	-0.9041023404183242	0.24640036828544748	2.515109877804392	-4.86909326014912
OPRK1	Coupled	-	Coupled	-	Opioid receptors	classA	11.281057455639063	-18.598687678863723	6.999405954141286	-10.374615022053856	-0.3891053689035417	-5.751860284854264	-1.9700092378619483	-9.941043938251966	2.0135477363743615	5.118652815106775	-3.403224742706422	0.06616597775514989	1.6392745667699107	-0.9888179908702528	-4.426302041668636
OPRL1	Coupled	-	Coupled	-	Opioid receptors	classA	5.917288396148002	-11.591122863455285	-0.9132543417314606	-10.186330366130925	0.8930760659501285	-6.648101755385687	-3.646453445646438	-10.223926925127563	8.394274353610703	-1.2732349726311725	1.2451843847116524	-2.2608312669417794	-2.9447638764912276	3.2945650014774666	-6.236796723391934
OPRM1	Coupled	-	Coupled	-	Opioid receptors	classA	33.3310702823761	-0.9648497688986346	-12.556178913139384	-2.6261805816026897	15.75595181734975	18.434570732005852	12.830081154482123	-0.8019766077559415	1.8061718864906173	-3.9412649435546445	-6.5791542835302605	-6.572592020565518	-4.356336414652612	-1.4759981282922192	0.5449199065734196
OXTR	Coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	17.255114829323457	-3.676816987206146	-7.895587235333387	12.794626603326266	3.9295441588124107	1.5960932887708807	-8.147001444256118	0.3454810861611529	2.771644661523763	1.9324403830580101	0.15509262100080667	-4.145445695824047	2.129716933415676	1.8940500959673268	-1.3851890376028575
P2RY2	Coupled	-	Coupled	-	P2Y receptors	classA	-14.127157452843	-5.002879731063373	-0.19259988139866255	23.85230612564968	-3.0097069297061885	19.720231455900617	-3.336143668874186	-3.0204756723462647	2.169184915565454	2.6485397923410234	13.3923540373157	8.586087193444387	-3.9000686273767333	-7.211792698080522	-0.7106780860807831
PTGER1	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	-9.474912600613752	-10.076723979644592	6.305403223503961	26.081422453938654	-5.6544901333052415	11.21735463981796	4.4448816424333994	-0.5609418369192037	1.4936507600282853	-3.4993683483732028	5.888580737131812	1.755950565801531	2.6721003411183277	1.5449443315032199	-4.908104778244378
PTGER2	Not-coupled	-	Coupled	-	Prostanoid receptors	classA	-12.28212535310953	-7.427812396444021	-0.14866030140209793	27.918484628462615	-2.671142031093289	6.168967741865097	2.9714934483130646	-10.291553637523501	1.8425528907706545	-3.754898102247423	5.3810939975076275	8.446619251034278	1.0246445413571679	1.6713062070529536	-2.4129254868289043
PTGER3	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	-26.727915675957004	1.0574283445543728	-14.799170192977233	24.19106769835228	0.3459551492408965	7.9798039893202475	-3.714313376550783	5.558419270212781	11.174822939903288	-4.53933736532543	-0.12674617499119817	-3.3207904440563913	-3.286058045017693	-4.4223894120811735	0.01201490674420153
PTGER4	Coupled	-	Coupled	-	Prostanoid receptors	classA	-8.16743862383507	-7.605935945277355	12.570576167085928	27.118687928889393	-6.956201765290307	7.46694924347207	0.32487405171810474	-2.966125033213456	-0.6985592026560642	-6.314995440743484	5.785820430966245	8.221549712866583	1.6256943289815102	-0.09818180194704336	0.7210491840645147
PTGFR	Not-coupled	-	Not-coupled	-	Prostanoid receptors	classA	-5.267925386634194	51.893866743077524	-15.28408554449283	2.121519634510069	-9.445727437466765	-1.2448226046926423	-2.9783110486318662	-3.345704179910175	3.440376766642702	1.1528449734544142	-3.0401017761614986	-3.7502568933642397	0.27990789145545086	1.704960224839431	-2.6759355181955393
PTH1R	Not-coupled	-	Coupled	-	Parathyroid hormone receptors	classB	-22.814947104670722	-5.881545585882015	6.4749762715710055	8.453508187959043	-10.458338717984217	-5.562782761715613	9.034424951297597	2.0569336328973913	-2.412163488207595	2.158258876174932	-0.7527360968545722	-2.1540223573737918	-3.06514724443693	-2.461498177429127	-3.64144482144581
S1PR1	Coupled	-	Coupled	-	Lysophospholipid (S1P) receptors	classA	14.396728804842759	-14.99446333892231	2.4176599760182422	-11.94153346295133	2.510624278321038	-5.456032801968173	-4.3739988075528125	-0.9867109660772552	4.22781767925797	-1.5705169054137467	1.5923778836150537	2.048606666734905	-2.817870357234928	1.8059006422718469	-3.5138405455214503
SSTR2	Coupled	-	Coupled	-	Somatostatin receptors	classA	19.24385535554713	46.88850430026681	2.590822750566614	-10.164643440189186	-14.503947087580151	1.00423155596841	0.07216992519370084	-3.567121946025491	0.25204915569024344	1.3820092572428875	-1.291929901938276	-1.8062183957365807	0.7844433493386895	0.06699309425757369	-0.5075393021140373
