"## GtoPdb Version: 2022.1 - published: 2022-03-31"
"UniProtKB ID"	"Species"	"GtoPdb IUPHAR Name"	"GtoPdb IUPHAR ID"	"GtP URL"
"Q69Z98"	"Mouse"	"BR serine/threonine kinase 2"	"1947"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1947"
"D3ZML2"	"Rat"	"BR serine/threonine kinase 2"	"1947"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1947"
"Q06187"	"Human"	"Bruton tyrosine kinase"	"1948"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1948"
"P35991"	"Mouse"	"Bruton tyrosine kinase"	"1948"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1948"
"P46663"	"Human"	"B<sub>1</sub> receptor"	"41"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=41"
"Q61125"	"Mouse"	"B<sub>1</sub> receptor"	"41"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=41"
"P97583"	"Rat"	"B<sub>1</sub> receptor"	"41"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=41"
"P30411"	"Human"	"B<sub>2</sub> receptor"	"42"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=42"
"P32299"	"Mouse"	"B<sub>2</sub> receptor"	"42"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=42"
"P25023"	"Rat"	"B<sub>2</sub> receptor"	"42"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=42"
"Q695T7"	"Human"	"B<sup>0</sup>AT1"	"939"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=939"
"Q9D687"	"Mouse"	"B<sup>0</sup>AT1"	"939"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=939"
"Q2A865"	"Rat"	"B<sup>0</sup>AT1"	"939"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=939"
"Q9H2J7"	"Human"	"B<sup>0</sup>AT2"	"940"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=940"
"Q8BG16"	"Mouse"	"B<sup>0</sup>AT2"	"940"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=940"
"Q08469"	"Rat"	"B<sup>0</sup>AT2"	"940"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=940"
"Q96N87"	"Human"	"B<sup>0</sup>AT3"	"941"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=941"
"O88576"	"Mouse"	"B<sup>0</sup>AT3"	"941"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=941"
"Q62687"	"Rat"	"B<sup>0</sup>AT3"	"941"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=941"
"P82251"	"Human"	"b<sup>0,+</sup>-type amino acid transporter 1"	"900"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=900"
"Q9QXA6"	"Mouse"	"b<sup>0,+</sup>-type amino acid transporter 1"	"900"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=900"
"P82252"	"Rat"	"b<sup>0,+</sup>-type amino acid transporter 1"	"900"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=900"
"O43683"	"Human"	"BUB1 mitotic checkpoint serine/threonine kinase"	"1949"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1949"
"O08901"	"Mouse"	"BUB1 mitotic checkpoint serine/threonine kinase"	"1949"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1949"
"O60566"	"Human"	"BUB1 mitotic checkpoint serine/threonine kinase B"	"1950"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1950"
"Q9Z1S0"	"Mouse"	"BUB1 mitotic checkpoint serine/threonine kinase B"	"1950"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1950"
"Q6UXE8"	"Human"	"butyrophilin like 3"	"2944"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2944"
"Q6UX41"	"Human"	"butyrophilin like 8"	"2947"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2947"
"O00481"	"Human"	"butyrophilin subfamily 3 member A1"	"2948"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2948"
"P06276"	"Human"	"butyrylcholinesterase"	"2471"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2471"
"Q03311"	"Mouse"	"butyrylcholinesterase"	"2471"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2471"
"Q16581"	"Human"	"C3a receptor"	"31"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=31"
"O09047"	"Mouse"	"C3a receptor"	"31"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=31"
"O55197"	"Rat"	"C3a receptor"	"31"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=31"
"P21730"	"Human"	"C5a<sub>1</sub> receptor"	"32"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=32"
"P30993"	"Mouse"	"C5a<sub>1</sub> receptor"	"32"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=32"
"P97520"	"Rat"	"C5a<sub>1</sub> receptor"	"32"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=32"
"Q9P296"	"Human"	"C5a<sub>2</sub> receptor"	"33"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=33"
"Q8BW93"	"Mouse"	"C5a<sub>2</sub> receptor"	"33"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=33"
"Q695P6"	"Rat"	"C5a<sub>2</sub> receptor"	"33"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=33"
"Q5XXA6"	"Human"	"CaCC"	"708"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=708"
"Q8BHY3"	"Mouse"	"CaCC"	"708"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=708"
"Q16602"	"Human"	"calcitonin receptor-like receptor"	"47"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=47"
"Q9R1W5"	"Mouse"	"calcitonin receptor-like receptor"	"47"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=47"
"Q63118"	"Rat"	"calcitonin receptor-like receptor"	"47"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=47"
"Q14012"	"Human"	"calcium/calmodulin dependent protein kinase I"	"1952"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1952"
"Q91YS8"	"Mouse"	"calcium/calmodulin dependent protein kinase I"	"1952"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1952"
"Q63450"	"Rat"	"calcium/calmodulin dependent protein kinase I"	"1952"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1952"
"Q8IU85"	"Human"	"calcium/calmodulin dependent protein kinase ID"	"1953"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1953"
"Q8BW96"	"Mouse"	"calcium/calmodulin dependent protein kinase ID"	"1953"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1953"
"Q96NX5"	"Human"	"calcium/calmodulin dependent protein kinase IG"	"1954"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1954"
"Q91VB2"	"Mouse"	"calcium/calmodulin dependent protein kinase IG"	"1954"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1954"
"Q7TNJ7"	"Rat"	"calcium/calmodulin dependent protein kinase IG"	"1954"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1954"
"Q9UQM7"	"Human"	"calcium/calmodulin-dependent protein kinase II alpha subunit"	"1555"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1555"
"P11798"	"Mouse"	"calcium/calmodulin-dependent protein kinase II alpha subunit"	"1555"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1555"
"P11275"	"Rat"	"calcium/calmodulin-dependent protein kinase II alpha subunit"	"1555"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1555"
"Q13554"	"Human"	"calcium/calmodulin-dependent protein kinase II beta subunit"	"1556"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1556"
"P28652"	"Mouse"	"calcium/calmodulin-dependent protein kinase II beta subunit"	"1556"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1556"
"P08413"	"Rat"	"calcium/calmodulin-dependent protein kinase II beta subunit"	"1556"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1556"
"Q13557"	"Human"	"calcium/calmodulin-dependent protein kinase II delta subunit"	"1558"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1558"
"Q6PHZ2"	"Mouse"	"calcium/calmodulin-dependent protein kinase II delta subunit"	"1558"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1558"
"P15791"	"Rat"	"calcium/calmodulin-dependent protein kinase II delta subunit"	"1558"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1558"
"Q13555"	"Human"	"calcium/calmodulin-dependent protein kinase II gamma subunit"	"1557"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1557"
"Q923T9"	"Mouse"	"calcium/calmodulin-dependent protein kinase II gamma subunit"	"1557"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1557"
"P11730"	"Rat"	"calcium/calmodulin-dependent protein kinase II gamma subunit"	"1557"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1557"
"Q16566"	"Human"	"calcium/calmodulin dependent protein kinase IV"	"1955"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1955"
"P08414"	"Mouse"	"calcium/calmodulin dependent protein kinase IV"	"1955"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1955"
"P13234"	"Rat"	"calcium/calmodulin dependent protein kinase IV"	"1955"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1955"
"Q8N5S9"	"Human"	"calcium/calmodulin dependent protein kinase kinase 1"	"1956"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1956"
"Q8VBY2"	"Mouse"	"calcium/calmodulin dependent protein kinase kinase 1"	"1956"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1956"
"P97756"	"Rat"	"calcium/calmodulin dependent protein kinase kinase 1"	"1956"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1956"
"Q96RR4"	"Human"	"calcium/calmodulin dependent protein kinase kinase 2"	"1957"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1957"
"Q8C078"	"Mouse"	"calcium/calmodulin dependent protein kinase kinase 2"	"1957"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1957"
"O88831"	"Rat"	"calcium/calmodulin dependent protein kinase kinase 2"	"1957"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1957"
"O14936"	"Human"	"calcium/calmodulin dependent serine protein kinase"	"1959"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1959"
"O70589"	"Mouse"	"calcium/calmodulin dependent serine protein kinase"	"1959"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1959"
"Q62915"	"Rat"	"calcium/calmodulin dependent serine protein kinase"	"1959"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1959"
"P07384"	"Human"	"calpain 1"	"2336"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2336"
"O35350"	"Mouse"	"calpain 1"	"2336"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2336"
"P97571"	"Rat"	"calpain 1"	"2336"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2336"
"P17655"	"Human"	"calpain 2"	"2337"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2337"
"O08529"	"Mouse"	"calpain 2"	"2337"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2337"
"Q07009"	"Rat"	"calpain 2"	"2337"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2337"
"Q8NCB2"	"Human"	"CaM kinase like vesicle associated"	"1958"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1958"
"Q3UHL1"	"Mouse"	"CaM kinase like vesicle associated"	"1958"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1958"
"Q63092"	"Rat"	"CaM kinase like vesicle associated"	"1958"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1958"
"P00915"	"Human"	"carbonic anhydrase 1"	"2597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2597"
"P13634"	"Mouse"	"carbonic anhydrase 1"	"2597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2597"
"B0BNN3"	"Rat"	"carbonic anhydrase 1"	"2597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2597"
"O43570"	"Human"	"carbonic anhydrase 12"	"2747"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2747"
"Q8CI85"	"Mouse"	"carbonic anhydrase 12"	"2747"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2747"
"Q8N1Q1"	"Human"	"carbonic anhydrase 13"	"2748"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2748"
"Q9D6N1"	"Mouse"	"carbonic anhydrase 13"	"2748"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2748"
"Q9ULX7"	"Human"	"carbonic anhydrase 14"	"2598"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2598"
"Q9WVT6"	"Mouse"	"carbonic anhydrase 14"	"2598"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2598"
"A2IBE0"	"Rat"	"carbonic anhydrase 14"	"2598"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2598"
"P00918"	"Human"	"carbonic anhydrase 2"	"3092"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3092"
"P00920"	"Mouse"	"carbonic anhydrase 2"	"3092"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3092"
"P27139"	"Rat"	"carbonic anhydrase 2"	"3092"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3092"
"P22748"	"Human"	"carbonic anhydrase 4"	"2599"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2599"
"Q64444"	"Mouse"	"carbonic anhydrase 4"	"2599"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2599"
"P48284"	"Rat"	"carbonic anhydrase 4"	"2599"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2599"
"P35218"	"Human"	"carbonic anhydrase 5A"	"3093"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3093"
"P23589"	"Mouse"	"carbonic anhydrase 5A"	"3093"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3093"
"P43165"	"Rat"	"carbonic anhydrase 5A"	"3093"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3093"
"P43166"	"Human"	"carbonic anhydrase 7"	"2749"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2749"
"Q9ERQ8"	"Mouse"	"carbonic anhydrase 7"	"2749"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2749"
"Q16790"	"Human"	"carbonic anhydrase 9"	"3055"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3055"
"Q8VHB5"	"Mouse"	"carbonic anhydrase 9"	"3055"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3055"
"P23141"	"Human"	"carboxylesterase 1"	"2592"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2592"
"Q8VCC2"	"Mouse"	"carboxylesterase 1"	"2592"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2592"
"P16303"	"Rat"	"carboxylesterase 1"	"2592"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2592"
"P19835"	"Human"	"carboxyl ester lipase"	"2872"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2872"
"Q64285"	"Mouse"	"carboxyl ester lipase"	"2872"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2872"
"P07882"	"Rat"	"carboxyl ester lipase"	"2872"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2872"
"P15085"	"Human"	"Carboxypeptidase A1 (pancreatic)"	"1587"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1587"
"Q7TPZ8"	"Mouse"	"Carboxypeptidase A1 (pancreatic)"	"1587"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1587"
"P00731"	"Rat"	"Carboxypeptidase A1 (pancreatic)"	"1587"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1587"
"P48052"	"Human"	"Carboxypeptidase A2 (pancreatic)"	"1588"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1588"
"Q504N0"	"Mouse"	"Carboxypeptidase A2 (pancreatic)"	"1588"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1588"
"P19222"	"Rat"	"Carboxypeptidase A2 (pancreatic)"	"1588"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1588"
"P15088"	"Human"	"Carboxypeptidase A3 (mast cell)"	"1589"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1589"
"P15089"	"Mouse"	"Carboxypeptidase A3 (mast cell)"	"1589"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1589"
"P21961"	"Rat"	"Carboxypeptidase A3 (mast cell)"	"1589"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1589"
"Q9UI42"	"Human"	"Carboxypeptidase A4"	"1590"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1590"
"Q6P8K8"	"Mouse"	"Carboxypeptidase A4"	"1590"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1590"
"Q8WXQ8"	"Human"	"Carboxypeptidase A5"	"1591"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1591"
"Q8R4H4"	"Mouse"	"Carboxypeptidase A5"	"1591"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1591"
"Q8N4T0"	"Human"	"Carboxypeptidase A6"	"1592"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1592"
"Q5U901"	"Mouse"	"Carboxypeptidase A6"	"1592"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1592"
"P15086"	"Human"	"Carboxypeptidase B1 (tissue)"	"1593"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1593"
"P19223"	"Rat"	"Carboxypeptidase B1 (tissue)"	"1593"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1593"
"Q96IY4"	"Human"	"Carboxypeptidase B2 (plasma)"	"1594"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1594"
"Q9JHH6"	"Mouse"	"Carboxypeptidase B2 (plasma)"	"1594"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1594"
"Q9EQV9"	"Rat"	"Carboxypeptidase B2 (plasma)"	"1594"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1594"
"O75976"	"Human"	"Carboxypeptidase D"	"1582"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1582"
"O89001"	"Mouse"	"Carboxypeptidase D"	"1582"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1582"
"Q9JHW1"	"Rat"	"Carboxypeptidase D"	"1582"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1582"
"P16870"	"Human"	"Carboxypeptidase E"	"1595"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1595"
"Q00493"	"Mouse"	"Carboxypeptidase E"	"1595"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1595"
"P15087"	"Rat"	"Carboxypeptidase E"	"1595"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1595"
"P14384"	"Human"	"Carboxypeptidase M"	"1596"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1596"
"Q80V42"	"Mouse"	"Carboxypeptidase M"	"1596"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1596"
"D4A9Q5"	"Rat"	"Carboxypeptidase M"	"1596"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1596"
"P15169"	"Human"	"Carboxypeptidase N, polypeptide 1"	"1597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1597"
"Q9JJN5"	"Mouse"	"Carboxypeptidase N, polypeptide 1"	"1597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1597"
"Q9EQV8"	"Rat"	"Carboxypeptidase N, polypeptide 1"	"1597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1597"
"P22792"	"Human"	"Carboxypeptidase N, polypeptide 2"	"1598"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1598"
"Q9DBB9"	"Mouse"	"Carboxypeptidase N, polypeptide 2"	"1598"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1598"
"Q8IVL8"	"Human"	"Carboxypeptidase O"	"1599"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1599"
"Q9Y646"	"Human"	"Carboxypeptidase Q"	"1610"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1610"
"Q9WVJ3"	"Mouse"	"Carboxypeptidase Q"	"1610"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1610"
"Q6IRK9"	"Rat"	"Carboxypeptidase Q"	"1610"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1610"
"Q96SM3"	"Human"	"Carboxypeptidase X (M14 family), member 1"	"1600"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1600"
"Q9Z100"	"Mouse"	"Carboxypeptidase X (M14 family), member 1"	"1600"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1600"
"Q8N436"	"Human"	"Carboxypeptidase X (M14 family), member 2"	"1601"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1601"
"Q9D2L5"	"Mouse"	"Carboxypeptidase X (M14 family), member 2"	"1601"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1601"
"Q66K79"	"Human"	"Carboxypeptidase Z"	"1602"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1602"
"Q8R4V4"	"Mouse"	"Carboxypeptidase Z"	"1602"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1602"
"O54858"	"Rat"	"Carboxypeptidase Z"	"1602"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1602"
"O43772"	"Human"	"Carnitine/acylcarnitine carrier"	"1076"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1076"
"Q9Z2Z6"	"Mouse"	"Carnitine/acylcarnitine carrier"	"1076"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1076"
"P97521"	"Rat"	"Carnitine/acylcarnitine carrier"	"1076"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1076"
"Q86VW1"	"Human"	"Carnitine transporter 2"	"1024"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1024"
"Q497L8"	"Mouse"	"Carnitine transporter 2"	"1024"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1024"
"Q96KN2"	"Human"	"Carnosine dipeptidase 1 (metallopeptidase M20 family)"	"1603"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1603"
"Q8BUG2"	"Mouse"	"Carnosine dipeptidase 1 (metallopeptidase M20 family)"	"1603"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1603"
"Q66HG3"	"Rat"	"Carnosine dipeptidase 1 (metallopeptidase M20 family)"	"1603"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1603"
"Q96KP4"	"Human"	"Carnosine dipeptidase 2"	"1604"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1604"
"Q9D1A2"	"Mouse"	"Carnosine dipeptidase 2"	"1604"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1604"
"Q6Q0N1"	"Rat"	"Carnosine dipeptidase 2"	"1604"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1604"
"P48729"	"Human"	"casein kinase 1 alpha 1"	"1995"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1995"
"Q8BK63"	"Mouse"	"casein kinase 1 alpha 1"	"1995"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1995"
"P97633"	"Rat"	"casein kinase 1 alpha 1"	"1995"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1995"
"Q8N752"	"Human"	"casein kinase 1 alpha 1 like"	"1996"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1996"
"P48730"	"Human"	"casein kinase 1 delta"	"1997"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1997"
"Q9DC28"	"Mouse"	"casein kinase 1 delta"	"1997"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1997"
"Q06486"	"Rat"	"casein kinase 1 delta"	"1997"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1997"
"P49674"	"Human"	"casein kinase 1 epsilon"	"1998"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1998"
"Q9JMK2"	"Mouse"	"casein kinase 1 epsilon"	"1998"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1998"
"Q9HCP0"	"Human"	"casein kinase 1 gamma 1"	"1999"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1999"
"Q8BTH8"	"Mouse"	"casein kinase 1 gamma 1"	"1999"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1999"
"Q62761"	"Rat"	"casein kinase 1 gamma 1"	"1999"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1999"
