Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.10655518170888696	0.5721611896017937	0.13494599204550872	-0.23739894712864545	-0.2963865045297496	-0.10655391379439796	0.001143398891962831	-0.29085006568657334	0.12277396476044368	-0.05560581971852659	0.2719895578061494	-0.08758704136377296	0.1553485978201393	-0.05234147914440377	0.15445742546444485	-0.07753567548489321	0.19121599565014055	0.014469832803109688	-0.14183212762823816	0.08371516946349426	0.08401370060127204	0.031407737380262896	0.01765143552661961	-0.020086439782556222	-0.029558410126310945	0.06610712600375954	0.07188326635054577	0.10299753492941678
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.1877298608828487	0.5809834907885874	0.2119518163821884	-0.05539344973564987	-0.12039130739751427	0.09338592110849137	0.09616252632844374	-0.2733680401882301	-0.0698262362781997	-0.0594750820183509	0.060737792238672095	0.11247414926268792	0.07858511850838776	0.05691093716076957	0.04039293353155879	0.028793715533539706	0.058920905052138366	-0.08587165400160177	-0.4445495974319622	-0.00958182673990991	-0.01771840275718204	-0.0034192534143111597	0.217466808268251	-0.15595070631868188	-0.057027662449051914	0.19602175369758543	0.02276003107091296	0.1086901034405616
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.1995615246917093	-0.07078976880677817	-0.11419692338195009	0.17647322579299735	-0.45768519489532755	-0.21507082326214338	-0.28685872509845234	-0.20219112197140895	0.09033643024357915	-0.010032284508852485	0.17287967423587783	0.056521448846036555	-0.12191165735191326	0.14663348757138012	0.06399298911744883	-0.4594247676865345	-0.2947373811072517	-0.20528695031656535	0.3158027427189744	0.1673508760196456	-0.5024678936799502	0.060787016225870114	-0.10522095652479561	-0.2735385666639676	0.2762539121709871	0.21660624668491982	0.07374204961095444	0.25202622904570476
GNRHR	Coupled	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-0.02961236106116059	0.15979879963703808	-0.2155679257161246	0.3432389566730768	-0.2886416520915221	-0.25031515285295425	0.4462177959833799	-0.09271862980248781	-0.3199872459990038	-0.28215210476695973	-0.1190496234828002	-0.4659517302984514	0.18020979376474838	-0.07661067048750746	-0.17185784247922495	0.009504348539969043	-0.43700578371114224	0.6750563535052566	-0.08026194982213425	-0.01646777689814267	0.07832971931199201	-0.08483925494151984	0.00911078168699003	0.009744507537555815	-0.0601436188770896	0.3475090521640826	-0.08233663248828647	0.21349795871293956
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	0.4714181626814426	0.0279237001915097	0.13383298476856162	-0.28346291344636265	0.015024562197512878	0.14226020757532637	-0.11203543067153886	0.3076664007626279	-0.033035952930751636	-0.19013133779003744	-0.13916145704999697	-0.15384693869911956	0.25295984183988496	0.18804358208011246	0.10226642130400947	-0.2022330954155734	0.07625639378992394	0.07457334444613903	0.15435297751043606	0.2690094782456381	-0.06400994739079742	-0.02307254006882138	0.17279613070983169	0.036667960185989855	-0.00506770629487502	-0.04250262085305609	-0.1359954319209665	0.05635144736767959
GPR183	Coupled	-	Coupled	-	Class A Orphans	classA	-0.0599423773888186	-0.10557534109347438	0.2526367930161776	0.17430095569520737	-0.3494989540210449	-0.34313634748498806	-0.1349275500531066	-0.06562820349500985	0.03201540902335788	-0.2730391943723491	-0.2859586488805033	0.10704559191588169	-0.3419666796375777	0.37191207244627017	-0.24704113228331476	-0.19925316080877514	0.2295732168403757	0.2754044791646769	-0.2383766365571549	-0.16187366272099776	-0.1236580204685843	-0.497269105369258	0.015337867436299274	0.16520982158355302	-0.4494721451782338	-0.07560154702427026	0.03979593476162626	-0.12016896811905374
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	0.5280171143903268	0.20185551503501156	-0.32862522256171134	-0.06814627475409128	-0.06329034492460964	0.29558398571306627	0.1542345348102877	0.2630789803874633	0.14026061061681036	-0.10335305943275117	-0.09143780711923534	-0.22680666937312555	0.27731129640792723	0.10424562260902137	-0.13248335812972054	0.06746440109049343	0.14905547459950214	0.119198623235923	-0.027238085211962554	-0.026742418964754947	-0.33288688052184523	0.008921082111878842	0.11421485364734617	0.07848309186224559	0.09438998290039582	-0.19926681284624762	0.060119682005746876	-0.022485610271141435
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	0.5245233833894343	0.09140994765926853	-0.17581167962045968	-0.2777359201491945	-0.14413843453584815	0.07182717286504416	-0.1826726244972487	0.3371508507423919	0.13341061411559132	-0.19457620475891643	-0.0749218398709922	-0.052084095168698094	0.29032414782859883	0.31851643867575796	0.11332484139269149	0.04863562910720506	-0.07227288932117924	0.23646876873524003	0.19053901741029874	0.04026059112072457	-0.22476416562799112	-0.015836115348174428	0.07332195971751215	0.06813740035835011	0.09584650145540356	0.01139345923922677	0.13225398047123732	0.08544579473233324
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	0.5134394627453879	0.22351427686952477	-0.31605093438541815	-0.10602931224584122	-0.10453043084640239	0.19437760221866981	0.17006502368707496	0.2963993944349106	0.03276061344381464	0.02836983764932245	-0.15779857659409527	-0.2017093162018325	0.17131815554872193	0.29521128902295635	-0.10947018968547353	0.172954274582599	0.08338506464413242	0.17841580779606667	-0.1468201079203743	-0.05569358655031079	-0.3357435464375642	-0.013392107678537163	0.20392178673939498	0.07603887143019948	0.02483277870531807	-0.12715822084693099	-0.012975179913575198	-0.0011723569639187172
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-0.17397878824940835	-0.10333507770836235	0.22789409138713185	0.20398942054034325	0.3564510359839107	0.042590187347947624	-0.20306634058664041	-0.10871000503586431	0.5571796460164427	0.3723772539653121	-0.2556224553646877	-0.12212027412310104	-0.05620290100502476	0.040472080461612735	-0.27114123647107535	-0.34183706021376886	0.14770405074792814	0.48843697767302663	-0.11877991084008958	0.28482510240324554	0.050436086951646045	-0.08445169625863831	0.1450064287657372	-0.1964338568210488	0.005954846698783149	0.05383764585788292	-0.16376083753015278	-0.16863385705533956
GPR84	Coupled	-	Not-coupled	-	Class A Orphans	classA	-0.24318600876140992	0.06284123742799849	-0.10618199777958832	0.46703165856537365	0.04174437696017442	-0.009606560330428827	-0.15414280469720268	0.6491637344928606	0.0722051330851637	-0.003818613471030621	0.6400225277651681	0.027226137215322053	0.06768469403066558	-0.09664792573156436	-0.21550588563297654	-0.02435564078372421	-0.03108575916585239	0.15477327636715438	-0.05319946256439261	-0.03971367314997148	0.06040564356065383	-0.011228511720442987	0.010424575691229353	0.02719286185205045	-0.15254995405566746	0.014243241581754029	-0.07825928981039305	-0.08276297774766948
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.3013006563440962	0.05698620203193872	-0.06459664069764366	0.39752629966515923	-0.01025746125613698	0.05490936040834124	-0.22001435108364076	0.633025280873321	-0.03191818184415957	0.12252152656252671	0.6060288867563044	0.02036419609465303	0.021817847618937958	0.008266117670257131	0.024564663418757515	-0.04747807674532847	0.020740892119400965	-0.05421457195432346	-0.11572357046091815	-0.07750772058870126	0.009990959232466812	-0.022662162921399446	0.03851739458424976	-0.01883327946429147	-0.10554043977926751	0.05264392476428467	-0.005721311958419636	0.004373862009361735
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.26893823751312373	0.09682670331827815	-0.006894126937551739	0.48420068684517914	-0.018604072519430578	-0.04559488721102249	-0.06220702601838479	0.6270105604403368	-0.0658147948276556	0.10642931593949163	0.6548490879347015	-0.03358813224802222	-0.06179303436508297	0.020649433711933684	-0.08484715796669783	-0.08774165181782756	0.0033122531211574762	-0.04593085382437912	-0.033632006927028966	0.04196789422079907	0.059198910484873135	0.047918645231834346	-0.036215944187643664	0.0023291386749150563	-0.16588779636630674	0.017086448813051124	0.03285944555146667	-0.010017614465006878
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.3126828382065635	0.034123856646154305	0.01753675108348236	0.3320085142687409	0.07998311789498416	0.1150301267239699	-0.3088881329971849	0.6570051324043081	-0.045830170609922144	0.0531206402173548	0.5886957461676261	-0.076567886216768	-0.08213466863301351	0.054063553588930266	0.15741516281857948	-0.024017607436235825	-0.027229795476441658	-0.05763508698786822	-0.06750366118404905	-0.05413973848868066	0.037631316328785025	-0.06655725664835997	0.07501733916763312	-0.017188616299000894	-0.12178280157160201	0.09442542062378251	-0.005185125173645558	-0.0086598180229927
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.35247047017573196	0.19881037321632172	-0.37865767108438875	-0.11207729237848847	0.24294925281934604	0.1747977718978807	-0.17166963415275033	0.16009405180486064	0.01713771510403611	0.33140021647418194	-0.21309475921343954	0.017642481989254173	-0.08583385197486987	-0.3201362823066689	-0.1616445898174943	-0.41040672342792023	0.46531744947645876	0.058360126715920384	0.0005371571962513436	-0.49000714972535714	-0.021069422118142722	0.3214392617791869	-0.37487023186014173	-0.007043122331571013	0.14800073652377965	0.06839564138920819	0.18028410022204747	-0.004156947919118378
HCAR2	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	0.29400861821561747	0.23208783773143665	-0.33110097610606043	-0.07546639161194911	0.30698413496101884	0.32191414636592236	-0.15516029583166288	0.1476713470778059	0.05330686852210372	0.25786499455252204	-0.2970337723188616	-0.008169644399226626	-0.1455774092974625	-0.31668223658730815	-0.11658696375257813	-0.48073561228459516	0.45695212295280047	0.026858282061358093	-0.10873471297249805	-0.5382837901020104	-0.06576287636106029	0.2859637602958284	-0.31281517551849175	-0.03217747662657429	0.09989671085895244	0.09118798643797989	0.134868260422954	0.014695378138984817
HCAR3	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-0.06419852144183845	-0.2872301061706932	-0.19687959137519756	0.08969918514130305	-0.23788576086391075	-0.041551109149097785	-0.20097882414943413	-0.26248498237319823	0.2993634697110214	0.13968169415340026	0.057505685012872	0.3301068824295783	0.2760291023399167	-0.3055333300869847	0.10531623101768871	0.10625563464503726	0.30963977971013795	0.01724375125138878	0.0004567334991796174	0.03451710430026745	-0.15681596853028623	-0.1783110288015833	0.05241554962369035	0.42721801187821895	-0.08622960406071038	-0.02277829060872936	-0.11039081311291216	0.07902342495839508
HCRTR2	Coupled	-	Coupled	-	Orexin receptors	classA	-0.34936255077529715	-0.19338093794135305	-0.11537522459430814	0.07239546284602999	-0.20376965079974493	-0.09535497764980141	0.020306295149050285	0.059149191798813894	-0.04752094932055555	-0.0963599106553319	-0.13586657835343433	0.3593903426565624	0.05961924495381004	0.043942269617436046	0.053068883498831154	-0.07973529921616526	-0.055901606085090996	0.20652878249646128	-0.3959239808593571	-0.00453635340284425	0.004935321809888833	0.14953075232544386	0.09485274827755683	-0.1431896628602338	0.3872331862105895	-0.04941313537379138	0.05135898249409029	-0.005122387533322445
HRH1	Not-coupled	-	Coupled	-	Histamine receptors	classA	-0.20969377784895937	-0.3629243941089155	0.33045454169431454	-0.2741179092670079	-0.31252824252449546	0.2351106222622234	0.09602357658784365	0.05368657745273555	0.1656438054226662	0.00805365046257795	0.06268010638064622	-0.10409973858510636	0.18677956140803192	-0.10186700636678522	-0.23232223987402012	0.16419280033272024	0.040440327424753814	0.38632913289986853	0.2958013152869086	-0.2766843549079363	0.05489405192670643	0.09371188024128765	0.1234709003835633	0.05919251887599965	0.036536416486856106	0.1384937730957612	-0.12536974277639676	0.06873924460120308
HRH2	Not-coupled	-	Coupled	-	Histamine receptors	classA	-0.3900967207319866	-0.17890833556919464	0.07092762929293746	-0.17253807734555202	-0.09176254305839049	0.06735104580030864	0.2294011167385044	0.10367690322390391	0.2529361443219119	0.2160703229904958	0.01438396188160026	0.24880338958449907	0.3004659556023605	-0.0034848851326084664	-0.001108949342031606	-0.09258403477955189	0.07875787381350853	0.10340243497596911	0.07725262253645097	0.09402543889877893	-0.19527527290478996	0.19064540813504718	-0.12667405695833753	-0.07824494446403632	0.11765306089842281	0.05618459384756714	-0.049369789438205504	-0.1343389587255851
HTR1A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.31762658913076197	-0.21499926773146122	-0.022809761324978278	-0.28217080242105114	-0.298312134199078	-0.21461275147548625	0.11608108566703068	0.09477877586384512	0.28188951183233535	0.0998321508262225	0.084407795399478	0.15574085630524828	0.24540811573956778	-0.03960191998281567	-0.2685954639973721	0.09103990646607832	0.01725051633698609	0.11216240772226065	0.1714195930388876	0.13928574917165915	-0.17124881092426808	0.3812520278061486	-0.11755975253042004	-0.06739024139078013	0.12097081367219582	0.11667644264405796	-0.0016807008648177882	-0.06560433271285415
HTR1B	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.31453829860567495	-0.23588441141408562	0.13238296187107082	-0.33792081948312896	-0.32749743479248244	-0.1162820000700054	0.12533327359754295	0.10042366117015213	0.0794310680099436	0.03430331033444822	0.07509041623156433	0.23721555841677583	0.1275659145224365	0.004510760417588375	-0.3008444693576029	0.09601385440851797	-0.04982766115211243	0.13989706111163377	0.2618590318703363	0.15550220197284112	-0.08252413797504372	0.20192721531193186	-0.13653846111406462	-0.07401045220595188	0.11520441818758548	0.16324944206608427	-0.024603571395199735	-0.06036834977150268
HTR1D	Coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-0.38726067896390337	-0.10987113547574993	-0.3878244050783888	-0.35098305852936396	0.054026087570573526	-0.2909919007601179	0.035546119041477794	0.09356665264588294	-0.007481880218130679	-0.2394067359347315	-0.08385195610971019	-0.3507384358596021	-0.12632753572572733	0.03944601809122512	-0.05920919322215125	0.2843531469947019	0.4461434398236699	-0.16753289086736592	0.028193908765762287	-0.16215383551633447	-0.06647167395144125	-0.04593629728527967	-0.04092453512876444	-0.4107105318102092	-0.23255458409828952	0.09323676278323166	-0.11541566893287084	-0.07847709709491475
HTR2A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.4010012662238935	-0.12283501130800908	-0.4127910055261538	-0.3222048057392566	0.11146865795612189	-0.30286629003467214	-0.0328853289352447	0.08708283503249017	-0.14671963779051497	-0.337962150100586	-0.10889093643639813	-0.08074730810686709	-0.10907273168081691	-0.08799897445043532	-0.013682575868867114	0.340810454374755	0.3928555153458812	0.0601085080042545	0.05827134361046692	-0.09705258706833317	-0.019837124078070176	-0.21824258403580535	-0.012469534793409237	-0.44107937898830324	-0.20397356270086328	0.12070858200999507	-0.12627687914759023	-0.08231749239079603
HTR2B	Not-coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.3801973950046888	-0.18106575099940517	-0.13909973340669782	-0.39203143162293486	0.2290636639103858	-0.09085335106695033	0.018423109039095945	0.12445796458391337	-0.18130204426626575	-0.2896734029278267	-0.04581648363913084	-0.3025719892218381	-0.18816213715246868	-0.07538734873421246	0.12298035149234579	0.3343423857528125	0.3861359489983446	0.05936552803063649	0.23478202446870233	-0.21074293985292028	-0.08392680107026333	-0.15526292689632126	0.018752009636687307	-0.2836330735086291	-0.21410048110914007	0.1704584601662692	-0.0033578234798519535	-0.02867902559582414
HTR2C	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.3011323361132631	-0.020272173686353756	0.21375029170169726	-0.09238103895463887	0.29586817568965074	-0.3549789218497541	-0.3005944456685072	0.010924931467353982	0.025419434242206537	0.20081589550201592	-0.16094827057193262	-0.23507125397662618	0.3165414400554464	-0.01564560905183307	-0.051015332387607526	0.21036784458737107	-0.23317099877788552	-0.1009843091400472	-0.06322715359640223	-0.05830750972031094	-0.1419810077068959	0.1902547175504834	-0.12638794082967575	0.0380062817856875	-0.007236707180869474	-0.2367722915520525	-0.08050838645626038	-0.13593038770529955
LPAR1	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	-0.20600874150001752	-0.003690514158437594	0.2647875520131105	0.11601724778875543	0.25530093916358937	-0.48758491699203016	-0.04590083005249299	-0.04507893393613778	-0.06557596503062928	0.23981908091257598	-0.1005754865891568	0.012146637253769127	0.4428794870134387	-0.1828383960104103	-0.1964661324972481	0.27959072490450815	-0.2551978734245161	-0.05187101774499839	-0.07147276856985688	-0.22621967470736848	-0.2534736284862764	0.026645396108715476	-0.16608256037360095	0.09828465409435219	0.0024814449972504656	-0.29915296804409436	-0.017150558339233395	-0.13692246831750599
LPAR2	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	0.46736414440534485	-0.0866331397123037	0.23631898169284485	0.35317116059436404	0.21925199792210162	0.06106989434753511	0.31702057660795624	-0.12611005636517789	-0.0278288988753801	-0.06240318837078404	0.011752413791066528	0.05612506754590332	-0.0995067218646612	-0.37327232588214676	0.22524246109649865	0.022938890421973657	-0.10104364937495107	0.33744123191707	0.04772363930464008	-0.15935856301894358	0.02032289544449766	-0.11280291459336451	0.016090789140210185	-0.19281764592207357	-0.05550137757568408	0.027260124284461947	-0.070016119084267	-0.13266202128822133
LTB4R	Coupled	-	Coupled	-	Leukotriene receptors	classA	0.4674608455812782	0.040194318679842404	0.14961956383348515	0.5275812433318386	0.14209277014934096	-0.20160483295059212	0.5703437130756381	-0.12845026119238656	-0.4156163377015113	0.03625879654888128	0.011150853945434098	0.03266656748969094	-0.06877451406282808	-0.45300740233998243	0.48567980690408397	0.19734379214405934	-0.07556313226204242	0.32302182819461955	-0.10416171870322466	-0.2600321228092043	-0.126127970666072	0.06314353167890677	-0.03582824463869803	-0.21683736780398813	-0.059139646960459986	-0.004151898985431805	-0.049451437414574397	-0.18059490154455887
LTB4R2	Coupled	-	Not-coupled	-	Leukotriene receptors	classA	-0.21563850852021532	0.11039912003957184	-0.1900896108739419	-0.32010062329924466	-0.2296450701107641	-0.3210395975116394	-0.15660001448975627	0.11389770612698649	-0.47361680370040965	0.32043901608055886	-0.17871148873705855	-0.3514743952995758	-0.02223943416125001	-0.47336119734779436	0.041682664955762554	-0.3906089771473002	-0.26513638863653394	-0.2961718663130642	0.0490423960243511	0.07574213386063175	0.04924620730408809	-0.16103326224458386	0.1700134121156053	0.4037324568272688	-0.011590114304192033	0.22019910581120758	0.0397170669501486	-0.0020035170472365005
MC3R	Not-coupled	-	Coupled	-	Melanocortin receptors	classA	-0.23279828812198164	0.10308606517826892	-0.06693789289880689	-0.3066472791835148	-0.152125930778304	-0.2016893913076778	-0.17135746271399482	0.1124687797995993	-0.43978714441987277	0.2552981004853738	-0.26886394034626465	-0.36192859392823234	-0.0681730110441001	-0.33573092442780633	0.011719115053674603	-0.3755138255297969	-0.32201113175909757	-0.33205932153748574	-0.025810315884164752	0.041588059661212456	0.08750772485541375	-0.07742441363197348	0.19113492412874034	0.3777641251710536	-0.05479670674065138	0.24683184209751682	-0.03818862440273143	-0.04443111953401549
MC4R	Not-coupled	-	Coupled	-	Melanocortin receptors	classA	-0.09143577925658532	-0.23314534929418154	0.2601434212395168	0.10906119163989375	-0.15493705867341914	0.5087896311272102	-0.3003974169295129	-0.21838724228005713	-0.33579227469535183	0.5154098697990669	-0.008491390694560003	-0.2433653166954462	-0.23923060659374212	-0.0956646819506144	-0.024398760615568105	0.2216360499245416	0.21641840011939725	0.2087177113650923	-0.002856199757262976	0.5637190192291803	0.004287052946112362	0.10896716868925589	-0.11935789855049148	-0.3018134614043776	-0.09330396164044576	-0.2863977387803126	-0.02467427832679494	0.03146504619272919
MTNR1A	Coupled	-	Coupled	-	Melatonin receptors	classA	-0.027022334029463115	-0.1411644558779374	0.0746262792319195	0.2044592061924266	-0.21413327871701354	0.42654968968626067	-0.06853004122888434	-0.26874789649363034	-0.32249257892329003	0.4968665529348442	-0.017946989752765638	-0.2390480145389984	-0.24281057106624074	-0.06842616486193433	-0.20131825354438238	0.12981743450243932	0.19889653130855728	0.16214728262622546	-0.08271522299773379	0.5407810008103632	-0.045712500926858655	0.2630108248886266	-0.1326288456173396	-0.2628717578751561	-0.1222836226747092	-0.22114734911894782	-0.026070957383136226	0.013414112055302149
MTNR1B	Coupled	-	Not-coupled	-	Melatonin receptors	classA	-0.004334718835352929	-0.1537326579751449	-0.38587035834257893	0.26714365674910767	-0.17122040030298788	0.2710394193910506	0.0711280835954859	-0.3123389226219491	-0.0981098533265041	0.19191888342407956	0.06392879070223947	0.22007792046484267	0.13866663812892155	-0.32960780972037984	0.07895133346489207	0.08936372752309073	0.11013178309296058	-0.11273558057551644	-0.046915224581957876	0.0013104325747152238	-0.10773410497088394	-0.043423223804949555	0.003507229614515529	0.33570762761440553	-0.14722901380908068	-0.1057545037557983	-0.044714118324155984	0.12445000270957302
NPFFR1	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-0.15727240671968018	-0.21017567614880456	0.23336554552839034	0.3324258574694529	0.3595063727813559	0.5454206093243662	-0.13251019657076143	-0.2805227948340945	-0.18589376778654684	-0.19184526487275824	-0.16713239809798117	0.31105347966621294	0.13532163219263246	0.07781154240656991	-0.347521544447121	0.5105656781497729	-0.008366454065225114	-0.31412109137713473	-0.20495825248902083	-0.14948855179435372	-0.39014468172706773	0.501267863375486	0.46208546048395904	0.15705469830012317	-0.3878215175321845	0.6157767675805009	0.21851162029142393	0.4337100005198321
NPFFR2	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	0.05225393957695627	-0.3032396393748708	-0.337600626114768	0.039538238288694405	-0.03896591324711668	0.2243120558254982	-0.40870082053125034	-0.2310662258019751	0.021112955424099623	0.11327603100115921	0.050677896861723616	-0.27946149613598	0.1448321910601928	0.01827418415089115	0.8101934911181974	0.15672805821837307	-0.05027868670065403	0.22265282654722013	0.06023053095954675	0.05246155448791237	-0.0817650944828515	0.09476325801171823	-0.08702537082440533	0.24476169512617887	-0.048868161556774925	0.08903930608666163	-0.0883188402623144	0.05300490673673435
NPY1R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-0.06751392403128612	-0.1937072977220417	-0.3599932666469424	0.1226163445185097	-0.054646877932614676	-0.02398409534400851	-0.31815024551367205	-0.16854126461223712	0.30990783682340356	-0.09262526575767262	-0.14472858556861265	0.24048737520569882	-0.10876490095424263	-0.1766628749893788	0.4321491306473347	-0.18284180966429484	-0.16056283868225077	0.35815127245725015	-0.1494108419816316	0.2917792444436984	-0.11049836331872404	-0.26096460558187984	0.1802529537077085	-0.07278345589612341	0.04436659594777958	0.33323752330968714	-0.09097978529782298	-0.11594581629685728
NPY5R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	0.28593020152071086	-0.2522337891417784	-0.2501593565751727	-0.020931586685983973	0.006418837539052822	-0.10014857715465256	0.22514773508991512	-0.19324180495407303	0.040971908569454055	0.14510818007364784	0.1605667264333606	-0.026164605802158267	0.008173287186492961	0.04329128329499734	-0.02053872661997196	-0.11144789776292036	-0.11898088007228566	-0.11427853998413856	0.1465019928628691	-0.115298625636243	0.2085572666935751	0.3245379137883508	0.4027422163338297	-0.07125462005486527	-0.18274088045609482	-0.24162401207079803	-0.05485070921632562	-0.13521782497432544
OPRD1	Coupled	-	Coupled	-	Opioid receptors	classA	0.2568641960341292	-0.2538946016811417	-0.31224465258134787	-0.1573412808540624	-0.15448286188282176	-0.12075727752282901	0.07217574623362777	-0.12889763834526563	0.04599650092727098	0.14503312679601152	0.10743861660324892	-0.026851159841517144	-0.13785403709020638	0.1722426940809093	0.03295594156528486	-0.07997913998001013	-0.14724330227209104	-0.17268792052138476	-0.015822038859409075	-0.13910327534264125	0.29219004510947627	0.29387023903192655	0.3743110338313371	-0.11171503545349312	-0.1730542288695481	-0.12847671392405896	-0.10130762802579743	-0.04911731057355316
OPRK1	Coupled	-	Coupled	-	Opioid receptors	classA	0.3071127502812885	-0.24568371176550885	-0.28227838757627627	-0.0902333325623805	-0.21983515418808955	-0.13033584190807165	0.19292279320958208	-0.12161115726525788	0.05409130624709888	0.1381829288403601	0.13262117266604695	0.1825085635361265	-0.1073885457385899	-0.0834719812909011	-0.13029673646106996	-0.041035465362095735	-0.11196292335003703	-0.09437176709058223	0.0002186014637366063	-0.14290448510236906	0.33285550513995366	0.1210946572183985	0.3389987469681351	-0.15806920442426906	-0.1884010440518788	-0.18260572733974106	-0.030361522883465813	-0.006163186215859117
OPRL1	Coupled	-	Coupled	-	Opioid receptors	classA	0.20527531714380404	-0.24708230608655846	-0.2975601938907225	-0.12340785150992181	-0.02068327820896796	0.01601085745945102	0.05024185974168143	-0.12324013326770614	0.10644903277146545	0.06717770525327309	0.09103476537616577	-0.14946171997774238	-0.046671213274394066	0.17435989978369984	0.1476783981439207	-0.060875101281757604	-0.09556943019576487	-0.2875308543165465	-0.008625541547892397	-0.14147708547354323	0.2822721848512478	0.29046930622662664	0.34619670664833063	-0.04908351007047158	-0.1437924734952775	-0.2301730882751674	-0.1453418025755085	-0.11200795994051273
OPRM1	Coupled	-	Coupled	-	Opioid receptors	classA	0.03823412719068384	0.04604543384610263	-0.19879453076857928	0.334701559359216	0.27655038114055136	-0.10527830911791579	-0.011197069285864673	-0.32760381259451493	-0.021743636613759266	-0.06414268905989452	0.1462600885459511	-0.08027224070444192	-0.011094421927251177	-0.00864498769699415	-0.05670276468521943	-0.08596670926359753	-0.038102804241162	-0.3117659707208605	0.43634786130831804	-0.08321293304751311	-0.36902253703417337	-0.16251855166761298	-0.028336873972114	-0.10758681237867462	0.18020232986117823	-0.04293281907135359	-0.22643160842248067	0.19648440726107855
OXTR	Coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	0.51825460160037	0.046664109450832186	0.5158022248983344	0.1037330410534762	0.299203750873737	-0.08062168463035618	0.239657589413625	0.12867457647090189	-0.182785351319569	-0.2377859388829608	-0.0794714341333461	0.14859851930980567	0.026819693836201298	-0.13811487626227176	-0.009190552889199758	-0.3548698915240448	0.19412587565026176	-0.0067311684960715	-0.06079700557103627	0.13653287238083794	-0.19165410355815515	0.08320453523014291	-0.07764211014713167	0.0840863768244815	-0.08424308373998939	-0.264926790398477	-0.19412837323520635	-0.06749153557832879
P2RY2	Coupled	-	Coupled	-	P2Y receptors	classA	-0.03880477689210982	0.4393894885141488	-0.0708216292072452	0.6058776082331746	-0.00972942079142497	0.06030880962883956	0.24161177338487233	-0.043352100417187976	-0.08584204924887809	-0.43153457278446344	-0.353076714087179	-0.057747399291506324	0.09885443747743375	-0.2487696849319036	-0.04135191457373562	0.13140797487083064	0.02800594258922329	-0.06605160916996555	0.5250612038875724	0.10455033240547003	0.36827028108554966	0.12254746819767535	0.05052677904503962	0.05770640165373303	0.013893461178983326	0.0046944435313110945	0.10040790157471388	-0.299257760141756
PTGER1	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	-0.10164305317591762	0.2566367406211582	0.1207363337278957	0.3853075554926876	-0.3530429754729126	-0.014561883576268891	-0.1383318393823541	0.10559798093580618	-0.17574459524078045	0.11447785997764269	-0.2956658395391478	-0.07646083578419129	0.0896920494024341	0.18979105576661542	0.022401888749473447	0.2839684514576849	0.21852696246843545	-0.12128092317348751	0.3861213858479299	0.13994098013669035	0.1446495339455323	-0.13817533069787732	-0.03148719845653155	-0.06261033769090225	0.1635987480828746	-0.04352843236343491	0.12703570554550989	-0.21811206901627195
