#Receptor IUPHAR ID	Gene name	Synonyms	Family	Primary coupling	Secondary coupling
236	FZD8	frizzled family receptor 8|Fz8	Class Frizzled GPCRs	G protein (identity unknown)		0	
237	FZD9	CD349|FZD3|frizzled family receptor 9|FZD9	Class Frizzled GPCRs		Gi/Go family	1	27402827,
238	FZD10	CD350|Fz-10	Class Frizzled GPCRs		G12/G13 family	1	28126591,
239	SMO	SMOH|FZD11|frizzled family member 11|bnb	Class Frizzled GPCRs	Gi/Go family, G12/G13 family		2	14723707,16885213,
240	GABBR1	GABA<sub>B</sub>R1|GPRC3A|GABA-B receptor 1|GABABR1	GABA<sub>B</sub> receptors			1	15240800,
241	GABBR2	GABA<sub>B</sub>R2|GABABR2|HG20|G protein-coupled receptor 51|GABA-B R2 receptor|GABA-B receptor 2|GPR51|GPRC3B	GABA<sub>B</sub> receptors			2	8388192,2579700,
242			GABA<sub>B</sub> receptors	Gi/Go family		4	2430096,9872315,2579700,8887979,
243	GALR1	GALNR|GALNR1	Galanin receptors	Gi/Go family		4	7524088,8750821,9578534,9722565,
244	GALR2	GALNR2	Galanin receptors	Gq/G11 family	Gi/Go family, G12/G13 family	8	9305929,10980593,9427506,9880084,9578584,9685625,9832122,9281594,
245	GALR3	GALR3|Galnr3	Galanin receptors	Gi/Go family		2	9832121,9722565,
246	GHSR	growth hormone-releasing peptide receptor|GH-releasing peptide receptor|GHS-R|ghrelin receptor 1a	Ghrelin receptor	Gq/G11 family	Gi/Go family, G12/G13 family, G protein independent mechanism	4	21402696,22117076,20556829,15905359,
247	GHRHR	GRF receptor|GRFR|growth hormone-releasing factor receptor|Ghrfr	Glucagon receptor family	Gs family		1	11867632,
248	GIPR	GIP-R|Gippr	Glucagon receptor family	Gs family		1	11323439,
249	GLP1R	GLP-1R|glucagon-like peptide 1 receptor	Glucagon receptor family	Gs family		1	10909973,
250	GLP2R	GLP-2R	Glucagon receptor family			0	
251	GCGR	GGR|GL-R|GR	Glucagon receptor family	Gs family		1	6309844,
252	SCTR	SCT-R	Glucagon receptor family			0	
253	FSHR	Follitropin receptor|LGR1|FSH-R	Glycoprotein hormone receptors	Gs family, Gi/Go family, Gq/G11 family		1	22666216,
254	LHCGR	Choriogonadotropin receptor|LCGR|LGR2|LHR|lutropin-choriogonadotropic hormone receptor|LH-R	Glycoprotein hormone receptors	Gs family	Gq/G11 family	3	15919743,8702611,10493819,
255	TSHR	Thyrotropin Receptor|LGR3|TSH-R	Glycoprotein hormone receptors	Gs family	Gq/G11 family	1	8188646,
256	GNRHR	luteinizing hormone-releasing hormone (LHRH) receptor|GNRHR1|LHRH receptor|Type I GnRHR|gnRH receptor|GnRH-R|GnRH I receptor|GnRHR|luliberin receptor|LHRHR	Gonadotrophin-releasing hormone receptors	Gq/G11 family	Gi/Go family	3	15082521,8898346,8058044,
262	HRH1	H1R|HH1R|Hisr	Histamine receptors	Gq/G11 family	Gq/G11 family	2	16189696,7695921,
263	HRH2	gastric receptor I|H2R|HH2R	Histamine receptors	Gq/G11 family	Gs family	2	2553705,8961278,
264	HRH3	GPCR97|H3R|HH3R	Histamine receptors	Gi/Go family		2	8023737,8838460,
265	HRH4	GPCR105|HH4R|H4R	Histamine receptors	Gi/Go family		1	12626656,
266	KISS1R	GPR54|Metastin receptor|hOT7T175|kiSS-1 receptor|kiSS-1R|KiSS1-derived peptide receptor	Kisspeptin receptor	Gq/G11 family		4	15596153,11457843,11414709,11387329,
267	LTB4R	BLTR|GPR16	Leukotriene receptors	Gi/Go family, Gq/G11 family		6	9177352,15363951,9504401,10601267,12615958,9742207,
268	LTB4R2	BLTR2|LTB4 receptor JULF2|LTB4-R2|12-HHT receptor|NOP9	Leukotriene receptors	Gi/Go family	Gq/G11 family	3	10889186,10913347,10934230,
269	CYSLTR1	HG55|LTD4|CYSLT1R|leukotriene D4 receptor	Leukotriene receptors	Gq/G11 family	Gi/Go family	5	10462554,14518564,10391245,1964390,2174431,
270	CYSLTR2	LTC4|CYSLT2R|HG57	Leukotriene receptors	Gq/G11 family	Gi/Go family	3	21753081,13679572,10851239,
271	OXER1	hGPCR48|R527|TG1019|GPR170|5-oxo-ETE receptor	Leukotriene receptors	Gi/Go family	Gi/Go family	4	8663432,16039985,22634634,12065583,
272	LPAR1	EDG2|GPR26|VZG1|endothelial differentiation gene 2, lysophosphatidic acid G-protein-coupled receptor, 2|LPA receptor 1|Lpar1|lysophosphatidic acid receptor Edg-2	Lysophospholipid (LPA) receptors	Gi/Go family, Gq/G11 family, G12/G13 family		2	11040035,9600933,
273	LPAR2	Edg4|Pbx4|pre-B-cell leukemia transcription factor 4|endothelial differentiation gene 4, lysophosphatidic acid G-protein-coupled receptor 4	Lysophospholipid (LPA) receptors	Gi/Go family, Gq/G11 family, G12/G13 family	Gi/Go family, Gq/G11 family, G12/G13 family	1	11040035,
274	LPAR3	Edg7|LPA receptor 3|endothelial differentiation gene 7, lysophosphatidic acid G-protein-coupled receptor 7	Lysophospholipid (LPA) receptors	Gi/Go family, Gq/G11 family		1	11040035,
275	S1PR1	CD363|EDG1 (Edg1)|endothelial differentiation G protein-coupled receptor 1	Lysophospholipid (S1P) receptors	Gi/Go family		3	16554657,9765227,10446161,
276	S1PR2	edg5|Gpcr13|endothelial differentiation G protein-coupled receptor 5|G protein-coupled receptor 13|GPCR18|S1P receptor 2	Lysophospholipid (S1P) receptors	Gs family, Gq/G11 family, G12/G13 family		2	9854026,17283075,
277	S1PR3	edg3|endothelial differentiation G protein-coupled receptor 3	Lysophospholipid (S1P) receptors	Gi/Go family, Gq/G11 family, G12/G13 family		2	10488065,10383399,
278	S1PR4	edg6|endothelial differentiation, G protein-coupled receptor 6	Lysophospholipid (S1P) receptors	Gi/Go family, G12/G13 family		2	12761884,12875654,
279	S1PR5	edg8|NRG-1|endothelial differentiation G protein-coupled receptor 8|nerve growth factor-regulated G-protein-coupled receptor 1	Lysophospholipid (S1P) receptors	Gi/Go family, G12/G13 family		2	11069896,10799507,
280	MCHR1	GPR24|MCH1R|G protein-coupled receptor 24|MCH receptor 1|somatostatin receptor-like protein	Melanin-concentrating hormone receptors	Gs family, Gi/Go family, Gq/G11 family		4	10421368,11108264,12865333,11708774,
281	MCHR2	GPR145|GPRv17|MCH2R|G protein-coupled receptor 145	Melanin-concentrating hormone receptors	Gq/G11 family		1	11404457,
282	MC1R	MSH-R	Melanocortin receptors	Gs family	G protein (identity unknown)	2	11161002,8187950,
283	MC2R	ACTHR|melanocortin 2 receptor|adrenocorticotropic hormone receptor	Melanocortin receptors	Gs family	G protein (identity unknown)	2	9175632,2579947,
284	MC3R	&gamma;-MSH receptor|melanocortin receptor 3	Melanocortin receptors	Gs family	G protein (identity unknown)	3	11161002,8463333,12906838,
285	MC4R		Melanocortin receptors	Gs family	G protein (identity unknown)	3	11161002,7854347,8463333,
286	MC5R	MC5R|melanocortin receptor 5	Melanocortin receptors	Gs family	G protein (identity unknown)	2	11161002,8161509,
287	MTNR1A	mel1a receptor|MelR	Melatonin receptors	Gi/Go family	Gq/G11 family	6	15695169,11698691,12957828,11992626,10531408,7946354,
288	MTNR1B	mel1b receptor	Melatonin receptors	Gi/Go family		6	11698691,12957828,11121382,7568007,11992626,10413300,
289	GRM1	GPRC1A|metabotropic glutamate receptor 1|wobl|MGLUR1|SCAR13	Metabotropic glutamate receptors	Gq/G11 family	Gs family, Gi/Go family, G protein independent mechanism	4	9974152,19112153,9131252,7623957,
290	GRM2	mGluR2|GPRC1B|metabotropic glutamate receptor 2	Metabotropic glutamate receptors	Gi/Go family		2	7620613,10221750,
291	GRM3	mGluR3|GPRC1C	Metabotropic glutamate receptors	Gi/Go family		1	11168538,
292	GRM4	mGluR4|GPRC1D	Metabotropic glutamate receptors	Gi/Go family		2	10530808,7623957,
293	GRM5	mGluR5|GPRC1E	Metabotropic glutamate receptors	Gq/G11 family	Gs family, Gi/Go family	3	9974152,9131252,7623957,
294	GRM6	Gprc1f|mGluR6|nob4|nerg1|nob2|nob3	Metabotropic glutamate receptors	Gi/Go family	Gi/Go family	4	8389366,9215706,11124982,9407094,
295	GRM7	mGluR7|GLUR7|GPRC1G|mGlu7a receptor	Metabotropic glutamate receptors	Gi/Go family	Gi/Go family	4	8288585,8145723,9473604,11050109,
296	GRM8	Gprc1h|mGluR8|GLUR8|mGluR8b	Metabotropic glutamate receptors	Gi/Go family		3	9016353,9473604,7722646,
297	MLNR	MOT-R|MTLR|GPR38|MTLR1|G protein-coupled receptor 38	Motilin receptor	Gq/G11 family, G12/G13 family		0	
298	NMUR1	GPR66|FM-3|NmU-R1|SNORF62	Neuromedin U receptors	Gq/G11 family		6	22832358,22493291,15292653,10811630,15331768,10899166,
299	NMUR2	FM-4|FM4|SNORF72|NMU-R2|TGR-1	Neuromedin U receptors	Gq/G11 family		7	22832358,22493291,15292653,10811630,11010960,15331768,10899166,
300	NPFFR1	GPR147|G protein-coupled receptor 147|NPFF1|RFamide-related peptide receptor OT7T022|NPFF1R1|OT7T022|GnIH-R|GnIH-R/RFRP-3	Neuropeptide FF/neuropeptide AF receptors	Gi/Go family		2	16488058,12242085,
301	NPFFR2	F8Famide receptor|GPR74|NPGPR|G protein-coupled receptor 74	Neuropeptide FF/neuropeptide AF receptors	Gi/Go family		2	15608144,12242085,
302	NPSR1	VRR1|GPR154|PGR14|G protein-coupled receptor 154|vasopressin receptor-related receptor 1	Neuropeptide S receptor	Gq/G11 family	Gs family	5	16790440,15312648,16144971,17696420,14757815,
303	NPBWR1	GPR7|G protein-coupled receptor 7|neuropeptides B/W receptor type 1	Neuropeptide W/neuropeptide B receptors	Gi/Go family		4	12401809,12118011,12130646,12719537,
304	NPBWR2	GPR8|G protein-coupled receptor 8	Neuropeptide W/neuropeptide B receptors	Gi/Go family		3	12401809,12130646,12719537,
305	NPY1R	NPY-Y1 receptor|FC5|neuropeptide Y receptor type 1|Y1-R	Neuropeptide Y receptors	Gi/Go family		4	15308651,7623780,1321422,1316999,
306	NPY2R	neuropeptide Y receptor type 2|NPY-Y2 receptor	Neuropeptide Y receptors	Gi/Go family	Gq/G11 family	2	8132619,15308651,
307	NPY4R	PP1|pancreatic polypeptide receptor 1|neuropeptide Y receptor type 4	Neuropeptide Y receptors	Gi/Go family	Gq/G11 family	3	15308651,10640301,9210181,
308	NPY5R	food intake receptor|neuropeptide Y receptor type 5	Neuropeptide Y receptors	Gi/Go family		1	11287093,
309	NTSR1	NTR1|NTRH|NTSR1|NTR|neurotensin receptor type 1|Levocabastin-insensitive neurotensin receptor|NT-1R	Neurotensin receptors	Gq/G11 family	Gs family, Gi/Go family	11	2988544,8528577,1331689,6329783,8380559,3040912,3011505,3018165,11042263,1328536,3010077,
310	NTSR2	levocabastine-sensitive neurotensin receptor|NTRL|NTR2|high-affinity levocabastine-sensitive neurotensin receptor|neurotensin receptor type 2|NT2R	Neurotensin receptors	Gq/G11 family		4	9080465,12084713,15361549,8795617,
311	HCAR1	FKSG80|LACR1|lactate receptor 1|T-cell activation G protein-coupled receptor|G protein-coupled receptor 104|G protein-coupled receptor 81|Gpr81	Hydroxycarboxylic acid receptors	Gi/Go family		0	
312	HCAR2	PUMAG|G-protein coupled receptor HM74A|Nicotinic acid receptor|Nic1|G protein-coupled receptor 109A|Niacr1|niacin receptor 1	Hydroxycarboxylic acid receptors	Gi/Go family		4	12563315,16674924,12522134,17452318,
313	HCAR3	NIACR2|Low affinity nicotinic acid receptor|Nic2|G protein-coupled receptor 109B	Hydroxycarboxylic acid receptors	Gi/Go family		4	16389067,17358052,12522134,15929991,
317	OPRD1	DOR|OP<sub>1</sub>|Delta opioid receptor|DOR-1|DOPr	Opioid receptors	Gi/Go family		4	12558970,15155836,15464054,10836142,
318	OPRK1	KOR-1|Kappa opioid receptor|OP<sub>2</sub>|KOR|KOPr	Opioid receptors	Gi/Go family	Gi/Go family, G12/G13 family	14	7931552,8863832,10646507,8381004,7875310,7902584,2906610,9572309,8103800,7494457,7700508,7700253,15070904,2828959,
319	OPRM1	MOR-1|MOR|Mu opioid receptor|OP<sub>3</sub>|opioid receptor B|MOPr	Opioid receptors	Gi/Go family	Gq/G11 family	19	8863841,10323586,9572309,9030567,8637576,8643659,8752140,12077485,7595566,7643119,7996199,2440052,12519790,8863832,7494457,12496346,8700117,8097884,7746271,
320	OPRL1	N/OFQ receptor|OP<sub>4</sub>|KOR-3|NOCIR|kappa3-related opioid receptor|MOR-C|nociceptin receptor ORL1|XOR1|NOP-r|nociceptin/orphanin FQ receptor|NOPr	Opioid receptors	Gi/Go family	Gi/Go family	5	7566152,9353393,8735615,7481766,11027224,
321	HCRTR1	OX1R|Hctr1|hypocretin receptor 1|orexin receptor type 1	Orexin receptors	Gs family, Gi/Go family, Gq/G11 family		17	None,15683363,18198212,10498827,12606634,18488139,22550093,12208495,12702704,17050705,26582739,20002100,27237973,9491897,14691055,10880509,16430869,
322	HCRTR2	hypocretin receptor 2|orexin receptor type 2|OX2R	Orexin receptors	Gs family, Gi/Go family, Gq/G11 family		8	11600545,11549701,18599270,12606634,12208495,12702704,21378163,9491897,
323	P2RY1	ATP receptor|P2 purinoceptor subtype Y1|P2Y purinoceptor 1|platelet ADP receptor|Purinergic receptor P2Y1|P2Y ATP receptor 1|P2Y1 receptor	P2Y receptors	Gq/G11 family	Gi/Go family	4	16957090,15509659,14742685,18689674,
324	P2RY2	ATP receptor|P2U purinoceptor 1|P2Y ATP receptor 2|P2Y purinoceptor 2	P2Y receptors	Gq/G11 family	Gi/Go family, G12/G13 family	4	16186116,17452627,17609252,17291397,
325	P2RY4	pyrimidinoceptor|uridine nucleotide receptor|NRU|UNR|P2Y ATP receptor 4|P2Y purinoceptor 4|P2Y4R	P2Y receptors	Gq/G11 family		1	16839719,
326	P2RY6	uridine nucleotide receptor|P2Y6|P2Y ATP receptor 6|P2Y purinoceptor 6	P2Y receptors	Gq/G11 family	G12/G13 family	2	19008857,19011163,
327	P2RY11		P2Y receptors	Gq/G11 family	Gs family	2	11156592,10578132,
328	P2RY12	SP1999|P2Y<sub>ADP</sub>|HORK3|P2Y purinoceptor 12|P2Y12 platelet ADP receptor	P2Y receptors			1	14573771,
329	P2RY13	GPR94|G protein-coupled receptor 86|P2Y purinoceptor 13	P2Y receptors	Gi/Go family		1	11546776,
330	P2RY14	G protein coupled receptor for UDP-glucose|G protein-coupled receptor 105|GPR105|P2Y purinoceptor 14|G-protein coupled receptor 105	P2Y receptors	Gi/Go family	Gi/Go family	3	15997228,15850653,14559350,
331	PTH1R	PPR|PTHR|PTHR1	Parathyroid hormone receptors	Gs family	Gq/G11 family	6	9704578,9054374,10856878,8732687,8082781,17040990,
333	QRFPR	AQ27|SP9155|GPR103|G protein-coupled receptor 103|peptide p518 receptor	QRFP receptor	Gi/Go family, Gq/G11 family		2	12714592,12960173,
334	PTAFR	PAFr|AGEPC receptor	Platelet-activating factor receptor	Gi/Go family, Gq/G11 family, G protein independent mechanism		5	14500680,14617636,16920964,22570732,11309383,
335	PROKR1	GPR73a|VEGFR-1|ZAQ|GPR73|G-protein coupled receptor ZAQ|G protein-coupled receptor 73	Prokineticin receptors	Gq/G11 family	Gs family	4	12427552,11886876,15772293,16299550,
336	PROKR2	GPR73b|VEGFR-2|GPR73a|GPRg2|I5E	Prokineticin receptors	Gq/G11 family	Gs family, Gi/Go family	3	18826963,15772293,11751915,
338	PTGDR	DP1|prostanoid DP receptor-like|PTGDR1	Prostanoid receptors	Gs family		1	12649388,
339	PTGDR2	CRTH2|CD294|G protein-coupled receptor 44|prostaglandin D2 receptor 2|PGD2 receptor|Gpr44	Prostanoid receptors	Gi/Go family		2	12466225,12721327,
340	PTGER1	EP1 prostanoid receptor|PGE receptor EP1 subtype|prostanoid EP1 receptor	Prostanoid receptors	Gq/G11 family	Gi/Go family	2	7766667,7532011,
341	PTGER2	PGE receptor EP2 subtype|prostanoid EP2 receptor|Ptger-ep2	Prostanoid receptors	Gs family		2	14607240,7532011,
342	PTGER3	PGE receptor EP3 subtype|prostaglandin E receptor 3|prostanoid EP3 receptor	Prostanoid receptors	Gi/Go family	Gq/G11 family	5	19769944,10082673,7981210,7532011,9013884,
343	PTGER4	EP<sub>2</sub>|PGE receptor EP4 subtype|prostanoid EP4 receptor	Prostanoid receptors	Gs family	Gi/Go family	5	22012553,12566441,22002714,9013884,15855407,
344	PTGFR	PF2AR|PGF receptor|PGF2 alpha receptor|prostaglandin F receptor|prostaglandin F2-alpha receptor	Prostanoid receptors	Gq/G11 family	Gs family	2	8179609,9462300,
345	PTGIR	prostanoid IP receptor|prostacyclin receptor|prostaglandin I2 receptor	Prostanoid receptors	Gs family	Gi/Go family, Gq/G11 family	3	12016224,7532011,7511597,
346	TBXA2R	prostanoid TP receptor|TXA2-R	Prostanoid receptors	Gq/G11 family		1	9152406,
351	RXFP1	LGR7|RXFPR1|relaxin receptor 1|leucine-rich repeat-containing G-protein-coupled receptor 7|RX1	Relaxin family peptide receptors	Gs family, Gi/Go family	Gs family, Gi/Go family	27	12522118,24098703,15604116,22936987,22510373,19029286,18805799,19073841,11809971,19289144,12646076,20664520,17522128,22835547,15215200,15289446,11517286,16569707,15956719,10235632,15956721,17509748,12595573,23704950,9622136,11967993,10935549,
352	RXFP2	GPR106|RXFPR2|relaxin receptor 2|INSL3 receptor|leucine-rich repeat-containing G protein-coupled receptor 8|LGR8	Relaxin family peptide receptors	Gs family, Gi/Go family		6	12114498,12506116,15649866,16569707,11809971,15123806,
353	RXFP3	RLN3R1|RXFPR3|GPCR135	Relaxin family peptide receptors	Gi/Go family		5	15367576,14522968,23303914,15465925,15525639,
354	RXFP4	RLN3R2|GPCR142|INSL5 receptor|RXFPR4|G protein-coupled receptor 100	Relaxin family peptide receptors	Gi/Go family	Gi/Go family	5	27243554,15525639,15465925,25514935,14522967,
355	SSTR1	SRIF-2|SS1R	Somatostatin receptors	Gi/Go family	G protein (identity unknown)	5	12566440,8144617,8405411,10598790,7907795,
356	SSTR2	somatotropin release-inhibiting factor receptor|SRIF-1	Somatostatin receptors	Gi/Go family, G protein independent mechanism, G protein (identity unknown)	Gi/Go family, Gq/G11 family, G protein independent mechanism, G protein (identity unknown)	19	8684611,8405411,18566118,10598790,20068168,8144617,9419818,11264236,15784846,18810319,9426226,7907795,16115892,7538774,16452215,8034040,9212054,15388796,12972574,
357	SSTR3	SRIF<sub>1C</sub>|somatostatin receptor 28|SSR-28	Somatostatin receptors	Gi/Go family	Gq/G11 family, G protein (identity unknown)	7	8405411,10598790,1328199,12566440,10598791,8034040,8670047,
358	SSTR4	SRIF<sub>2B</sub>	Somatostatin receptors	Gi/Go family	Gi/Go family, G protein (identity unknown)	7	8626400,8405411,8175684,10598790,12566440,9426226,7538774,
359	SSTR5	SOMATO	Somatostatin receptors	Gi/Go family	Gi/Go family, Gq/G11 family	7	8684611,10598790,10598791,9146892,9426226,8034040,23418396,
360	TACR1	SPR|Substance P receptor|NK1R|TAC1R|neurokinin receptor 1|NK1 receptor	Tachykinin receptors	Gs family, Gq/G11 family		5	20504688,2461321,8903968,12065752,1370820,
361	TACR2	Neurokinin B receptor|NKNAR|SKR|TAC2R|neurokinin A receptor|NK-2 receptor|SP-E receptor|Substance K receptor	Tachykinin receptors	Gs family, Gq/G11 family		3	8903968,11459843,9826060,
362	TACR3	Neurokinin B receptor|neurokinin beta receptor|Nmkr|Tac3r|neuromedin K receptor|NK-3 receptor|SP-N receptor	Tachykinin receptors	Gq/G11 family		1	8903968,
363	TRHR	TRH receptor|thyroliberin receptor|TRH-R|TRH-R1	Thyrotropin-releasing hormone receptors	Gq/G11 family		2	1333052,1334076,
364	TAAR1	TAR1|TRAR1|TaR-1|trace amine receptor 1	Trace amine receptor	Gs family	Gq/G11 family	3	11723224,11459929,15718104,
365	UTS2R	GPR14|UII-R1|UTR2|G protein-coupled receptor 14|urotensin II receptor|SENR (sensory epithelial neuropeptide-like receptor)	Urotensin receptor	Gq/G11 family		5	11020490,11435331,12503613,12842917,12381671,
366	AVPR1A	V1aR|AVPR1|antidiuretic hormone receptor 1a|AVPR	Vasopressin and oxytocin receptors	Gq/G11 family		1	10026824,
367	AVPR1B	Antidiuretic hormone receptor 1b|AVPR3|V<sub>3</sub>|V1bR|Vasopressin V3 receptor|VPR3|vasopressin V1b receptor|V3/V1b pituitary vasopressin receptor	Vasopressin and oxytocin receptors	Gq/G11 family		1	10026824,
368	AVPR2	ADHR|DIR3|antidiuretic hormone receptor|renal-type arginine vasopressin receptor	Vasopressin and oxytocin receptors	Gs family		1	10026824,
369	OXTR	OTR	Vasopressin and oxytocin receptors	Gq/G11 family	Gi/Go family	3	9575824,10795906,9176188,
370	ADCYAP1R1	PAC1R|PVR1|PACAP receptor 1|PACAP type IA receptor|PACAPR1|pituitary adenylate cyclase activating polypeptide 1 receptor (1)|PACAP1-R|adenylate cyclase activating polypeptide 1 receptor 1	VIP and PACAP receptors	Gs family, Gq/G11 family	G protein (identity unknown)	2	7796937,8663363,
371	VIPR1	PVR2|HVR1|RDC1|VIP and PACAP receptor 1|PACAP-R2|pituitary adenylate cyclase-activating polypeptide type II receptor|VIP-R1	VIP and PACAP receptors	Gs family	Gi/Go family, Gq/G11 family, G protein (identity unknown)	7	8791009,8993443,8390245,208077,9223629,11353814,8074647,
372	VIPR2	PVR3|VIP and PACAP receptor 2|PACAP-R3|pituitary adenylate cyclase-activating polypeptide type III receptor	VIP and PACAP receptors	Gs family	G protein (identity unknown)	3	11181537,8993443,11353814,
754		TRH-R2|Trhr2	Thyrotropin-releasing hormone receptors	Gq/G11 family		2	1333052,1334076,
